bill_number,term,action_date,action,chamber,order
HB1621,2023-2024,2023-03-07,"First reading, referred to Local Government, Land Use & Tribal Affairs.",S,10
HB1621,2023-2024,2023-03-21,"Public hearing in the Senate Committee on Local Government, Land Use & Tribal Affairs at 8:00 AM.",S,11
HB1621,2023-2024,2023-03-28,"Executive action taken in the Senate Committee on Local Government, Land Use & Tribal Affairs at 9:00 AM.",S,12
HB1621,2023-2024,2023-03-28,LGLT - Majority; do pass with amendment.,S,13
HB1621,2023-2024,2023-03-29,Passed to Rules Committee for second reading.,S,14
HB1621,2023-2024,2023-04-05,Placed on second reading by Rules Committee.,S,15
HB1621,2023-2024,2023-04-11,Committee amendment adopted with no other amendments.,S,16
HB1621,2023-2024,2023-04-11,Rules suspended.  Placed on Third Reading.,S,17
HB1621,2023-2024,2023-04-11,"Third reading, passed; yeas, 49; nays, 0; absent, 0; excused, 0.",S,18
HB1621,2023-2024,2023-04-13,House concurred in Senate amendments.,H,19
HB1621,2023-2024,2023-04-13,"Passed final passage; yeas, 96; nays, 0; absent, 0; excused, 2.",H,20
HB1621,2023-2024,2023-04-14,Speaker signed.,H,21
HB1621,2023-2024,2023-04-18,President signed.,S,22
HB1621,2023-2024,2023-04-19,Delivered to Governor.,O,23
HB1621,2023-2024,2023-05-04,Governor signed.,O,24
HB1621,2023-2024,2023-05-04,"Chapter 255, 2023 Laws.",O,25
HB1621,2023-2024,2023-05-04,Effective date 7/23/2023*.,O,26
HB1622,2023-2024,2023-01-26,"First reading, referred to Education.",H,1
HB1622,2023-2024,2023-02-07,Public hearing in the House Committee on Education at 4:00 PM.,H,2
HB1622,2023-2024,2023-02-14,Executive action taken in the House Committee on Education at 4:00 PM.,H,3
HB1622,2023-2024,2023-02-14,ED - Majority; do pass.,H,4
HB1622,2023-2024,2023-02-16,Referred to Rules 2 Review.,H,5
HB1622,2023-2024,2023-03-03,Rules Committee relieved of further consideration.  Placed on second reading.,H,6
HB1622,2023-2024,2023-03-04,Rules suspended.  Placed on Third Reading.,H,7
HB1622,2023-2024,2023-03-04,"Third reading, passed; yeas, 96; nays, 0; absent, 0; excused, 2.",H,8
HB1622,2023-2024,2023-03-07,"First reading, referred to Early Learning & K-12 Education.",S,9
HB1622,2023-2024,2023-03-16,Public hearing in the Senate Committee on Early Learning & K-12 Education at 1:30 PM.,S,10
HB1622,2023-2024,2023-03-20,Executive action taken in the Senate Committee on Early Learning & K-12 Education at 1:30 PM.,S,11
HB1622,2023-2024,2023-03-20,EDU - Majority; do pass with amendment.,S,12
HB1622,2023-2024,2023-03-21,Passed to Rules Committee for second reading.,S,13
HB1622,2023-2024,2023-03-24,Placed on second reading by Rules Committee.,S,14
HB1622,2023-2024,2023-04-05,Committee amendment adopted with no other amendments.,S,15
HB1622,2023-2024,2023-04-05,Rules suspended.  Placed on Third Reading.,S,16
HB1622,2023-2024,2023-04-05,"Third reading, passed; yeas, 49; nays, 0; absent, 0; excused, 0.",S,17
HB1622,2023-2024,2023-04-13,House concurred in Senate amendments.,H,18
HB1622,2023-2024,2023-04-13,"Passed final passage; yeas, 96; nays, 0; absent, 0; excused, 2.",H,19
HB1622,2023-2024,2023-04-14,Speaker signed.,H,20
HB1622,2023-2024,2023-04-18,President signed.,S,21
HB1622,2023-2024,2023-04-19,Delivered to Governor.,O,22
HB1622,2023-2024,2023-05-09,Governor signed.,O,23
HB1622,2023-2024,2023-05-09,"Chapter 386, 2023 Laws.",O,24
HB1622,2023-2024,2023-05-09,Effective date 7/23/2023.,O,25
HB1623,2023-2024,2023-01-26,"First reading, referred to Innovation, Community & Economic Development, & Veterans.",H,1
HB1623,2023-2024,2023-02-01,"Public hearing in the House Committee on Innovation, Community & Economic Development, & Veterans at 8:00 AM.",H,2
HB1623,2023-2024,2023-02-03,"Executive action taken in the House Committee on Innovation, Community & Economic Development, & Veterans at 10:30 AM.",H,3
HB1623,2023-2024,2023-02-03,ICEV - Majority; do pass.,H,4
HB1623,2023-2024,2023-02-07,Referred to Appropriations.,H,5
HB1623,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",H,6
HB1624,2023-2024,2023-01-26,"First reading, referred to Education.",H,1
HB1624,2023-2024,2023-02-07,Public hearing in the House Committee on Education at 4:00 PM.,H,2
HB1624,2023-2024,2023-02-14,Executive action taken in the House Committee on Education at 4:00 PM.,H,3
HB1624,2023-2024,2023-02-14,ED - Majority; do pass.,H,4
HB1624,2023-2024,2023-02-14,Minority; without recommendation.,H,5
HB1624,2023-2024,2023-02-16,Referred to Rules 2 Review.,H,6
HB1624,2023-2024,2023-02-22,Placed on second reading by Rules Committee.,H,7
HB1624,2023-2024,2023-02-28,Rules suspended.  Placed on Third Reading.,H,8
HB1624,2023-2024,2023-02-28,"Third reading, passed; yeas, 97; nays, 0; absent, 0; excused, 1.",H,9
HB1624,2023-2024,2023-03-02,"First reading, referred to Early Learning & K-12 Education.",S,10
HB1624,2023-2024,2023-03-09,Public hearing in the Senate Committee on Early Learning & K-12 Education at 1:30 PM.,S,11
HB1624,2023-2024,2023-03-15,Executive action taken in the Senate Committee on Early Learning & K-12 Education at 1:30 PM.,S,12
HB1624,2023-2024,2023-03-15,EDU - Majority; do pass.,S,13
HB1624,2023-2024,2023-03-17,Passed to Rules Committee for second reading.,S,14
HB1624,2023-2024,2023-03-24,Placed on second reading by Rules Committee.,S,15
HB1624,2023-2024,2023-04-05,Rules suspended.  Placed on Third Reading.,S,16
HB1624,2023-2024,2023-04-05,"Third reading, passed; yeas, 47; nays, 1; absent, 0; excused, 1.",S,17
HB1624,2023-2024,2023-04-06,Speaker signed.,H,18
HB1624,2023-2024,2023-04-06,President signed.,S,19
HB1624,2023-2024,2023-04-07,Delivered to Governor.,O,20
HB1624,2023-2024,2023-04-13,Governor signed.,O,21
HB1624,2023-2024,2023-04-13,"Chapter 83, 2023 Laws.",O,22
HB1624,2023-2024,2023-04-13,Effective date 7/23/2023.,O,23
HB1625,2023-2024,2023-01-26,"First reading, referred to Housing.",H,1
HB1625,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",H,2
HB1626,2023-2024,2023-01-26,"First reading, referred to Health Care & Wellness.",H,1
HB1626,2023-2024,2023-02-08,Public hearing in the House Committee on Health Care & Wellness at 1:30 PM.,H,2
HB1626,2023-2024,2023-02-10,Executive action taken in the House Committee on Health Care & Wellness at 8:00 AM.,H,3
HB1626,2023-2024,2023-02-10,HCW - Majority; do pass.,H,4
HB1626,2023-2024,2023-02-13,Referred to Appropriations.,H,5
HB1626,2023-2024,2023-02-23,Public hearing in the House Committee on Appropriations at 9:00 AM.,H,6
HB1626,2023-2024,2023-02-24,Executive action taken in the House Committee on Appropriations at 9:00 AM.,H,7
HB1626,2023-2024,2023-02-24,APP - Majority; do pass.,H,8
HB1626,2023-2024,2023-02-24,Referred to Rules 2 Review.,H,9
HB1626,2023-2024,2023-03-02,Rules Committee relieved of further consideration.  Placed on second reading.,H,10
HB1626,2023-2024,2023-03-04,Rules suspended.  Placed on Third Reading.,H,11
HB1626,2023-2024,2023-03-04,"Third reading, passed; yeas, 95; nays, 0; absent, 0; excused, 3.",H,12
HB1626,2023-2024,2023-03-07,"First reading, referred to Health & Long Term Care.",S,13
HB1626,2023-2024,2023-03-14,Public hearing in the Senate Committee on Health & Long Term Care at 8:00 AM.,S,14
HB1626,2023-2024,2023-03-16,Executive action taken in the Senate Committee on Health & Long Term Care at 10:30 AM.,S,15
HB1626,2023-2024,2023-03-16,HLTC - Majority; do pass.,S,16
HB1626,2023-2024,2023-03-16,Minority; do not pass.,S,17
HB1626,2023-2024,2023-03-16,Minority; without recommendation.,S,18
HB1626,2023-2024,2023-03-16,And refer to Ways & Means.,S,19
HB1626,2023-2024,2023-03-17,Referred to Ways & Means.,S,20
HB1626,2023-2024,2023-03-23,Public hearing in the Senate Committee on Ways & Means at 4:00 PM.,S,21
HB1626,2023-2024,2023-04-03,Executive action taken in the Senate Committee on Ways & Means at 10:00 AM.,S,22
HB1626,2023-2024,2023-04-03,WM - Majority; do pass.,S,23
HB1626,2023-2024,2023-04-03,Minority; do not pass.,S,24
HB1626,2023-2024,2023-04-03,Minority; without recommendation.,S,25
HB1626,2023-2024,2023-04-04,Passed to Rules Committee for second reading.,S,26
HB1626,2023-2024,2023-04-11,Placed on second reading by Rules Committee.,S,27
HB1626,2023-2024,2023-04-12,Rules suspended.  Placed on Third Reading.,S,28
HB1626,2023-2024,2023-04-12,"Third reading, passed; yeas, 39; nays, 9; absent, 0; excused, 1.",S,29
HB1626,2023-2024,2023-04-14,Speaker signed.,H,30
HB1626,2023-2024,2023-04-18,President signed.,S,31
HB1626,2023-2024,2023-04-19,Delivered to Governor.,O,32
HB1626,2023-2024,2023-05-04,Governor signed.,O,33
HB1626,2023-2024,2023-05-04,"Chapter 299, 2023 Laws.",O,34
HB1626,2023-2024,2023-05-04,Effective date 7/23/2023.,O,35
HB1627,2023-2024,2023-01-26,"First reading, referred to Civil Rights & Judiciary.",H,1
HB1627,2023-2024,2023-02-14,Public hearing in the House Committee on Civil Rights & Judiciary at 10:30 AM.,H,2
HB1627,2023-2024,2023-02-17,"Executive session scheduled, but no action was taken in the House Committee on Civil Rights & Judiciary at 10:30 AM.",H,3
HB1627,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",H,4
HB1628,2023-2024,2023-01-26,"First reading, referred to Local Government.",H,1
HB1628,2023-2024,2023-02-07,Public hearing in the House Committee on Local Government at 10:30 AM.,H,2
HB1628,2023-2024,2023-02-08,Public hearing in the House Committee on Local Government at 8:00 AM.,H,3
HB1628,2023-2024,2023-02-10,Executive action taken in the House Committee on Local Government at 10:30 AM.,H,4
HB1628,2023-2024,2023-02-10,"LG - Majority; 1st substitute bill be substituted, do pass.",H,5
HB1628,2023-2024,2023-02-10,Minority; do not pass.,H,6
HB1628,2023-2024,2023-02-14,Referred to Finance.,H,7
HB1628,2023-2024,2023-02-21,Public hearing in the House Committee on Finance at 8:00 AM.,H,8
HB1628,2023-2024,2023-04-14,Executive action taken in the House Committee on Finance at 8:00 AM.,H,9
HB1628,2023-2024,2023-04-14,"FIN - Majority; 2nd substitute bill be substituted, do pass.",H,10
HB1628,2023-2024,2023-04-14,Minority; do not pass.,H,11
HB1628,2023-2024,2023-04-14,Minority; without recommendation.,H,12
HB1628,2023-2024,2023-04-17,Referred to Rules 2 Review.,H,13
HB1628,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",H,14
HB1628,2023-2024,2024-01-08,"House Rules ""X"" file.",H,15
HB1629,2023-2024,2023-01-26,"First reading, referred to Civil Rights & Judiciary.",H,1
HB1629,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",H,2
HB1630,2023-2024,2023-01-26,"First reading, referred to Regulated Substances & Gaming.",H,1
HB1630,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",H,2
HB1631,2023-2024,2023-01-27,"First reading, referred to Civil Rights & Judiciary.",H,1
HB1631,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",H,2
HB1632,2023-2024,2023-01-27,"First reading, referred to Consumer Protection & Business.",H,1
HB1632,2023-2024,2023-02-03,Public hearing in the House Committee on Consumer Protection & Business at 8:00 AM.,H,2
HB1632,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",H,3
HB1633,2023-2024,2023-01-27,"First reading, referred to Housing.",H,1
HB1633,2023-2024,2023-02-07,Public hearing in the House Committee on Housing at 4:00 PM.,H,2
HB1633,2023-2024,2023-02-14,Executive action taken in the House Committee on Housing at 4:00 PM.,H,3
HB1633,2023-2024,2023-02-15,"HOUS - Majority; 1st substitute bill be substituted, do pass.",H,4
HB1633,2023-2024,2023-02-16,Referred to Capital Budget.,H,5
HB1633,2023-2024,2023-02-20,Public hearing in the House Committee on Capital Budget at 8:00 AM.,H,6
HB1633,2023-2024,2023-02-22,Public hearing in the House Committee on Capital Budget at 9:00 AM.,H,7
HB1633,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",H,8
HB1634,2023-2024,2023-01-27,"First reading, referred to Consumer Protection & Business.",H,1
HB1634,2023-2024,2023-02-03,Public hearing in the House Committee on Consumer Protection & Business at 8:00 AM.,H,2
HB1634,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",H,3
HB1635,2023-2024,2023-01-27,"First reading, referred to Community Safety, Justice, & Reentry.",H,1
