"BillType","BillNumber","Sequence","DateAction","Action","Comment","House","ModDate"
"S",2808,1,2/22/2024 0:00:00,"INT 1RS REF SLP",,"S",2/22/2024 0:00:00
"S",2809,1,2/22/2024 0:00:00,"INT 1RS REF SSG",,"S",2/22/2024 0:00:00
"S",2809,2,3/18/2024 0:00:00,"REP 2RS",,"S",3/18/2024 0:00:00
"S",2809,3,3/18/2024 0:00:00,"REF SBA",,"S",3/18/2024 0:00:00
"S",2809,4,6/24/2024 0:00:00,"REP/SCA 2RS",,"S",6/24/2024 0:00:00
"S",2809,5,6/28/2024 0:00:00,"SUB BY","A4035 (2R)","S",6/28/2024 0:00:00
"S",2810,1,2/22/2024 0:00:00,"INT 1RS REF SSG",,"S",2/22/2024 0:00:00
"S",2810,2,3/18/2024 0:00:00,"REP 2RS",,"S",3/18/2024 0:00:00
"S",2810,3,5/20/2024 0:00:00,"PS","(37-0)","S",5/20/2024 0:00:00
"S",2810,4,5/20/2024 0:00:00,"R/A REF ASL",,"A",5/20/2024 0:00:00
"S",2810,5,6/24/2024 0:00:00,"REP 2RA",,"A",6/26/2024 0:00:00
"S",2810,6,6/28/2024 0:00:00,"SUB FOR","A3779","A",6/28/2024 0:00:00
"S",2810,7,6/28/2024 0:00:00,"PA PBH","(77-0-0)","A",7/2/2024 0:00:00
"S",2810,8,9/12/2024 0:00:00,"APP","P.L.2024, c.70.","G",9/12/2024 0:00:00
"S",2811,1,2/22/2024 0:00:00,"INT 1RS REF SHH",,"S",2/22/2024 0:00:00
"S",2812,1,2/22/2024 0:00:00,"INT 1RS REF SHH",,"S",2/22/2024 0:00:00
"S",2813,1,2/22/2024 0:00:00,"INT 1RS REF SHI",,"S",2/22/2024 0:00:00
"S",2814,1,2/22/2024 0:00:00,"INT 1RS REF STR",,"S",2/22/2024 0:00:00
"S",2814,2,5/6/2024 0:00:00,"REP 2RS",,"S",5/6/2024 0:00:00
"S",2814,3,5/6/2024 0:00:00,"REF SBA",,"S",5/6/2024 0:00:00
"S",2814,4,12/9/2024 0:00:00,"REP/SCA 2RS",,"S",12/9/2024 0:00:00
"S",2814,5,1/12/2026 0:00:00,"SUB BY","A2115 (2R)","S",1/12/2026 0:00:00
"S",2815,1,2/22/2024 0:00:00,"INT 1RS REF STR",,"S",2/22/2024 0:00:00
"S",2815,2,9/30/2024 0:00:00,"REP/SCA 2RS",,"S",9/30/2024 0:00:00
"S",2815,3,9/30/2024 0:00:00,"REF SBA",,"S",9/30/2024 0:00:00
"S",2816,1,2/22/2024 0:00:00,"INT 1RS REF SEN",,"S",2/22/2024 0:00:00
"S",2816,2,3/4/2024 0:00:00,"REP/SCA 2RS",,"S",3/4/2024 0:00:00
"S",2816,3,5/13/2024 0:00:00,"SA 2RS","(Voice) (Ruiz)","S",5/14/2024 0:00:00
"S",2816,4,5/20/2024 0:00:00,"PS","(31-6)","S",5/20/2024 0:00:00
"S",2816,5,5/20/2024 0:00:00,"R/A REF ATU",,"A",5/20/2024 0:00:00
"S",2817,1,2/27/2024 0:00:00,"INT 1RS REF SSG",,"S",2/27/2024 0:00:00
"S",2818,1,2/27/2024 0:00:00,"INT 1RS REF SED",,"S",2/27/2024 0:00:00
"S",2818,2,5/12/2025 0:00:00,"REP/SCA 2RS",,"S",5/12/2025 0:00:00
"S",2818,3,5/12/2025 0:00:00,"REF SBA",,"S",5/12/2025 0:00:00
"S",2818,4,1/8/2026 0:00:00,"REP/SCA 2RS",,"S",1/8/2026 0:00:00
"S",2818,5,1/12/2026 0:00:00,"SUB BY","A3909 (2R)","S",1/12/2026 0:00:00
"S",2819,1,2/27/2024 0:00:00,"INT 1RS REF SJU",,"S",2/27/2024 0:00:00
"S",2820,1,2/27/2024 0:00:00,"INT 1RS REF SCU",,"S",2/27/2024 0:00:00
"S",2820,2,5/6/2024 0:00:00,"REP 2RS",,"S",5/6/2024 0:00:00
"S",2820,3,5/6/2024 0:00:00,"REF SBA",,"S",5/6/2024 0:00:00
"S",2821,1,2/27/2024 0:00:00,"INT 1RS REF STR",,"S",2/27/2024 0:00:00
"S",2822,1,2/27/2024 0:00:00,"INT 1RS REF SLA",,"S",2/27/2024 0:00:00
"S",2822,2,3/14/2024 0:00:00,"REP 2RS",,"S",3/14/2024 0:00:00
"S",2822,3,5/13/2024 0:00:00,"PS","(27-9)","S",5/13/2024 0:00:00
"S",2822,4,5/13/2024 0:00:00,"R/A REF ALA",,"A",5/13/2024 0:00:00
"S",2822,5,5/16/2024 0:00:00,"REP 2RA",,"A",5/16/2024 0:00:00
"S",2822,6,6/28/2024 0:00:00,"SUB FOR","A3986","A",6/28/2024 0:00:00
"S",2822,7,6/28/2024 0:00:00,"PA PBH","(54-20-0)","A",6/28/2024 0:00:00
"S",2822,8,8/22/2024 0:00:00,"APP","P.L.2024, c.55.","G",8/23/2024 0:00:00
"S",2823,1,2/27/2024 0:00:00,"INT 1RS REF STR",,"S",2/27/2024 0:00:00
"S",2824,1,2/27/2024 0:00:00,"INT 1RS REF SCU",,"S",2/27/2024 0:00:00
"S",2825,1,2/27/2024 0:00:00,"INT 1RS REF SLP",,"S",3/19/2024 0:00:00
"S",2825,2,3/18/2024 0:00:00,"TRANS SBA",,"S",3/19/2024 0:00:00
"S",2825,3,4/11/2024 0:00:00,"REP 2RS",,"S",4/11/2024 0:00:00
"S",2825,4,5/13/2024 0:00:00,"PS","(36-0)","S",5/13/2024 0:00:00
"S",2825,5,5/13/2024 0:00:00,"R/A AWR 2RA",,"A",5/13/2024 0:00:00
"S",2825,6,6/28/2024 0:00:00,"AA 2RA","(Voice) (Peterpaul)","A",7/1/2024 0:00:00
"S",2825,7,6/28/2024 0:00:00,"SUB FOR","A3906 (1R)","A",7/1/2024 0:00:00
"S",2825,8,6/28/2024 0:00:00,"PA","(66-8-0)","A",7/2/2024 0:00:00
"S",2825,9,6/28/2024 0:00:00,"R/S 2RSC",,"S",6/28/2024 0:00:00
"S",2825,10,6/28/2024 0:00:00,"PS PBH","(40-0)","S",6/28/2024 0:00:00
"S",2825,11,7/10/2024 0:00:00,"APP","P.L.2024, c.31.","G",7/10/2024 0:00:00
"S",2826,1,2/27/2024 0:00:00,"INT 1RS REF SLA",,"S",2/27/2024 0:00:00
"S",2826,2,12/5/2024 0:00:00,"REP 2RS",,"S",12/5/2024 0:00:00
"S",2826,3,12/5/2024 0:00:00,"REF SBA",,"S",12/5/2024 0:00:00
"S",2827,1,2/27/2024 0:00:00,"INT 1RS REF SEN",,"S",2/27/2024 0:00:00
"S",2828,1,2/27/2024 0:00:00,"INT 1RS REF SHH",,"S",2/27/2024 0:00:00
"S",2829,1,2/27/2024 0:00:00,"INT 1RS REF SSG",,"S",2/27/2024 0:00:00
"S",2830,1,2/27/2024 0:00:00,"INT 1RS REF SCM",,"S",2/27/2024 0:00:00
"S",2831,1,2/27/2024 0:00:00,"INT 1RS REF SHI",,"S",2/27/2024 0:00:00
"S",2832,1,2/27/2024 0:00:00,"INT 1RS REF SLP",,"S",2/27/2024 0:00:00
"S",2833,1,2/27/2024 0:00:00,"INT 1RS REF SCM",,"S",2/27/2024 0:00:00
"S",2834,1,2/27/2024 0:00:00,"INT 1RS REF SLP",,"S",2/27/2024 0:00:00
"S",2835,1,2/27/2024 0:00:00,"INT 1RS REF SED",,"S",2/27/2024 0:00:00
"S",2836,1,2/27/2024 0:00:00,"INT 1RS REF SLP",,"S",2/27/2024 0:00:00
"S",2837,1,2/27/2024 0:00:00,"INT 1RS REF SBA",,"S",2/29/2024 0:00:00
"S",2837,2,3/11/2024 0:00:00,"REP 2RS",,"S",3/11/2024 0:00:00
"S",2837,3,3/18/2024 0:00:00,"PS","(37-1)","S",3/18/2024 0:00:00
"S",2837,4,3/18/2024 0:00:00,"R/A REF AED",,"A",3/18/2024 0:00:00
"S",2837,5,6/6/2024 0:00:00,"REP REF AAP",,"A",6/6/2024 0:00:00
"S",2837,6,6/24/2024 0:00:00,"REP 2RA",,"A",6/24/2024 0:00:00
"S",2837,7,6/28/2024 0:00:00,"SUB FOR","A4084","A",6/28/2024 0:00:00
"S",2837,8,6/28/2024 0:00:00,"PA PBH","(70-7-0)","A",6/28/2024 0:00:00
"S",2837,9,9/4/2024 0:00:00,"APP","P.L.2024, c.60.","G",9/4/2024 0:00:00
"S",2839,1,3/4/2024 0:00:00,"INT 1RS REF SEN",,"S",3/4/2024 0:00:00
"S",2840,1,3/4/2024 0:00:00,"INT 1RS REF SEN",,"S",3/4/2024 0:00:00
"S",2840,2,1/14/2025 0:00:00,"REP 2RS",,"S",1/14/2025 0:00:00
"S",2840,3,1/12/2026 0:00:00,"PS","(39-0)","S",1/12/2026 0:00:00
"S",2840,4,1/12/2026 0:00:00,"R/A AWR 2RA",,"A",1/12/2026 0:00:00
"S",2840,5,1/12/2026 0:00:00,"SUB FOR","A4125","A",1/12/2026 0:00:00
"S",2840,6,1/12/2026 0:00:00,"PA PBH","(71-0-0)","A",1/12/2026 0:00:00
"S",2840,7,1/20/2026 0:00:00,"PV",,"G",1/20/2026 0:00:00
"S",2841,1,3/4/2024 0:00:00,"INT 1RS REF SCU",,"S",3/4/2024 0:00:00
"S",2842,1,3/4/2024 0:00:00,"INT 1RS REF SED",,"S",3/4/2024 0:00:00
"S",2843,1,3/4/2024 0:00:00,"INT 1RS REF SCU",,"S",3/4/2024 0:00:00
"S",2844,1,3/4/2024 0:00:00,"INT 1RS REF SED",,"S",3/4/2024 0:00:00
"S",2844,2,1/30/2025 0:00:00,"REP 2RS",,"S",1/30/2025 0:00:00
"S",2844,3,1/30/2025 0:00:00,"REF SBA",,"S",1/30/2025 0:00:00
"S",2845,1,3/4/2024 0:00:00,"INT 1RS REF SCM",,"S",3/4/2024 0:00:00
"S",2846,1,3/4/2024 0:00:00,"INT 1RS REF SJU",,"S",3/4/2024 0:00:00
"S",2847,1,3/4/2024 0:00:00,"INT 1RS REF SEN",,"S",3/4/2024 0:00:00
"S",2848,1,3/4/2024 0:00:00,"INT 1RS REF SEN",,"S",3/4/2024 0:00:00
"S",2849,1,3/4/2024 0:00:00,"INT 1RS REF SED",,"S",3/4/2024 0:00:00
"S",2850,1,3/4/2024 0:00:00,"INT 1RS REF SLP",,"S",3/4/2024 0:00:00
"S",2851,1,3/4/2024 0:00:00,"INT 1RS REF SSG",,"S",3/4/2024 0:00:00
"S",2852,1,3/4/2024 0:00:00,"INT 1RS REF SLA",,"S",3/4/2024 0:00:00
"S",2852,2,12/5/2024 0:00:00,"REP/SCA 2RS",,"S",12/5/2024 0:00:00
"S",2853,1,3/4/2024 0:00:00,"INT 1RS REF SLP",,"S",3/4/2024 0:00:00
"S",2854,1,3/4/2024 0:00:00,"INT 1RS REF SLP",,"S",3/4/2024 0:00:00
"S",2855,1,3/4/2024 0:00:00,"INT 1RS REF SMV",,"S",3/4/2024 0:00:00
"S",2855,2,6/13/2024 0:00:00,"REP 2RS",,"S",6/13/2024 0:00:00
"S",2855,3,6/13/2024 0:00:00,"REF SBA",,"S",6/14/2024 0:00:00
"S",2856,1,3/4/2024 0:00:00,"INT 1RS REF SLP",,"S",3/4/2024 0:00:00
"S",2857,1,3/4/2024 0:00:00,"INT 1RS REF SEN",,"S",3/4/2024 0:00:00
"S",2858,1,3/4/2024 0:00:00,"INT 1RS REF SEG",,"S",3/4/2024 0:00:00
"S",2859,1,3/4/2024 0:00:00,"INT 1RS REF SEN",,"S",3/4/2024 0:00:00
"S",2860,1,3/4/2024 0:00:00,"INT 1RS REF SED",,"S",9/30/2024 0:00:00
"S",2860,2,9/30/2024 0:00:00,"REP/SCA 2RS",,"S",9/30/2024 0:00:00
"S",2860,3,9/30/2024 0:00:00,"REF SBA",,"S",9/30/2024 0:00:00
"S",2861,1,3/4/2024 0:00:00,"INT 1RS REF SJU",,"S",3/4/2024 0:00:00
"S",2862,1,3/4/2024 0:00:00,"INT 1RS REF SEN",,"S",3/4/2024 0:00:00
"S",2862,2,5/22/2025 0:00:00,"REP/SCA 2RS",,"S",5/22/2025 0:00:00
"S",2862,3,5/22/2025 0:00:00,"REF SBA",,"S",5/22/2025 0:00:00
"S",2863,1,3/4/2024 0:00:00,"INT 1RS REF SEG",,"S",3/4/2024 0:00:00
"S",2864,1,3/4/2024 0:00:00,"INT 1RS REF SLA",,"S",3/4/2024 0:00:00
"S",2864,2,3/14/2024 0:00:00,"REP 2RS",,"S",3/14/2024 0:00:00
"S",2864,3,5/13/2024 0:00:00,"SA 2RS","(Voice) (Ruiz)","S",5/13/2024 0:00:00
"S",2864,4,5/20/2024 0:00:00,"PS","(37-0)","S",5/20/2024 0:00:00
"S",2864,5,5/20/2024 0:00:00,"R/A AWR 2RA",,"A",5/20/2024 0:00:00
"S",2864,6,6/28/2024 0:00:00,"SUB FOR","A4061 (1R)","A",6/28/2024 0:00:00
"S",2864,7,6/28/2024 0:00:00,"PA PBH","(70-6-1)","A",7/2/2024 0:00:00
"S",2864,8,9/12/2024 0:00:00,"CV R/S",,"S",9/12/2024 0:00:00
"S",2864,9,12/19/2024 0:00:00,"2RSG","(38-0)","S",12/19/2024 0:00:00
"S",2864,10,12/19/2024 0:00:00,"MOTION","Suspend Rule 23:4 (38-0) (Lagana)","S",12/19/2024 0:00:00
"S",2864,11,12/19/2024 0:00:00,"PS","(38-0)","S",12/19/2024 0:00:00
"S",2864,12,12/19/2024 0:00:00,"R/A 2RAG",,"A",12/19/2024 0:00:00
"S",2864,13,12/19/2024 0:00:00,"PA PBH","(68-4-0)","A",12/19/2024 0:00:00
"S",2864,14,12/27/2024 0:00:00,"APP","P.L.2024, c.104.","G",12/30/2024 0:00:00
"S",2865,1,3/4/2024 0:00:00,"INT 1RS REF SSG",,"S",3/4/2024 0:00:00
"S",2865,2,3/18/2024 0:00:00,"REP/SCA 2RS",,"S",3/18/2024 0:00:00
"S",2866,1,3/4/2024 0:00:00,"INT 1RS REF SEN",,"S",3/4/2024 0:00:00
"S",2867,1,3/4/2024 0:00:00,"INT 1RS REF SED",,"S",3/4/2024 0:00:00
"S",2867,2,6/5/2025 0:00:00,"REP/SCA 2RS",,"S",6/5/2025 0:00:00
"S",2867,3,12/18/2025 0:00:00,"SUB BY","A1997 (1R)","S",12/18/2025 0:00:00
"S",2868,1,3/4/2024 0:00:00,"INT 1RS REF SHH",,"S",3/4/2024 0:00:00
"S",2869,1,3/4/2024 0:00:00,"INT 1RS REF SLA",,"S",3/4/2024 0:00:00
"S",2869,2,5/6/2024 0:00:00,"REP 2RS",,"S",5/6/2024 0:00:00
"S",2869,3,5/13/2024 0:00:00,"SS 2RS","(27-3) (Ruiz)","S",5/13/2024 0:00:00
"S",2869,4,5/20/2024 0:00:00,"PS","(34-0)","S",5/20/2024 0:00:00
"S",2869,5,5/20/2024 0:00:00,"R/A AWR 2RA",,"A",5/20/2024 0:00:00
"S",2869,6,6/28/2024 0:00:00,"SUB FOR","A4081 (ACS)","A",6/28/2024 0:00:00
"S",2869,7,6/28/2024 0:00:00,"PA PBH","(70-4-3)","A",6/28/2024 0:00:00
"S",2869,8,8/8/2024 0:00:00,"APP","P.L.2024, c.51.","G",8/8/2024 0:00:00
"S",2870,1,3/4/2024 0:00:00,"INT 1RS REF SCM",,"S",3/4/2024 0:00:00
"S",2871,1,3/4/2024 0:00:00,"INT 1RS REF SHH",,"S",3/4/2024 0:00:00
"S",2872,1,3/4/2024 0:00:00,"INT 1RS REF SHH",,"S",3/4/2024 0:00:00
"S",2873,1,3/4/2024 0:00:00,"INT 1RS REF SHH",,"S",3/4/2024 0:00:00
"S",2873,2,2/3/2025 0:00:00,"REP 2RS",,"S",2/3/2025 0:00:00
"S",2873,3,2/3/2025 0:00:00,"REF SBA",,"S",2/3/2025 0:00:00
"S",2874,1,3/4/2024 0:00:00,"INT 1RS REF SCM",,"S",3/4/2024 0:00:00
"S",2874,2,10/10/2024 0:00:00,"REP/SCA 2RS",,"S",10/10/2024 0:00:00
"S",2874,3,1/14/2025 0:00:00,"SUB BY","A4091 (1R)","S",1/14/2025 0:00:00
"S",2875,1,3/4/2024 0:00:00,"INT 1RS REF SCM",,"S",3/4/2024 0:00:00
"S",2875,2,5/13/2024 0:00:00,"REP/SCA 2RS",,"S",5/13/2024 0:00:00
"S",2875,3,5/20/2024 0:00:00,"SA 2RS","(Voice) (Ruiz)","S",5/20/2024 0:00:00
"S",2875,4,6/24/2024 0:00:00,"RCM SBA",,"S",6/24/2024 0:00:00
"S",2875,5,6/24/2024 0:00:00,"REP/SCA 2RS",,"S",6/24/2024 0:00:00
"S",2875,6,6/28/2024 0:00:00,"PS","(38-0)","S",6/28/2024 0:00:00
"S",2875,7,6/28/2024 0:00:00,"R/A AWR 2RA",,"A",6/28/2024 0:00:00
"S",2875,8,6/28/2024 0:00:00,"SUB FOR","A3972 (2R)","A",6/28/2024 0:00:00
"S",2875,9,6/28/2024 0:00:00,"PA PBH","(72-0-0)","A",6/28/2024 0:00:00
"S",2875,10,9/6/2024 0:00:00,"APP","P.L.2024, c.62.","G",9/6/2024 0:00:00
"S",2876,1,3/4/2024 0:00:00,"INT 1RS REF STR",,"S",3/4/2024 0:00:00
"S",2876,2,5/6/2024 0:00:00,"REP 2RS",,"S",5/6/2024 0:00:00
"S",2876,3,5/13/2024 0:00:00,"SA 2RS","(Voice) (Ruiz)","S",5/13/2024 0:00:00
"S",2876,4,5/20/2024 0:00:00,"PS","(37-0)","S",5/20/2024 0:00:00
"S",2876,5,5/20/2024 0:00:00,"R/A AWR 2RA",,"A",5/20/2024 0:00:00
"S",2876,6,6/28/2024 0:00:00,"SUB FOR","A4127 (1R)","A",6/28/2024 0:00:00
"S",2876,7,6/28/2024 0:00:00,"PA PBH","(77-0-0)","A",7/2/2024 0:00:00
"S",2876,8,8/22/2024 0:00:00,"APP","P.L.2024, c.57.","G",8/23/2024 0:00:00
"S",2877,1,3/4/2024 0:00:00,"INT 1RS REF SHI",,"S",3/4/2024 0:00:00
"S",2878,1,3/4/2024 0:00:00,"INT 1RS REF SHH",,"S",3/4/2024 0:00:00
"S",2879,1,3/4/2024 0:00:00,"INT 1RS REF SEN",,"S",3/4/2024 0:00:00
"S",2879,2,6/10/2024 0:00:00,"REP 2RS",,"S",6/10/2024 0:00:00
"S",2879,3,6/10/2024 0:00:00,"REF SBA",,"S",6/11/2024 0:00:00
"S",2880,1,3/4/2024 0:00:00,"INT 1RS REF SED",,"S",3/4/2024 0:00:00
"S",2881,1,3/4/2024 0:00:00,"INT 1RS REF SED",,"S",3/4/2024 0:00:00
"S",2881,2,5/12/2025 0:00:00,"REP/SCA 2RS",,"S",5/12/2025 0:00:00
"S",2882,1,3/4/2024 0:00:00,"INT 1RS REF SHI",,"S",3/4/2024 0:00:00
"S",2883,1,3/4/2024 0:00:00,"INT 1RS REF SHI",,"S",3/4/2024 0:00:00
"S",2884,1,3/4/2024 0:00:00,"INT 1RS REF SED",,"S",3/4/2024 0:00:00
"S",2885,1,3/4/2024 0:00:00,"INT 1RS REF SCM",,"S",3/4/2024 0:00:00
"S",2886,1,3/4/2024 0:00:00,"INT 1RS REF SCM",,"S",3/4/2024 0:00:00
"S",2886,2,2/10/2025 0:00:00,"REP/SCA 2RS",,"S",2/10/2025 0:00:00
"S",2886,3,2/25/2025 0:00:00,"PS","(38-0)","S",2/25/2025 0:00:00
"S",2886,4,2/25/2025 0:00:00,"R/A REF AFI",,"A",2/25/2025 0:00:00
"S",2886,5,5/15/2025 0:00:00,"REP 2RA",,"A",5/15/2025 0:00:00
"S",2886,6,5/22/2025 0:00:00,"SUB FOR","A4015 (1R)","A",5/22/2025 0:00:00
"S",2886,7,5/22/2025 0:00:00,"PA PBH","(77-0-0)","A",5/22/2025 0:00:00
"S",2886,8,7/8/2025 0:00:00,"APP","P.L.2025, c.90.","G",7/8/2025 0:00:00
"S",2887,1,3/4/2024 0:00:00,"INT 1RS REF SLA",,"S",3/4/2024 0:00:00
"S",2887,2,3/3/2025 0:00:00,"REP 2RS",,"S",3/3/2025 0:00:00
"S",2887,3,3/3/2025 0:00:00,"REF SBA",,"S",3/3/2025 0:00:00
"S",2888,1,3/4/2024 0:00:00,"INT 1RS REF SLA",,"S",3/4/2024 0:00:00
"S",2889,1,3/4/2024 0:00:00,"INT 1RS REF SSG",,"S",3/4/2024 0:00:00
"S",2890,1,3/4/2024 0:00:00,"INT 1RS REF SSG",,"S",3/4/2024 0:00:00
"S",2890,2,3/14/2024 0:00:00,"TRANS SLA",,"S",3/15/2024 0:00:00
"S",2890,3,3/14/2024 0:00:00,"REP 2RS",,"S",3/14/2024 0:00:00
"S",2890,4,5/13/2024 0:00:00,"SUB BY","A3939","S",5/13/2024 0:00:00
"S",2891,1,3/4/2024 0:00:00,"INT 1RS REF SLA",,"S",3/4/2024 0:00:00
"S",2892,1,3/4/2024 0:00:00,"INT 1RS REF SJU",,"S",3/4/2024 0:00:00
"S",2893,1,3/4/2024 0:00:00,"INT 1RS REF SCU",,"S",3/4/2024 0:00:00
"S",2894,1,3/4/2024 0:00:00,"INT 1RS REF SCM",,"S",3/4/2024 0:00:00
"S",2895,1,3/4/2024 0:00:00,"INT 1RS REF SCM",,"S",3/4/2024 0:00:00
"S",2896,1,3/4/2024 0:00:00,"INT 1RS REF SMV",,"S",3/4/2024 0:00:00
"S",2897,1,3/4/2024 0:00:00,"INT 1RS REF SEN",,"S",3/4/2024 0:00:00
"S",2898,1,3/4/2024 0:00:00,"INT 1RS REF SEN",,"S",3/4/2024 0:00:00
"S",2898,2,10/10/2024 0:00:00,"REP/SCA 2RS",,"S",10/10/2024 0:00:00
"S",2898,3,10/10/2024 0:00:00,"REF SBA",,"S",10/10/2024 0:00:00
"S",2899,1,3/4/2024 0:00:00,"INT 1RS REF SEN",,"S",3/4/2024 0:00:00
"S",2900,1,3/4/2024 0:00:00,"INT 1RS REF SLP",,"S",3/4/2024 0:00:00
"S",2901,1,3/4/2024 0:00:00,"INT 1RS REF SED",,"S",3/4/2024 0:00:00
"S",2902,1,3/4/2024 0:00:00,"INT 1RS REF SED",,"S",3/4/2024 0:00:00
"S",2903,1,3/4/2024 0:00:00,"INT 1RS REF SED",,"S",3/4/2024 0:00:00
"S",2904,1,3/4/2024 0:00:00,"INT 1RS REF SCU",,"S",3/4/2024 0:00:00
"S",2905,1,3/4/2024 0:00:00,"INT 1RS REF SCU",,"S",3/4/2024 0:00:00
"S",2906,1,3/4/2024 0:00:00,"INT 1RS REF SEN",,"S",3/4/2024 0:00:00
"S",2907,1,3/4/2024 0:00:00,"INT 1RS REF SCU",,"S",3/4/2024 0:00:00
"S",2908,1,3/7/2024 0:00:00,"INT 1RS REF STR",,"S",3/7/2024 0:00:00
"S",2908,2,6/3/2024 0:00:00,"REP 2RS",,"S",6/3/2024 0:00:00
"S",2908,3,6/3/2024 0:00:00,"REF SBA",,"S",6/3/2024 0:00:00
"S",2909,1,3/7/2024 0:00:00,"INT 1RS REF SEN",,"S",3/7/2024 0:00:00
"S",2910,1,3/7/2024 0:00:00,"INT 1RS REF SEN",,"S",3/7/2024 0:00:00
"S",2911,1,3/7/2024 0:00:00,"INT 1RS REF STR",,"S",3/7/2024 0:00:00
"S",2911,2,3/17/2025 0:00:00,"REP 2RS",,"S",3/17/2025 0:00:00
"S",2911,3,3/17/2025 0:00:00,"REF SBA",,"S",3/17/2025 0:00:00
"S",2912,1,3/7/2024 0:00:00,"INT 1RS REF SHI",,"S",3/7/2024 0:00:00
"S",2913,1,3/7/2024 0:00:00,"INT 1RS REF SCM",,"S",3/7/2024 0:00:00
"S",2914,1,3/7/2024 0:00:00,"INT 1RS REF SED",,"S",3/7/2024 0:00:00
"S",2915,1,3/7/2024 0:00:00,"INT 1RS REF SJU",,"S",3/7/2024 0:00:00
"S",2916,1,3/7/2024 0:00:00,"INT 1RS REF SEG",,"S",3/7/2024 0:00:00
"S",2917,1,3/7/2024 0:00:00,"INT 1RS REF SCM",,"S",3/7/2024 0:00:00
"S",2918,1,3/7/2024 0:00:00,"INT 1RS REF SEG",,"S",3/7/2024 0:00:00
"S",2919,1,3/7/2024 0:00:00,"INT 1RS REF SLA",,"S",3/7/2024 0:00:00
"S",2919,2,5/6/2024 0:00:00,"REP 2RS",,"S",5/6/2024 0:00:00
"S",2919,3,5/6/2024 0:00:00,"REF SBA",,"S",5/6/2024 0:00:00
"S",2920,1,3/7/2024 0:00:00,"INT 1RS REF SHH",,"S",3/7/2024 0:00:00
"S",2920,2,6/6/2024 0:00:00,"REP/SCA 2RS",,"S",6/6/2024 0:00:00
"S",2920,3,6/6/2024 0:00:00,"REF SBA",,"S",6/6/2024 0:00:00
"S",2921,1,3/7/2024 0:00:00,"INT 1RS REF SJU",,"S",3/7/2024 0:00:00
"S",2922,1,3/7/2024 0:00:00,"INT 1RS REF SSG",,"S",3/7/2024 0:00:00
"S",2922,2,6/17/2024 0:00:00,"REP 2RS",,"S",6/17/2024 0:00:00
"S",2922,3,6/17/2024 0:00:00,"REF SBA",,"S",6/17/2024 0:00:00
"S",2922,4,11/13/2025 0:00:00,"REP/SCA 2RS",,"S",11/13/2025 0:00:00
"S",2923,1,3/7/2024 0:00:00,"INT 1RS REF SSG",,"S",3/7/2024 0:00:00
"S",2924,1,3/7/2024 0:00:00,"INT 1RS REF SHH",,"S",3/7/2024 0:00:00
"S",2925,1,3/7/2024 0:00:00,"INT 1RS REF SHI",,"S",3/7/2024 0:00:00
"S",2926,1,3/7/2024 0:00:00,"INT 1RS REF SCU",,"S",3/7/2024 0:00:00
"S",2927,1,3/7/2024 0:00:00,"INT 1RS REF SLP",,"S",3/7/2024 0:00:00
"S",2928,1,3/7/2024 0:00:00,"INT 1RS REF SLP",,"S",3/7/2024 0:00:00
"S",2929,1,3/7/2024 0:00:00,"INT 1RS REF SJU",,"S",3/7/2024 0:00:00
"S",2930,1,3/4/2024 0:00:00,"INT 1RS REF SBA",,"S",3/5/2024 0:00:00
"S",2930,2,3/11/2024 0:00:00,"REP/SCA 2RS",,"S",3/11/2024 0:00:00
"S",2930,3,4/8/2024 0:00:00,"RCM SBA",,"S",4/8/2024 0:00:00
"S",2930,4,5/9/2024 0:00:00,"REP/SCA 2RS",,"S",5/9/2024 0:00:00
"S",2930,5,5/13/2024 0:00:00,"PS","(21-10)","S",5/13/2024 0:00:00
"S",2930,6,5/13/2024 0:00:00,"R/A AWR 2RA",,"A",5/13/2024 0:00:00
"S",2930,7,5/13/2024 0:00:00,"SUB FOR","A4045 (2R)","A",5/13/2024 0:00:00
"S",2930,8,5/13/2024 0:00:00,"PA PBH","(42-28-1)","A",5/14/2024 0:00:00
"S",2930,9,6/5/2024 0:00:00,"APP","P.L.2024, c.16.","G",6/5/2024 0:00:00
"S",2931,1,3/4/2024 0:00:00,"INT 1RS REF SBA",,"S",3/5/2024 0:00:00
"S",2931,2,3/11/2024 0:00:00,"REP 2RS",,"S",3/11/2024 0:00:00
"S",2931,3,3/18/2024 0:00:00,"SUB BY","A4011","S",3/18/2024 0:00:00
"S",2932,1,3/7/2024 0:00:00,"INT 1RS REF SHI",,"S",3/7/2024 0:00:00
"S",2933,1,3/7/2024 0:00:00,"INT 1RS REF SHI",,"S",3/7/2024 0:00:00
"S",2934,1,3/7/2024 0:00:00,"INT 1RS REF SHI",,"S",3/7/2024 0:00:00
"S",2935,1,3/7/2024 0:00:00,"INT 1RS REF SHI",,"S",3/7/2024 0:00:00
"S",2936,1,3/11/2024 0:00:00,"INT 1RS REF SHI",,"S",3/11/2024 0:00:00
"S",2937,1,3/11/2024 0:00:00,"INT 1RS REF SSG",,"S",3/11/2024 0:00:00
"S",2937,2,6/20/2024 0:00:00,"REP/SCA 2RS",,"S",6/20/2024 0:00:00
"S",2938,1,3/11/2024 0:00:00,"INT 1RS REF SLP",,"S",3/11/2024 0:00:00
