bill_number,session,title,status,primary_sponsors,intro_date,effective_date,chapter_num,companion,summary
S-3535,2024_2025,"Criminal prosecutions, certain-permits court to admit evidence of prior offenses",SJU,"Gopal, Vin",2024-09-12,,,A-4730,Permits court to admit evidence of prior offenses in certain criminal prosecutions.
S-3536,2024_2025,9-1-1 and Emergency Response Trust Fund Account-concerns distribution,SLP,"Gopal, Vin; McKnight, Angela V.",2024-09-12,,,A-5008,Concerns distribution of 9-1-1 System and Emergency Response Trust Fund Account.
S-3537,2024_2025,"Transportation, cert homeless students-require St bear partial cost to school",SBA,"Gopal, Vin; Mukherji, Raj",2024-09-12,,,A-4545,Requires State to bear partial cost of transportation of certain homeless students to school.
S-3538,2024_2025,Equitable Drug Pricing and Patient Access Act-establish,SHH,"Gopal, Vin; Greenstein, Linda R.",2024-09-12,,,A-5531,"Establishes ""Equitable Drug Pricing and Patient Access Act."""
S-3539,2024_2025,Pharmacies-establishes temporary grant program; appropriates $10M,SHH,"Gopal, Vin",2024-09-12,,,,Establishes temporary grant program for pharmacies; appropriates $10 million.
S-3540,2024_2025,Domestic violence arrests-grant discretion to court in expungement of records,SJU,"Gopal, Vin",2024-09-12,,,,Grants discretion to court in expungement of records related to domestic violence arrests not resulting in conviction.
S-3541,2024_2025,"Gambling activities, amusement games-proh licensees, offering or advertising",SSG,"Moriarty, Paul D.; McKeon, John F.",2024-09-12,,,A-4756,Prohibits amusement games licensees from offering or advertising gambling activities related to amusement games.
S-3542,2024_2025,Resident Firefighter Grant Program-establish in Division of Fire Safety,SLP,"Moriarty, Paul D.",2024-09-12,,,A-4638,"Establishes ""Resident Firefighter Grant Program"" in Division of Fire Safety."
S-3543,2024_2025,Civic Information Consortium-expands eligible grantees,SHI,"Moriarty, Paul D.",2024-09-12,,,,Expands eligible grantees under New Jersey Civic Information Consortium; establishes provisions for tracking and reporting progress of grantee; requires grantee to post statement on Internet website.
S-3544,2024_2025,United Network for Inclusive Teaching and Youth Grant Program-establish,SED,"Burgess, Renee C.",2024-09-12,,,A-4669,Establishes United Network for Inclusive Teaching and Youth Grant Program; makes appropriation.
S-3545,2024_2025,Climate Superfund Act-impose liability on certain fossil fuel companies,2RS,"McKeon, John F.; Smith, Bob; Mukherji, Raj",2024-09-12,,,A-4696,"""Polluters Pay to Make New Jersey More Affordable Act""; imposes liability on certain fossil fuel companies for funds needed for climate change adaptation projects; establishes program in DEP to collect and distribute funds.*"
S-3546,2024_2025,Air pollution-req cert fac obtain permit & annually implement measures to reduce,SEN,"McKeon, John F.; Diegnan, Patrick J.",2024-09-12,,,A-4679,Requires certain high-traffic facilities to obtain permit from DEP and annually implement measures to reduce air pollution caused by facility.
S-3547,2024_2025,Protecting Students from Obscene Material in School Libraries Act-concerns,SED,"Testa, Michael L.; Steinhardt, Douglas J.",2024-09-12,,,A-4609,"""Protecting Students from Obscene Material in School Libraries Act."""
S-3548,2024_2025,MVC electronic signature pad-req penalty for false/fraudulent voter registration,SSG,"O'Scanlon, Declan J.; Corrado, Kristin M.",2024-09-12,,,,Requires penalty for false or fraudulent voter registration to be displayed on Motor Vehicle Commission electronic signature pads.
S-3549,2024_2025,"Veterans, honorably discharged-exempt from municipal parking meter fees",SMV,"Corrado, Kristin M.; Bucco, Anthony M.",2024-09-12,,,A-4592,Exempts honorably discharged veterans from payment of municipal parking meter fees when vehicle bears honorably discharged veteran's placard issued by MVC.
S-3550,2024_2025,Human Trafficking Criminal Registry-establishes,SHH,"Corrado, Kristin M.",2024-09-12,,,A-4401,Establishes New Jersey Human Trafficking Criminal Registry; requires establishment of educational curricula related to human trafficking.
S-3551,2024_2025,"Nonconsensual pornographic deepfake threat & disclosure-update to include, cert",SJU,"Corrado, Kristin M.",2024-09-12,,,A-4435,Updates certain crimes to include nonconsensual pornographic deepfake threats and disclosure.
S-3552,2024_2025,Career & Technical Education Dual Enrollment Grant Program-establishes;$5M,SHI,"Testa, Michael L.; Greenstein, Linda R.",2024-09-12,,,A-4403,Establishes Career and Technical Education Dual Enrollment Grant Program; appropriates $5 million.
S-3553,2024_2025,Skilled Trades Career Exploration Pilot Program-establishes;$5M,SED,"Testa, Michael L.; Greenstein, Linda R.",2024-09-12,,,A-4402,Establishes Skilled Trades Career Exploration Pilot Program; appropriates $5 million.
S-3554,2024_2025,"Rail Passenger Bill of Rights-estab with cert protections, enforce provisions",STR,"Corrado, Kristin M.",2024-09-12,,,A-3900,Establishes Rail Passenger Bill of Rights with certain protections and authorizes Division of Consumer Affairs to enforce provisions.
S-3555,2024_2025,Zipper merge method-requires DOT study use on State highways,STR,"O'Scanlon, Declan J.",2024-09-12,,,,Requires DOT to study use of zipper merge method on State roadways.
S-3556,2024_2025,Reproductive Health Access for Haitian Migrants Act-establishes,SHH,"Burgess, Renee C.",2024-09-12,,,A-4499,"Establishes ""Reproductive Health Access for Haitian Migrants Act."""
S-3557,2024_2025,"Theft crimes, certain fourth degree-changes monetary threshold",SBA,"Beach, James",2024-09-12,,,,Changes monetary threshold for certain fourth degree theft crimes.
S-3558,2024_2025,Treatment of stuttering-requires health insurance and Medicaid coverage,SBA,"Beach, James; Ruiz, M. Teresa",2024-09-12,,,A-5133,Requires health insurance and Medicaid coverage for the treatment of stuttering.
S-3559,2024_2025,Aspire Program-clarify that certain incentive awards may not be prorated,SCU,"Smith, Bob",2024-09-12,,,A-4673,Revises New Jersey Aspire Program to clarify that certain incentive awards may not be prorated.
S-3560,2024_2025,Interstate Physician Assistant Licensure Compact-enters NJ into,SUB,"Scutari, Nicholas P.",2024-09-12,,,A-4328,Enters New Jersey into Interstate Physician Assistant Licensure Compact.
S-3561,2024_2025,"Medical countermeasures, products, & therapeutics-permits procurement",AAP,"Vitale, Joseph F.; Turner, Shirley K.",2024-09-12,,,A-4325,"Permits procurement of medical countermeasures, products, and therapeutics."
S-3562,2024_2025,Public Health Institute-provide for designation and establishment in New Jersey,APP,"Vitale, Joseph F.; Burgess, Renee C.; Speight, Shanique",2024-09-12,2025-04-22,46.0,A-4362,Provides for designation and establishment of Public Health Institute in New Jersey.
S-3563,2024_2025,New Jersey Board of Paramedicine-creates,SCM,"Vitale, Joseph F.; McKnight, Angela V.",2024-09-12,,,A-4523,Creates New Jersey Board of Paramedicine.
S-3564,2024_2025,"Sexual offenses, certain-removes certain limitations on recovery for victims",SUB,"Vitale, Joseph F.; Turner, Shirley K.",2024-09-12,,,A-4684,Removes certain limitations on recovery for victims of certain sexual offenses.
S-3565,2024_2025,"Health care professionals, certain-codifies & extends authorization to practice",SBA,"Vitale, Joseph F.; Singer, Robert W.",2024-09-12,,,A-2803,Codifies and extends authorization for certain out-of-State health care practitioners and recent graduates of health care training programs to practice in New Jersey.
S-3566,2024_2025,School facilities projects & security improvements-require annual approp;$1M,SED,"Burgess, Renee C.",2024-09-12,,,A-4670,Requires $1 million annual appropriation to certain educational services commissions for school facilities projects and school security improvements.
S-3567,2024_2025,"Cancer screening examinations, periodic-provide access, volunteer firefighters",SSG,"Amato, Carmen F.; Bucco, Anthony M.",2024-09-12,,,A-4649,Provides access to periodic cancer screening examinations for volunteer firefighters through SHBP physicians and other providers.
S-3568,2024_2025,"Cell phones & social media platforms in schools-concerns policies, student use",W,"Moriarty, Paul D.",2024-09-12,,,A-4855,Concerns policies governing student use of cell phones and social media platforms in schools.
S-3569,2024_2025,Cybersecurity Grant Program-establish; appropriates $5M from General Fund,SLP,"McKnight, Angela V.; Greenstein, Linda R.",2024-09-12,,,,"Establishes ""New Jersey Cybersecurity Grant Program""; appropriates $5 million from General Fund."
S-3570,2024_2025,"Driver testing & education requirements, cert-change for persons w/ disabilities",SBA,"Amato, Carmen F.",2024-09-12,,,,Changes certain driver testing and education requirements for persons with disabilities.
S-3571,2024_2025,Health Care Cost Containment Commission-creates; appropriates $5M,SHH,"Vitale, Joseph F.; McKnight, Angela V.",2024-09-12,,,A-4713,Creates Health Care Cost Containment Commission; appropriates $5 million.
S-3572,2024_2025,"Financial institutions, State chartered-concerns minimum reserve balances",SCM,"Cryan, Joseph P.",2024-09-12,,,A-4681,Requires State-chartered financial institutions to increase minimum reserve balances by five times amount of previous year's losses relating to fraud and theft.
S-3573,2024_2025,"Advertising threshold-increase bid on cert purchases, contracts, or agreements",SSG,"Cryan, Joseph P.; Ruiz, M. Teresa",2024-09-12,,,A-4485,"Increases bid advertising threshold on certain purchases, contracts, or agreements. "
S-3574,2024_2025,"Campaign depository accounts-concerns closure, candidates no longer in office",SSG,"Cryan, Joseph P.",2024-09-12,,,,Requires candidate and joint candidates close campaign depository accounts not later than seven years following end of service in elected public office or unsuccessful election.
S-3576,2024_2025,"Auth & Interstate Auth-consider minorities & women, hiring or awarding contracts",SSG,"Ruiz, M. Teresa; McKnight, Angela V.",2024-09-19,,,A-4744,"Requires NJTA, SJTA, EDA, CRDA, PANYNJ, and DRPA to consider minorities and women when hiring or awarding contracts."
S-3577,2024_2025,Division of Civil Rights-makes supplemental appropriation;$1M,SJU,"Bramnick, Jon M.",2024-09-19,,,,"Makes supplemental appropriation of $1,000,000 to Division of Civil Rights."
S-3578,2024_2025,"Mask-estab disorderly persons offense, conceal identity while committing crime",SJU,"Bramnick, Jon M.",2024-09-19,,,A-4804,Establishes separate disorderly persons offense for persons who wear masks with purpose to conceal identity while committing another crime or offense.
S-3579,2024_2025,Suicide prevention barriers-DOT/NJTA/SJTA construct at cert bridges & overpasses,STR,"Bramnick, Jon M.",2024-09-19,,,A-5711,"Requires DOT, NJTA, and SJTA to construct suicide prevention barriers at certain bridges and overpasses."
S-3580,2024_2025,"Sales tax holiday, annual-reinstate, sales of cert sch supplies/materials/equip",SED,"Amato, Carmen F.",2024-09-19,,,A-4835,"Reinstates annual sales tax holiday for retail sales of computers, school computer supplies, school art supplies, school instructional materials, and sport recreation equipment."
S-3581,2024_2025,"Municipal land-submit public question to voters, subject to annexation",SCU,"Amato, Carmen F.",2024-09-19,,,,Requires municipal governing body to submit public question to voters if area of municipality with over 10 percent property tax ratables is to be subject to annexation by other municipality.
S-3582,2024_2025,E-ZPass-NJTA and SJTA display amount of tolls paid,STR,"Corrado, Kristin M.",2024-09-19,,,A-0395,"Requires NJTA and SJTA to display amount of tolls paid in lanes used for electronic toll collection system, commonly known as E-ZPass."
S-3583,2024_2025,"Cell phones and social media platforms-concerns policies, students use in sch",SED,"Corrado, Kristin M.",2024-09-19,,,A-5205,Concerns policies governing student use of cell phones and social media platforms in public schools.
S-3584,2024_2025,Electric bicycle or scooter-requires use of helmets when operating or riding,SLP,"Corrado, Kristin M.",2024-09-19,,,A-3993,Requires use of helmets when operating or riding upon electric bicycle or electric scooter.
S-3585,2024_2025,Expectant mothers in third trimester-receive temporary parking privileges,STR,"Space, Parker",2024-09-19,,,A-4633,Allows expectant mothers in third trimester to receive temporary parking privileges.
S-3586,2024_2025,Law enforcement officers-concerns training,SLP,"Greenstein, Linda R.; Moriarty, Paul D.",2024-09-19,,,A-5215,Concerns training for law enforcement officers.
S-3587,2024_2025,"Retail theft-concerns, establishes theft unit;$1M",APP,"Burzichelli, John J.; Schepisi, Holly T.; Danielsen, Joe",2024-09-19,2025-04-01,39.0,A-4755,"Upgrades, and in some circumstances provides for extended terms of imprisonment for, certain retail theft crimes, addresses gift card fraud, and authorizes new Attorney General initiatives to address organized retail theft.*"
S-3588,2024_2025,"Dying, certain circumstances-waive 15 day waiting period for medical aid",SHH,"Burzichelli, John J.; Diegnan, Patrick J.",2024-09-19,,,A-1880,Waives 15 day waiting period for medical aid in dying under certain circumstances.
S-3589,2024_2025,Human trafficking of children-increases penalties,SJU,"Steinhardt, Douglas J.; Corrado, Kristin M.",2024-09-19,,,A-3487,Increases penalties for human trafficking of children.
S-3590,2024_2025,Human Trafficking Survivor's Assistance Fund-makes suppl approp;$75K,SJU,"Steinhardt, Douglas J.; Corrado, Kristin M.",2024-09-19,,,A-4960,"Makes supplemental appropriation of $75,000 to Human Trafficking Survivor's Assistance Fund."
S-3591,2024_2025,"Protected land adjacent, military fac-proh ownership, foreign government/person",SSG,"Steinhardt, Douglas J.; Tiver, Latham",2024-09-19,,,A-4781,Prohibits ownership of certain protected land adjacent to military facilities in State by certain foreign governments and persons.
S-3592,2024_2025,"Defibrillator-req recreation dept, youth org & camps have, youth athletic events",SHH,"Bucco, Anthony M.",2024-09-19,,,A-4697,"Requires local recreation departments, youth serving organizations, and youth camps to have defibrillators for youth athletic events."
S-3593,2024_2025,NJBEST-allow distributions from account to Roth IRA as qualified withdrawals,SHI,"Bucco, Anthony M.",2024-09-19,,,A-4739,Allows distributions from NJBEST account to Roth IRA as qualified withdrawals and excludes such distributions from gross income tax.
S-3594,2024_2025,"Board of Nursing-estab timeline, application process for cert credentials issued",SCM,"Bucco, Anthony M.",2024-09-19,,,,Establishes timelines for application review process for certain credentials issued by New Jersey Board of Nursing.
S-3595,2024_2025,Welcome Home Veterans Act-require MVC provide veteran benefit info packets,SBA,"Bucco, Anthony M.; Beach, James",2024-09-19,,,A-4733,"""Welcome Home Veterans Act""; requires MVC to provide veteran benefit information packets."
S-3596,2024_2025,"Service dog & handler-increase penal, denying access cert facilities & companies",SHH,"Bucco, Anthony M.; Cryan, Joseph P.",2024-09-19,,,A-5140,"Increases penalties for denying access to public facilities, NJT, and transportation network companies to service dogs and their handlers."
S-3597,2024_2025,Internet dating services-conduct record screenings upon request & consent,SLP,"Bramnick, Jon M.",2024-09-19,,,,Requires Internet dating services to conduct criminal record screenings upon request and consent of members.
S-3598,2024_2025,"Drawing of candidate names-concerns process for conducting, ballot position",SSG,"Pennacchio, Joseph",2024-09-19,,,A-4834,"Permits party member, candidate, or designee to be present for ballot position draw and inspect materials used for drawing; requires officials conducting ballot draw to provide notice of date, time, and location of drawing."
S-3599,2024_2025,Cardiopulmonary resuscitation-estab prog for coaches of sch dist to obtain cert,SED,"Corrado, Kristin M.",2024-09-19,,,A-4833,Requires DOE to establish program for coaches of school district and nonpublic school athletic activities to obtain certification in cardiopulmonary resuscitation.
S-3600,2024_2025,School ethics complaints-establishes mediation process,SED,"Corrado, Kristin M.; McKnight, Angela V.",2024-09-19,,,,Establishes mediation process for school ethics complaints.
S-3601,2024_2025,"Public employee, served in military-modifies law regarding leave of absence comp",SBA,"Amato, Carmen F.",2024-09-19,,,A-3150,Modifies laws regarding compensation and leaves of absence for certain public employees who served in the military; requires public employers follow certain policies and procedures for leaves of absence.
S-3602,2024_2025,Summer tuition and grants-makes FY2025 suppl approp;$20M,SUB,"Ruiz, M. Teresa; Singer, Robert W.",2024-09-12,,,A-4811,Makes supplemental appropriation of $20 million for provision of Summer Tuition Aid Grants in summer 2025; provides conditional authority for transfer of additional resources to Summer Tuition Aid Grants account.*
S-3603,2024_2025,Memory care training-req to include in annual long-term care training program,SHH,"McKnight, Angela V.",2024-09-19,,,A-3547,Requires State Long-Term Care Ombudsman to include memory care training in annual long-term care training program.
S-3604,2024_2025,Sales & Use Tax and Corp Business Tax-elim transaction nexus requirement,ASL,"Burzichelli, John J.; Singleton, Troy",2024-09-19,,,A-5101,Eliminates transaction nexus requirement under the Sales and Use Tax and Corporation Business Tax.*
S-3605,2024_2025,Medical waste management-req DOH & DEP develop best practices & plan,SHH,"McKeon, John F.",2024-09-19,,,A-4827,"Requires DOH and DEP to develop best practices, and certain health care providers to develop plan, concerning medical waste management."
S-3606,2024_2025,SPRS-permits purchase of service credit for cert military and police service,SUB,"Diegnan, Patrick J.; Bucco, Anthony M.",2024-09-19,,,A-4751,"Permits purchase of service credit in SPRS for period of enrollment in military service academy and in New Jersey State Police Academy, and employment as class two special law enforcement officer."
S-3607,2024_2025,"SPRS retirees, certain-extends accidential death benefit for survivors",APP,"Sarlo, Paul A.; Cryan, Joseph P.; Quijano, Annette",2024-09-19,2026-01-20,306.0,A-4748,Extends accidental death benefit for survivors of certain SPRS retirees.
S-3608,2024_2025,Restaurants & cert alcoholic retailers-conduct bus within desig outdoor space,APP,"Sarlo, Paul A.; Polistina, Vincent J.; Freiman, Roy",2024-09-19,2024-11-25,95.0,A-4866,Permits restaurants and certain alcoholic beverage retailers and manufacturers to conduct business within designated outdoor space or on public sidewalk.
S-3609,2024_2025,Raffles-allow licensed organizations to conduct remotely and advertise,ATG,"Sarlo, Paul A.; Amato, Carmen F.",2024-09-19,,,A-5171,Allows for licensed organizations to conduct raffles remotely and to advertise such raffles; removes maximum value limitations for prizes; allows remote raffles on Sundays; requires quarterly reporting of raffle results.
S-3610,2024_2025,"NJ FamilyCare-annually identify State funds available, evaluate program",AHU,"Scutari, Nicholas P.; McKnight, Angela V.",2024-09-19,,,A-4900,"Requires Department of Treasury and DHS to annually identify State funds available for NJ FamilyCare and child care services, evaluate programs, and create prioritized list of initiatives to improve quality of care under programs.*"
S-3611,2024_2025,Mental health care resources for children-provides grant to study and map,APP,"Scutari, Nicholas P.; Vitale, Joseph F.; Carter, Linda S.",2024-09-19,2024-12-12,100.0,A-4970,Provides grant to study and map mental health care resources for children; makes appropriation.
S-3612,2024_2025,Women's health research and innovations-requires DOH provide grants,SHH,"Scutari, Nicholas P.; McKnight, Angela V.",2024-09-19,,,,Requires DOH to provide grants for women's health research and innovations.
S-3613,2024_2025,Senior housing applications-made available by mail and email,SCU,"McKnight, Angela V.",2024-09-19,,,A-5666,Requires senior housing applications be made available by mail and email.
S-3614,2024_2025,Locally produced wine-dedicates sales tax revenues collected on retail sales,SLP,"Beach, James",2024-09-19,,,A-4452,Dedicates sales tax revenues collected on retail sales of locally produced wine for promotion of New Jersey wine.
S-3615,2024_2025,Board of authority commissioners-replaces definition of management committee,SUB,"Beach, James",2024-09-19,,,A-4877,"Replaces definition of ""management committee"" with ""board of authority commissioners"" and makes various changes to existing law concerning administration of regional authority."
S-3616,2024_2025,"Lead screening, pregnant persons-perform under certain circumstances",SUB,"Beach, James; Ruiz, M. Teresa",2024-09-19,,,A-4848,Requires health care professionals to perform lead screening on pregnant persons under certain circumstances.
S-3617,2024_2025,Mail-in ballots-send applications to regis voters upon their 18th birthday,SBA,"Beach, James; Zwicker, Andrew",2024-09-19,,,A-4849,Requires county clerks to send applications for mail-in ballots to registered voters upon their 18th birthday.
S-3618,2024_2025,Wildlife Corridor Action Plan-establish;$90K,APP,"Smith, Bob; Greenstein, Linda R.; Calabrese, Clinton",2024-09-19,2025-06-30,77.0,A-4926,"Directs DEP and DOT to establish ""Wildlife Corridor Action Plan."" **"
S-3619,2024_2025,Microfibers & microplastics-req filtration sys to capture on washing machines,SEN,"Smith, Bob; McKeon, John F.",2024-09-19,,,,"Requires filtration system to capture microfibers and microplastics on washing machines sold on or after January 1, 2030."
S-3620,2024_2025,Energy Bill Watch program-estab & include cert info in bills and notices,APP,"Burzichelli, John J.; Turner, Shirley K.; Bailey, David",2024-09-19,2025-04-22,47.0,A-4817,"Requires electric and gas public utilities to establish ""Energy Bill Watch"" program and include certain information in bills and notices to customers."
S-3621,2024_2025,College application inquire about crim. history-proh higher ed instit from using,SHI,"Cryan, Joseph P.",2024-09-19,,,A-0895,"Prohibits institutions of higher education and degree-granting proprietary institutions from using applications for admission that inquire about applicant's criminal history; establishes ""Universal College Application Development Task Force"" to develop standard application for admission."
S-3622,2024_2025,"Students, undergrad-file degree plan; higher ed instit devel pathway sys to grad",SHI,"Cryan, Joseph P.",2024-09-19,,,A-2153,Requires undergraduate students to file degree plan and requires institutions of higher education and certain propriety institutions to develop pathway systems to graduation.
S-3623,2024_2025,Candidate nominating petitions-require all be posted online,SSG,"Cryan, Joseph P.",2024-09-19,,,,Requires all candidate nominating petitions be posted online; requires determination of appeals to petition challenges be conducted by judge with sufficient election law expertise.
S-3624,2024_2025,"Elections-require automatic recount, vote differential of 0.5 percent or less",SSG,"Cryan, Joseph P.",2024-09-19,,,,Requires automatic recounts for elections decided by vote differential of 0.5 percent or less.
S-3625,2024_2025,Office of Voting Rights-establish to provide legal services to voters,SSG,"Cryan, Joseph P.",2024-09-19,,,,Establishes Office of Voting Rights to provide legal services to voters.
S-3626,2024_2025,"Fringe benefit costs-estab min student to employee ratio, calculating St support",SHI,"Cryan, Joseph P.; McKeon, John F.",2024-09-19,,,,Establishes minimum student to employee ratio for calculating State support for employee fringe benefit costs at four-year public institutions of higher education.
S-3627,2024_2025,"Professional license, Cosmetology & Hairstyling-modify languages; concerns exams",SCM,"Cryan, Joseph P.; Johnson, Gordon M.",2024-09-19,,,A-1925; R-0002,Modifies languages that examinations are to be conducted in for applicants seeking professional license issued by New Jersey State Board of Cosmetology and Hairstyling.
S-3628,2024_2025,Leave eligibility-require employer disclose information in hiring package,SLA,"Cryan, Joseph P.",2024-09-19,,,A-4621,Requires employer to disclose information concerning leave eligibility in hiring package.
S-3629,2024_2025,"Employment listings-req transparency concerning comp, w/ cert opportunities",SLA,"Cryan, Joseph P.",2024-09-19,,,A-4683,Requires transparency concerning compensation in employment listings and with promotional opportunities.
S-3630,2024_2025,"Career school, priv-clarifies law concerning requirements for closure",SCM,"Cryan, Joseph P.",2024-09-19,,,A-1929,Clarifies that law concerning requirements for closure of private career school applies to certain schools licensed by New Jersey State Board of Cosmetology and Hairstyling.
S-3631,2024_2025,Military-connected students-prov increased flexibility in school dist enrollment,SBA,"Cryan, Joseph P.; Mukherji, Raj",2024-09-19,,,A-4819,Provides increased flexibility in school district enrollment for military-connected students.
S-3632,2024_2025,High school equivalency exam fees-State pay for low-income individuals,SED,"Cryan, Joseph P.",2024-09-19,,,A-2425,Provides that State pay high school equivalency exam fees for low-income individuals.
S-3633,2024_2025,Computerized drawing sys-req to determine random order of candidate names,SSG,"Cryan, Joseph P.",2024-09-19,,,,Requires computerized drawing system to determine random order of candidate names for each office on primary and general election ballots; provides for drawing to be viewable in person or electronically.
S-3634,2024_2025,Election Management and Consolidation Commission in Dept of State-establish,SSG,"Cryan, Joseph P.",2024-09-19,,,,Establishes Election Management and Consolidation Commission in Department of State.
S-3635,2024_2025,Election result challenges-sent to specific panel of judges,SSG,"Cryan, Joseph P.",2024-09-19,,,,Requires election result challenges be sent to specific panel of judges.
S-3636,2024_2025,Parking structures-require cyclical inspection,SCU,"Cryan, Joseph P.",2024-09-19,,,,Requires cyclical inspection of parking structures.
S-3637,2024_2025,Office of Inspector General for Prosecutorial Review-establish,SLP,"Cryan, Joseph P.; Johnson, Gordon M.",2024-09-19,,,,Establishes Office of Inspector General for Prosecutorial Review in but not of DLPS.
S-3638,2024_2025,"Mobile service providers, commercial-prohibits disclosing customer's GPS data",SEG,"Moriarty, Paul D.",2024-09-19,,,A-2419,Prohibits providers of commercial mobile service and developers of mobile application from disclosing customer's global position system data to third parties under certain circumstances.
S-3639,2024_2025,Minority and Women-Owned Businesses State Contractor Remedies Act-establish,SSG,"Cruz-Perez, Nilsa I.; Ruiz, M. Teresa",2024-09-19,,,A-4586,"Establishes ""Minority and Women-Owned Businesses State Contractor Remedies Act."""
S-3640,2024_2025,Certified business enterprises awarded St contracts-issue advanced payments,SSG,"Ruiz, M. Teresa",2024-09-19,,,A-4648,Provides for State agencies to issue advanced payments to certified business enterprises awarded State contracts.
S-3641,2024_2025,"Medicaid eligibility groups, cert-increases income and resource threshold limit",SHH,"Ruiz, M. Teresa; McKnight, Angela V.",2024-09-19,,,A-4612,Increases income and resource threshold limit for certain Medicaid eligibility groups.
S-3642,2024_2025,Hispanic & Latino rep-devel programs improving higher ed leadership positions,SHI,"Ruiz, M. Teresa",2024-09-19,,,A-4665,Requires Secretary of Higher Education and public institutions of higher education to develop programs for improving Hispanic and Latino representation in higher education leadership positions.
S-3643,2024_2025,Menstrual products-requires ingredients be listed on package,SUB,"Ruiz, M. Teresa; Turner, Shirley K.",2024-09-19,,,A-2437,Requires ingredients of menstrual products to be listed on package.
S-3644,2024_2025,Cigarette and vapor product dealers-requires inspections of retail,SBA,"Greenstein, Linda R.; Ruiz, M. Teresa",2024-09-19,,,A-2388,Requires inspections of retail cigarette and vapor product dealers.
S-3645,2024_2025,SDA district designation-require Commissioner of Education submit report,SED,"Testa, Michael L.",2024-09-19,,,,Requires Commissioner of Education to submit report on SDA district designation.
S-3646,2024_2025,"Affordable housing, sweat equity built-facilitate construction & rehabilitation",SCU,"Singleton, Troy",2024-09-26,,,A-3388,Facilitates construction and rehabilitation of affordable housing built in part through sweat equity by eventual occupant.
S-3647,2024_2025,"Voters, registered-require to present ID when voting at polling place",SSG,"Space, Parker",2024-09-26,,,A-1503,Requires registered voters to present identification when voting at polling place.
S-3648,2024_2025,Police presence at ballot drop boxes & polling places-removes prohibition,SSG,"Space, Parker",2024-09-26,,,A-4243,Removes prohibition on police presence at ballot drop boxes and polling places.
S-3649,2024_2025,"Agreement Among the States, Elect the President by National Popular Vote-repeal",SSG,"Space, Parker",2024-09-26,,,A-0379,"Repeals the ""Agreement Among the States to Elect the President by National Popular Vote."""
S-3650,2024_2025,"Vote-by-mail ballot-county clerk send confirmation, different requested address",SSG,"Space, Parker",2024-09-26,,,A-0996,Requires county clerks to send confirmation notice to vote-by-mail applicant that requests mail-in ballot at separate mailing address than address at which applicant is registered to vote.
S-3651,2024_2025,Voter identity proof-certain documentation required to vote,SSG,"Space, Parker",2024-09-26,,,A-4248,Requires certain documentation as proof of voter identity to vote; updates procedures for challenging voters regarding proof of identity.
S-3652,2024_2025,Utility task vehicles used for farm operation-allow to travel on public roadways,STR,"Space, Parker; Tiver, Latham",2024-09-26,,,A-4743,Allows utility task vehicles used for farm operation to travel on public roadways.
S-3653,2024_2025,"Elections, mail-in ballots-remove provisions for acceptance after election day",SSG,"Space, Parker",2024-09-26,,,A-4846,Removes provisions for acceptance of mail-in ballots received after election day; increases penalties for violation of ballot messenger and bearer limits and candidate prohibition.
S-3654,2024_2025,"Sales tax holiday, annual-estab, cert sales, computers/sch supplies/sch material",SED,"Amato, Carmen F.",2024-09-26,,,A-4758,"Establishes annual sales tax holiday for certain retail sales of computers, school computer supplies, school supplies, school art supplies, and school instructional materials."
S-3655,2024_2025,Gaming activities-authorize to participate in national self-exclusion list,SSG,"Polistina, Vincent J.; McKeon, John F.",2024-09-26,,,A-4913,"Authorizes Division of Gaming Enforcement to participate in national self-exclusion list for gaming activities, and to create necessary forms for participation."
S-3656,2024_2025,Members of BPU-require regional representation,SEG,"Testa, Michael L.; Polistina, Vincent J.",2024-09-26,,,A-5504,Requires regional representation for members of BPU.
S-3657,2024_2025,"Algorithmic sym-use to influence price & supply, resid rental units unlawful",SCU,"Stack, Brian P.; Ruiz, M. Teresa",2024-09-26,,,,Makes use of algorithmic systems to influence price and supply of residential rental units unlawful.
S-3658,2024_2025,Statewide limitation on rent increases-establishes,SCU,"Stack, Brian P.; McKnight, Angela V.",2024-09-26,,,A-3289,Establishes Statewide limitation on rent increases.
S-3659,2024_2025,"Application fee-proh resid landlord charging, greater than cost of credit check",SUB,"Stack, Brian P.; Mukherji, Raj",2024-09-26,,,A-4899,Limits amount of residential rental property application fee; establishes penalty.*
S-3660,2024_2025,"Telephone call-limit use of restriction, discipline measure during incarceration",SLP,"Johnson, Gordon M.; McKnight, Angela V.",2024-09-26,,,A-4906,Limits use of restrictions on telephone calls as discipline measure during incarceration.
S-3662,2024_2025,"Farming activity complaints-award farmer, defending against bad faith complaints",SUB,"Singleton, Troy; Space, Parker",2024-09-26,,,A-4603,"Allows commercial farmer to be awarded reasonable costs and attorney fees for defending against bad faith complaints under ""Right to Farm Act""."
S-3663,2024_2025,Reproductive health travel advisory-establishes,R/S,"Burzichelli, John J.; Ruiz, M. Teresa; Drulis, Mitchelle",2024-09-26,,,A-4915,Establishes reproductive health travel advisory.
S-3664,2024_2025,"Opioid antidotes-clarifies authorization, any person or entity to distribute",SHH,"Gopal, Vin",2024-09-26,,,A-4883,Clarifies authorization for any person or entity to distribute opioid antidotes.
