"bill_id","session","session_type","primary_sponsor","cosponsors","outchamber_sponsors","status","summary","bill_url","LES_sponsor","term","bill_type","SS","commem","state","introduced","action_in_comm","action_beyond_comm","passed_chamber","law"
"SB1013","RS","RS","Roys","L. Johnson; Agard; Carpenter; Hesselbein; Larson; Pfaff; Smith; Spreitzer; Wirch","Subeck; Snodgrass; C. Anderson; J. Anderson; Andraca; Baldeh; Bare; Behnke; Clancy; Conley; Considine; Emerson; Jacobson; Joers; Madison; Moore Omokunde; Neubauer; Ohnstad; Palmeri; Ratcliff; Schutt; Shelton; Sinicki; Stubbs; Vining","S - Judiciary and Public Safety","An Act to create 302.085 of the statutes;  Relating to: treatment of person in labor and postpartum person in prison and jail. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1013","roys","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB1014","RS","RS","James and Quinn",NA,"Summerfield; Hurd; Moses; Petryk; Pronschinske; Armstrong; Rozar","A - Veto Sustained","An Act  Relating to: funding for hospital emergency department services. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1014","james","2023_2024","SB",1,0,"WI",1,1,1,1,0
"SB1015","RS","RS","James and Quinn",NA,"Summerfield; Hurd; Moses; Petryk; Pronschinske; Armstrong; Rozar","S - Partial veto sustained","An Act to repeal 20.867 (3) (v); and to create 20.435 (1) (bd) of the statutes;  Relating to: transfer from the state building trust fund to the general fund, funding for grants to support hospital emergency department services, and making an appropriation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1015","james","2023_2024","SB",0,0,"WI",1,1,1,1,1
"SB1016","RS","RS","Jacque",NA,"Sinicki","S - Financial Institutions and Sporting Heritage","An Act to amend 30.68 (4) (title); and to create 30.68 (4) (c) of the statutes;  Relating to: the operation of a motorboat causing an amplified wake.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1016","jacque","2023_2024","SB",0,0,"WI",1,0,0,0,0
"SB1017","RS","RS","Agard and L. Johnson",NA,"Stubbs; Ratcliff; Baldeh; Moore Omokunde; Joers; Shelton; Sinicki; Bare; Subeck; Madison; J. Anderson; Jacobson; Drake; Palmeri","S - Natural Resources and Energy","An Act to create 283.33 (8m) of the statutes;  Relating to: safety requirements for storm water retention ponds and granting rule-making authority.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1017","agard","2023_2024","SB",0,0,"WI",1,0,0,0,0
"SB1018","RS","RS","Stroebel and Quinn",NA,"Maxey; Michalski; Behnke; Bodden; Dittrich; Goeben; Gundrum; Gustafson; Kitchens; Magnafici; Murphy; O'Connor; Rettinger; Rozar; Schmidt; Schutt; Penterman","S - Government Operations","An Act to create 16.55 of the statutes;  Relating to: payments to individuals holding over in executive positions.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1018","stroebel","2023_2024","SB",0,0,"WI",1,0,0,0,0
"SB1019","RS","RS","L. Johnson","Carpenter; Roys; Larson; Spreitzer; Agard","Stubbs; Moore Omokunde; Ratcliff; Snodgrass; Bare; C. Anderson; Joers; Conley; Ohnstad; Clancy; Madison; Myers; Haywood; Cabrera; Emerson; Hong; Shelton; Ortiz-Velez; Baldeh; Neubauer; Shankland; Vining; Considine; Palmeri; Subeck; Drake; Sinicki","S - Government Operations","An Act to create 15.04 (4), 15.105 (25), 15.107 (20), 16.02, 20.923 (6) (ak) and 230.08 (2) (ym) of the statutes;  Relating to: creating the Council for Equity and Inclusion and the Office for Equity and Inclusion and making an appropriation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1019","l. johnson","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB1020","RS","RS","Cabral-Guevara",NA,"Sortwell; Moses; Allen; Armstrong; Behnke; Bodden; Dittrich; Goeben; S. Johnson; Magnafici; Murphy; O'Connor; Penterman; Rozar; Schmidt; Schraa; Schutt","S - Health","An Act to amend 448.02 (3) (a); and to create 146.85 and 321.12 (3) of the statutes;  Relating to: informed consent for medical research.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1020","cabral-guevara","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB1021","RS","RS","Marklein",NA,"Wittke","S - Universities and Revenue","An Act to renumber and amend 77.60 (1) (a) and 77.60 (1) (b); to amend 70.38 (1m), 71.03 (7) (intro.), 71.24 (7) (a), 71.44 (3) (a), 71.775 (4) (bm) 1., 71.775 (4) (bm) 2., 71.775 (4) (em), 71.82 (1), 71.82 (2) (b), 71.82 (2) (d), 71.84 (1), 71.84 (2) (a), 71.84 (2) (b), 71.84 (2) (c), 71.90 (1), 71.91 (6) (e) 3., 71.91 (6) (f) 5., 73.03 (6), 76.075, 76.13 (2), 76.13 (2a), 76.13 (3), 76.22 (2), 76.28 (4) (a), 76.28 (4) (b), 76.28 (11), 76.39 (4) (d), 76.48 (5), 77.59 (6) (c), 77.96 (5), 78.68 (1), 139.25 (1), 139.44 (9), 168.12 (6) (c), 168.12 (6) (d) 2., 168.12 (6) (e) 1. and 168.12 (6) (e) 3.; and to create 77.60 (1) (b) 2. of the statutes;  Relating to: interest rates on late, nondelinquent taxes and on overpayments. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1021","marklein","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB1022","RS","RS","Pfaff","Larson; Roys; Smith; Spreitzer","Billings; Palmeri; C. Anderson; J. Anderson; Andraca; Baldeh; Clancy; Conley; Considine; Drake; Jacobson; Joers; Neubauer; Ohnstad; Ratcliff; Shankland; Sinicki; Snodgrass; Stubbs; Subeck","S - Natural Resources and Energy","An Act to amend 227.139 (4) (b); and to create 227.139 (4) (am) of the statutes;  Relating to: creating an exemption to certain requirements for rules promulgated by the Department of Natural Resources relating to groundwater protection standards for PFAS.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1022","pfaff","2023_2024","SB",0,0,"WI",1,0,0,0,0
"SB1023","RS","RS","James and Spreitzer",NA,"Novak; Haywood; Allen; Baldeh; Bare; Emerson; Jacobson; Moore Omokunde; O'Connor; Sinicki; Subeck","S - Universities and Revenue","An Act to create 70.11 (38v) of the statutes;  Relating to: a property tax exemption for the Wisconsin Housing and Economic Development Authority headquarters. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1023","james","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB1024","RS","RS","James","Spreitzer; L. Johnson; Roys","Novak; Haywood; Baldeh; Conley; Considine; Emerson; Jacobson; Moore Omokunde; Sinicki; Subeck","S - Government Operations","An Act to amend 20.923 (15) (b) and 234.02 (3) of the statutes;  Relating to: increasing the limit on compensation of the executive director and staff of WHEDA. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1024","james","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB1025","RS","RS","Spreitzer","Agard; Roys; Smith","Jacobson; Considine; Tranel; Bare; Behnke; C. Anderson; Conley; Drake; Emerson; Hong; Joers; Ohnstad; Palmeri; Ratcliff; Shankland; Stubbs; Subeck","S - Universities and Revenue","An Act to amend 71.05 (6) (a) 15., 71.10 (4) (i), 71.21 (4) (a), 71.26 (2) (a) 4., 71.30 (3) (f), 71.34 (1k) (g), 71.45 (2) (a) 10. and 71.49 (1) (f); and to create 20.835 (2) (dp), 71.07 (8s), 71.28 (8s), 71.47 (8s) and 93.521 of the statutes;  Relating to: income tax credits for beginning farmers and owners of farm assets and making an appropriation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1025","spreitzer","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB1026","RS","RS","Bradley","Feyen; Larson; Quinn; Testin","Armstrong; Callahan; Billings; Emerson; S. Johnson; Mursau; Palmeri; Rozar; Schmidt; Schraa; Steffen; Swearingen; Tittl","S - Agriculture and Tourism","An Act to amend 71.05 (6) (a) 15., 71.10 (4) (i), 71.21 (4) (a), 71.26 (2) (a) 4., 71.30 (3) (f), 71.34 (1k) (g), 71.45 (2) (a) 10. and 71.49 (1) (f); and to create 13.94 (1) (zm), 15.448, 20.835 (2) (bm), 41.152, 71.07 (5f), 71.07 (5h), 71.10 (4) (fs), 71.10 (4) (ft), 71.28 (5f), 71.28 (5h), 71.30 (3) (epr), 71.30 (3) (eps), 71.47 (5f), 71.47 (5h), 71.49 (1) (epr) and 71.49 (1) (eps) of the statutes;  Relating to: creating a tax credit for expenses related to film production services and for capital investments made by a film production company, making an appropriation, and granting rule-making authority. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1026","bradley","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB1027","RS","RS","Cabral-Guevara",NA,"Snyder; Rozar; Kurtz; Summerfield","S - Available for Scheduling","An Act to renumber and amend 50.06 (1); to amend 50.06 (2) (b), 50.06 (2) (c), 50.06 (5) (a) (intro.), 50.06 (5) (b), 50.06 (6) and 50.06 (7); and to create 50.06 (1) (b), 50.06 (5) (am) and 50.06 (8) of the statutes;  Relating to: consent to admissions to certain health care facilities by patient representatives, allocation of nursing beds for patients with certain complex needs, and a complex patient pilot program. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1027","cabral-guevara","2023_2024","SB",0,0,"WI",1,1,1,0,0
"SB1028","RS","RS","Cabral-Guevara",NA,"Snyder; Rozar; Kurtz; Summerfield","S - Health","An Act to create 49.45 (3n) and 49.45 (6r) of the statutes;  Relating to: supplemental payments to hospitals with avoidable patient days and an enhanced rate to nursing homes for bariatric and extensive wound care under the Medical Assistance program. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1028","cabral-guevara","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB1029","RS","RS","Cabral-Guevara",NA,"Snyder; Rozar; Kurtz; Summerfield","S - Health","An Act  Relating to: funding for supplemental payments to hospitals with avoidable patient days under the Medical Assistance program, for enhanced nursing home reimbursement rates under the Medical Assistance program for residents with bariatric and extensive wound care needs, and for the complex patient pilot program. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1029","cabral-guevara","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB1030","RS","RS","Spreitzer","Smith; Agard; Larson","J. Anderson; Conley; C. Anderson; Andraca; Bare; Clancy; Considine; Doyle; Emerson; Hong; Jacobson; Joers; Moore Omokunde; Neubauer; Ohnstad; Palmeri; Ratcliff; Shankland; Shelton; Sinicki; Snodgrass; Subeck","S - Mental Health, Substance Abuse Prevention, Children and Families","An Act to repeal 765.02 (2); to renumber 765.02 (1); to amend 48.14 (6), 765.11 (1), 765.30 (2) (a), 767.313 (1) (c), 948.09 and 948.093; and to create 767.185 of the statutes;  Relating to: the age for marriage and eliminating spousal exceptions for certain sex crimes against children.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1030","spreitzer","2023_2024","SB",0,0,"WI",1,0,0,0,0
"SB1031","RS","RS","L. Johnson","Cabral-Guevara; Roys","Jacobson; Schmidt; Conley; Drake; Madison; Ohnstad; Ratcliff; Sinicki; Stubbs; Subeck","S - Licensing, Constitution and Federalism","An Act to amend 15.405 (17) of the statutes;  Relating to: the membership of the Cosmetology Examining Board.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1031","l. johnson","2023_2024","SB",0,0,"WI",1,0,0,0,0
"SB1032","RS","RS","Agard","Pfaff; Roys; Spreitzer; Carpenter","Conley; Subeck; Ratcliff; Joers; Clancy; Jacobson; Shankland; Emerson; Sinicki; Moore Omokunde; Hong; J. Anderson; Bare; Madison; Ohnstad; Vining; Considine","S - Insurance and Small Business","An Act to create 146.901 of the statutes;  Relating to: prescription drug cost reporting by manufacturers and providing a penalty.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1032","agard","2023_2024","SB",0,0,"WI",1,0,0,0,0
"SB1033","RS","RS","Agard","Pfaff; Roys; Smith","Billings; Clancy; Subeck; Sinicki; Stubbs; Emerson; Ohnstad; Conley; Joers; Drake; Snodgrass","S - Judiciary and Public Safety","An Act to create 100.535 of the statutes;  Relating to: suspending remote access to motor vehicles upon request from survivors of domestic abuse, human trafficking, and related acts.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1033","agard","2023_2024","SB",0,0,"WI",1,0,0,0,0
"SB1034","RS","RS","Agard and Smith",NA,"Andraca; Jacobson; Ratcliff; Joers; Shankland; Subeck; Emerson; Conley; Sinicki; Moore Omokunde; Hong; Bare; Ohnstad","S - Universities and Revenue","An Act to amend 71.05 (6) (b) 4. (intro.), 71.05 (6) (b) 54. (intro.) and 71.83 (1) (a) 6.; and to create 71.05 (1) (ad) of the statutes;  Relating to: tax exemption for certain retirement benefits received from the Wisconsin Retirement System. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1034","agard","2023_2024","SB",0,0,"WI",1,0,0,0,0
"SB1035","RS","RS","Agard","Wirch; Spreitzer; Roys","Drake; Ratcliff; Joers; Baldeh; Jacobson; Shankland; Subeck; C. Anderson; Emerson; Conley; Sinicki; Moore Omokunde; Hong; J. Anderson; Bare; Ohnstad","S - Financial Institutions and Sporting Heritage","An Act to amend 20.144 (1) (g); and to create 20.144 (1) (c), 20.144 (1) (cd) and 224.56 of the statutes;  Relating to: a retirement plan marketplace, granting rule-making authority, and making an appropriation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1035","agard","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB1036","RS","RS","Agard","Roys; L. Johnson; Larson; Spreitzer","Vining; Clancy; Subeck; C. Anderson; Emerson; Conley; Sinicki; Moore Omokunde; Hong; J. Anderson; Bare; Ohnstad","S - Financial Institutions and Sporting Heritage","An Act to amend 20.144 (1) (g), 25.17 (3) (a), 69.14 (1) (a) and 69.22 (6); and to create 20.144 (5) (title), 20.144 (5) (a), 20.144 (5) (c), 20.144 (5) (j), 20.144 (5) (q), 25.14 (1) (a) 20., 25.17 (1) (aL), 25.18 (1) (q), 25.32, 69.20 (3) (b) 6., 69.20 (3) (i), 71.05 (6) (b) 57., 71.78 (4) (w) and 224.58 of the statutes;  Relating to: creating a baby bond program and baby bond fund, granting rule-making authority, and making an appropriation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1036","agard","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB1037","RS","RS","Agard","L. Johnson; Larson","Considine; Shelton; Ratcliff; Emerson; Stubbs; Clancy; Conley; Sinicki; Moore Omokunde; Subeck; J. Anderson; Bare; Ohnstad","S - Housing, Rural Issues and Forestry","An Act  Relating to: feasibility study concerning the establishment of a down payment assistance grant program. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1037","agard","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB1038","RS","RS","Agard","Wirch; Roys; Larson; Spreitzer","Subeck; Sinicki; Neubauer; Ratcliff; Joers; Clancy; Baldeh; Jacobson; C. Anderson; Emerson; Conley; Moore Omokunde; Hong; J. Anderson; Bare; Ohnstad; Vining","S - Labor, Regulatory Reform, Veterans and Military Affairs","An Act to repeal 104.001, 104.01 (5g), 104.01 (7m) and 104.045 (1); to amend 104.045 (title); to repeal and recreate 104.035; and to create 104.01 (1g) and 227.01 (13) (Lw) of the statutes;  Relating to: a state minimum wage, allowing the enactment of local minimum wage ordinances, and granting rule-making authority. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1038","agard","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB1039","RS","RS","Roys",NA,"VanderMeer; Considine; Andraca; Behnke; Conley; Emerson; Jacobson; Joers; Moore Omokunde; Sinicki; Subeck","S - Insurance and Small Business","An Act to amend 40.51 (8), 40.51 (8m), 66.0137 (4), 120.13 (2) (g) and 185.983 (1) (intro.); and to create 609.713 and 632.87 (7) of the statutes;  Relating to: compensation of qualified treatment trainees under health insurance policies and plans.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1039","roys","2023_2024","SB",0,0,"WI",1,0,0,0,0
"SB1040","RS","RS","Spreitzer","Agard; Carpenter; Larson; Pfaff; Roys","J. Anderson; Emerson; Andraca; Bare; Clancy; Conley; Jacobson; Joers; Moore Omokunde; Murphy; Ohnstad; Ratcliff; Shankland; Shelton; Sinicki; Snodgrass; Stubbs","S - Universities and Revenue","An Act to create 20.285 (1) (cm) and 36.25 (56) of the statutes;  Relating to: creating a journalism fellowship program in the University of Wisconsin System and making an appropriation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1040","spreitzer","2023_2024","SB",0,0,"WI",1,0,0,0,0
"SB1041","RS","RS","Spreitzer and Pfaff",NA,"J. Anderson; Emerson; Bare; Clancy; Jacobson; Joers; Moore Omokunde; Murphy; Neubauer; Ohnstad; Ratcliff; Shankland; Shelton; Snodgrass; Stubbs","S - Universities and Revenue","An Act to create 71.07 (11) and 71.10 (4) (dm) of the statutes;  Relating to: a tax credit for local newspaper subscriptions. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1041","spreitzer","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB1042","RS","RS","Spreitzer","Agard; Pfaff","J. Anderson; Emerson; Bare; Clancy; Jacobson; Joers; Moore Omokunde; Neubauer; Ohnstad; Ratcliff; Shankland; Shelton; Sinicki; Snodgrass; Stubbs","S - Universities and Revenue","An Act to create 15.915 (3), 20.290 and 36.70 of the statutes;  Relating to: creating a Civic Information Consortium Board and a grant program administered by a nonprofit corporation to support local journalism and media projects and making an appropriation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1042","spreitzer","2023_2024","SB",0,0,"WI",1,0,0,0,0
"SB1043","RS","RS","Larson and Cowles",NA,"Madison; Maxey; Donovan; C. Anderson; J. Anderson; Andraca; Baldeh; Clancy; Conley; Considine; Drake; Jacobson; Joers; S. Johnson; Melotik; Michalski; Ratcliff; Schmidt; Sinicki; Stubbs; Subeck; Gundrum; Palmeri","S - Labor, Regulatory Reform, Veterans and Military Affairs","An Act to create 101.1115 of the statutes;  Relating to: requiring periodic inspections of parking structures.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1043","larson","2023_2024","SB",0,0,"WI",1,0,0,0,0
"SB1044","RS","RS","Larson","Carpenter; Roys; Spreitzer; Agard; L. Johnson; Smith","Andraca; Shelton; Ratcliff; Sinicki; Snodgrass; Considine; Subeck; Joers; J. Anderson; Clancy; Emerson; Jacobson; Neubauer","S - Judiciary and Public Safety","An Act to amend 343.301 (1g) (a) 2. a. of the statutes;  Relating to: restricting a person's operating privilege to vehicles equipped with an ignition interlock device. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1044","larson","2023_2024","SB",0,0,"WI",1,0,0,0,0
"SB1045","RS","RS","Roys and Smith",NA,"Vining; Hong; Baldeh; Bare; Clancy; Conley; Emerson; Joers; Madison; Myers; Ratcliff; Stubbs; Sinicki; Jacobson","S - Education","An Act to amend 20.255 (2) (b), 115.882, 121.905 (3) (c) 6., 121.905 (3) (c) 9., 121.91 (2m) (i) (intro.), 121.91 (2m) (j) (intro.), 121.91 (2m) (j) 2m., 121.91 (2m) (r) 1. (intro.), 121.91 (2m) (r) 1. b., 121.91 (2m) (r) 2. (intro.), 121.91 (2m) (r) 2. a., 121.91 (2m) (r) 2. b., 121.91 (2m) (s) 1. (intro.), 121.91 (2m) (s) 1. b., 121.91 (2m) (s) 2. (intro.), 121.91 (2m) (s) 2. a., 121.91 (2m) (s) 2. b. and 121.91 (2m) (t) 1. (intro.); and to create 20.235 (1) (cd), 39.52, 121.905 (3) (c) 10. and 121.91 (2m) (k) of the statutes;  Relating to: grants for students enrolled in teacher education programs, school district revenue limits, the reimbursement rate for special education costs, and making an appropriation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1045","roys","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB1046","RS","RS","L. Johnson","Spreitzer; Larson","Subeck; Emerson; Joers; Moore Omokunde; Ortiz-Velez; Palmeri; Sinicki; Stubbs","S - Universities and Revenue","An Act to create 20.235 (1) (fx), 20.437 (1) (ch), 36.27 (3g), 38.24 (5m), 39.52 and 48.543 of the statutes;  Relating to: University of Wisconsin System and technical college tuition remissions for and grants to support foster care and other out-of-home care placement students and making an appropriation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1046","l. johnson","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB1047","RS","RS","Larson",NA,"Ratcliff; Madison; Baldeh; Clancy; Palmeri; Stubbs; Sinicki","S - Universities and Revenue","An Act to create 70.11 (4m) (bm) and 70.11 (4m) (d) of the statutes;  Relating to: the property tax exemption for nonprofit hospitals. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1047","larson","2023_2024","SB",0,0,"WI",1,0,0,0,0
"SB1059","RS","RS","Ballweg","Felzkowski; Testin","Brooks; Andraca; Bodden; Joers","S - Health","An Act to renumber and amend 448.78; to amend 146.81 (1) (em), 146.997 (1) (d) 6., 252.14 (1) (ar) 4m., 253.065 (3), 253.065 (5), 440.03 (9) (a) (intro.), 440.03 (9) (a) 2., 440.03 (13) (b) (intro.), 440.15, 446.01 (1v) (f), 446.02 (6m), 448.70 (1m), 448.72 (6), 448.74 (1), 448.78 (title), 448.80, 448.82, 448.87 (2) (intro.), 448.87 (2) (a), 448.956 (1m) and 450.10 (3) (a) 5m.; to repeal and recreate 632.895 (1) (b) 5. b.; and to create 14.833, 440.03 (11m) (c) 2rm., 440.03 (13) (c) 1. gm., 448.70 (1r), 448.70 (1s), 448.78 (1m) (title), 448.78 (1m) (f), 448.78 (2m), (3m) and (4m) and subchapter XIV of chapter 448 [precedes 448.9887] of the statutes;  Relating to: ratification of the Dietitian Licensure Compact. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1059","ballweg","2023_2024","SB",0,0,"WI",1,0,0,0,0
"SB1060","RS","RS","Agard",NA,"Vining; Moore Omokunde; Considine; Palmeri; Bare; Emerson; Joers; Madison; Ohnstad; Ortiz-Velez; Ratcliff; Shankland; Stubbs","S - Insurance and Small Business","An Act to create 609.865 and 632.895 (12g) of the statutes;  Relating to: coverage of treatment for mental health or substance use disorders under health insurance policies and plans.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1060","agard","2023_2024","SB",0,0,"WI",1,0,0,0,0
"SB1061","RS","RS","Agard",NA,"Vining; Hong; Moore Omokunde; Myers; Bare; Conley; Considine; Emerson; Joers; Madison; Ortiz-Velez; Ratcliff; Stubbs; Subeck; Palmeri","S - Education","An Act to create 20.255 (3) (cm) and 115.429 of the statutes;  Relating to: grants for prospective school social workers, granting rule-making authority, and making an appropriation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1061","agard","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB1062","RS","RS","Agard and Roys",NA,"Vining; Myers; Moore Omokunde; Bare; Clancy; Emerson; Joers; Madison; Neubauer; Ortiz-Velez; Ratcliff; Shankland; Stubbs; Palmeri","S - Education","An Act to create 20.255 (3) (cm) and 115.428 of the statutes;  Relating to: stipend payments for school social worker interns and making an appropriation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1062","agard","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB1063","RS","RS","Smith","Larson; Spreitzer","Shankland; Conley; Considine; Joers; Moore Omokunde; Ohnstad; Ratcliff; Sinicki; Stubbs; Subeck","S - Financial Institutions and Sporting Heritage","An Act to amend 71.05 (6) (a) 15., 71.21 (4) (a), 71.26 (2) (a) 4., 71.34 (1k) (g), 71.45 (2) (a) 10. and 76.67 (2); and to create 71.07 (5p), 71.10 (4) (ct), 71.28 (5p), 71.30 (3) (dr), 71.47 (5p), 71.49 (1) (dr) and 76.634 of the statutes;  Relating to: a tax credit for investments in a community development financial institution. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1063","smith","2023_2024","SB",0,0,"WI",1,0,0,0,0
"SB1064","RS","RS","L. Johnson","Roys; Carpenter; Smith; Agard; Spreitzer; Larson; Hesselbein; Wirch; Pfaff","Hong; Haywood; Joers; Conley; C. Anderson; Moore Omokunde; Snodgrass; Stubbs; Clancy; Ohnstad; Madison; Sinicki; Baldeh; Emerson; Neubauer; Shelton; Bare; Palmeri; Vining; Ratcliff; Considine; Andraca; J. Anderson; Subeck; Billings","S - Labor, Regulatory Reform, Veterans and Military Affairs","An Act to repeal 103.10 (1) (a) 1., 103.10 (1) (a) 2., 103.10 (1m) and 103.10 (14) (b); to renumber and amend 103.10 (1) (a) (intro.); to amend 103.10 (1) (b), 103.10 (1) (c), 103.10 (3) (a) 1., 103.10 (3) (a) 3., 103.10 (3) (b) 1., 103.10 (3) (b) 2., 103.10 (3) (b) 3., 103.10 (6) (b) (intro.), 103.10 (6) (b) 1., 103.10 (7) (a), 103.10 (7) (b) (intro.), 103.10 (7) (b) 1., 103.10 (12) (c), 103.10 (14) (a), 103.12 (2), 103.12 (3), 111.322 (2m) (a), 111.322 (2m) (b) and 227.03 (2); to repeal and recreate 165.68 (1) (a) 3.; and to create 20.445 (1) (w), 25.17 (1) (er), 25.52, 103.10 (1) (an), 103.10 (1) (ao), 103.10 (1) (db), 103.10 (1) (dm), 103.10 (1) (dp), 103.10 (1) (gm), 103.10 (1) (gr), 103.10 (1) (j), 103.10 (3) (b) 4., 103.10 (3) (b) 5., 103.10 (3) (b) 6., 103.10 (3) (b) 7., 103.10 (3) (b) 8., 103.10 (6) (c), 103.10 (7) (d), 103.10 (8m), 103.10 (11) (d), 103.10 (14) (c) and (d), 103.105 and 103.12 (4) of the statutes;  Relating to: the establishment of a family and medical leave insurance program; family leave to care for a family member and for the active duty of a family member; the employers that must allow an employee to take family or medical leave; allowing a local government to adopt ordinances requiring employers to provide leave benefits; providing an exemption from emergency rule procedures; providing an exemption from rule-making procedures; granting rule-making authority; making an appropriation; and providing a penalty. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1064","l. johnson","2023_2024","SB",0,0,"WI",1,1,0,0,0
"SB1065","RS","RS","Carpenter","Spreitzer; Agard; Hesselbein; L. Johnson; Larson; Pfaff; Roys; Smith; Wirch","Snodgrass; Cabrera; Neubauer; Ratcliff; Clancy; C. Anderson; J. Anderson; Andraca; Baldeh; Bare; Conley; Considine; Emerson; Jacobson; Joers; Madison; Moore Omokunde; Ohnstad; Palmeri; Shankland; Shelton; Sinicki; Subeck; Vining","S - Licensing, Constitution and Federalism","An Act to amend 448.02 (9) (intro.); and to create 51.608, 448.02 (3m), 455.09 (1m) and 457.26 (2) (1m) of the statutes;  Relating to: prohibiting conversion therapy.","https://docs.legis.wisconsin.gov/2023/proposals/reg/sen/bill/sb1065","carpenter","2023_2024","SB",0,0,"WI",1,0,0,0,0
