bill_number,session_year,session_type,action_date,action,order
HB31,2024,RS,2024-03-26,passed over and retained in the Consent Orders of the Day,16
HB31,2024,RS,2024-03-27,"3rd reading, passed 37-0",17
HB31,2024,RS,2024-03-27,received in House,18
HB31,2024,RS,2024-03-27,"enrolled, signed by Speaker of the House",19
HB31,2024,RS,2024-03-27,"enrolled, signed by President of the Senate",20
HB31,2024,RS,2024-03-27,delivered to Governor,21
HB31,2024,RS,2024-04-04,signed by Governor (Acts Ch. 74),22
HB32,2024,RS,2024-01-02,introduced in House,1
HB32,2024,RS,2024-01-02,to Committee on Committees (H),2
HB33,2024,RS,2024-01-02,introduced in House,1
HB33,2024,RS,2024-01-02,to Committee on Committees (H),2
HB33,2024,RS,2024-02-09,to Transportation (H),3
HB34,2024,RS,2024-01-02,introduced in House,1
HB34,2024,RS,2024-01-02,to Committee on Committees (H),2
HB35,2024,RS,2024-01-02,introduced in House,1
HB35,2024,RS,2024-01-02,to Committee on Committees (H),2
HB35,2024,RS,2024-01-26,"to Licensing, Occupations, & Administrative Regulations (H)",3
HB36,2024,RS,2024-01-02,introduced in House,1
HB36,2024,RS,2024-01-02,to Committee on Committees (H),2
HB37,2024,RS,2024-01-02,introduced in House,1
HB37,2024,RS,2024-01-02,to Committee on Committees (H),2
HB38,2024,RS,2024-01-02,introduced in House,1
HB38,2024,RS,2024-01-02,to Committee on Committees (H),2
HB39,2024,RS,2024-01-02,introduced in House,1
HB39,2024,RS,2024-01-02,to Committee on Committees (H),2
HB39,2024,RS,2024-02-01,"to Veterans, Military Affairs, & Public Protection (H)",3
HB39,2024,RS,2024-02-27,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
HB39,2024,RS,2024-02-28,"2nd reading, to Rules",5
HB39,2024,RS,2024-02-28,"posted for passage in the Regular Orders of the Day for Thursday, February 29, 2024",6
HB39,2024,RS,2024-02-29,"3rd reading, passed 94-1 with Committee Substitute (1)",7
HB39,2024,RS,2024-03-01,received in Senate,8
HB39,2024,RS,2024-03-01,to Committee on Committees (S),9
HB39,2024,RS,2024-03-06,"to Veterans, Military Affairs, & Public Protection (S)",10
HB39,2024,RS,2024-03-14,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",11
HB39,2024,RS,2024-03-15,"2nd reading, to Rules",12
HB40,2024,RS,2024-01-02,introduced in House,1
HB40,2024,RS,2024-01-02,to Committee on Committees (H),2
HB40,2024,RS,2024-03-06,to Natural Resources & Energy (H),3
HB40,2024,RS,2024-03-07,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
HB40,2024,RS,2024-03-08,"2nd reading, to Rules",5
HB40,2024,RS,2024-03-08,"posted for passage in the Regular Orders of the Day for Monday, March 11, 2024",6
HB40,2024,RS,2024-03-14,"3rd reading, passed 92-0 with Committee Substitute (1)",7
HB40,2024,RS,2024-03-15,received in Senate,8
HB40,2024,RS,2024-03-15,to Committee on Committees (S),9
HB40,2024,RS,2024-03-21,to State & Local Government (S),10
HB40,2024,RS,2024-03-25,taken from State & Local Government (S),11
HB40,2024,RS,2024-03-25,1st reading,12
HB40,2024,RS,2024-03-25,returned to State & Local Government (S),13
HB40,2024,RS,2024-03-26,taken from State & Local Government (S),14
HB40,2024,RS,2024-03-26,2nd reading,15
HB40,2024,RS,2024-03-26,returned to State & Local Government (S),16
HB40,2024,RS,2024-04-12,"reported favorably, to Rules as a consent bill",17
HB40,2024,RS,2024-04-15,"posted for passage in the Consent Orders of the Day for Monday, April 15, 2024",18
HB40,2024,RS,2024-04-15,"3rd reading, passed 38-0",19
HB40,2024,RS,2024-04-15,received in House,20
HB40,2024,RS,2024-04-15,"enrolled, signed by Speaker of the House",21
HB40,2024,RS,2024-04-15,"enrolled, signed by President of the Senate",22
HB40,2024,RS,2024-04-15,delivered to Governor,23
HB40,2024,RS,2024-04-18,signed by Governor (Acts Ch. 206),24
HB41,2024,RS,2024-01-02,introduced in House,1
HB41,2024,RS,2024-01-02,to Committee on Committees (H),2
HB42,2024,RS,2024-01-02,introduced in House,1
HB42,2024,RS,2024-01-02,to Committee on Committees (H),2
HB42,2024,RS,2024-01-24,"to Veterans, Military Affairs, & Public Protection (H)",3
HB42,2024,RS,2024-01-30,"reported favorably, 1st reading, to Calendar",4
HB42,2024,RS,2024-01-31,"2nd reading, to Rules",5
HB42,2024,RS,2024-01-31,recommitted to Appropriations & Revenue (H),6
HB43,2024,RS,2024-01-02,introduced in House,1
HB43,2024,RS,2024-01-02,to Committee on Committees (H),2
HB43,2024,RS,2024-01-09,to Local Government (H),3
HB43,2024,RS,2024-01-17,"reported favorably, 1st reading, to Calendar",4
HB43,2024,RS,2024-01-18,"2nd reading, to Rules",5
HB43,2024,RS,2024-01-23,"posted for passage in the Regular Orders of the Day for Wednesday, January 24, 2024",6
HB43,2024,RS,2024-01-24,"3rd reading, passed 93-0",7
HB43,2024,RS,2024-01-25,received in Senate,8
HB43,2024,RS,2024-01-25,to Committee on Committees (S),9
HB43,2024,RS,2024-02-23,to State & Local Government (S),10
HB43,2024,RS,2024-03-13,"reported favorably, 1st reading, to Consent Calendar",11
HB43,2024,RS,2024-03-14,"2nd reading, to Rules as a consent bill",12
HB43,2024,RS,2024-03-15,"posted for passage in the Consent Orders of the Day for Friday, March 22, 2024",13
HB43,2024,RS,2024-03-22,passed over and retained in the Consent Orders of the Day,14
HB43,2024,RS,2024-03-25,passed over and retained in the Consent Orders of the Day,15
HB43,2024,RS,2024-03-26,passed over and retained in the Consent Orders of the Day,16
HB43,2024,RS,2024-03-27,passed over and retained in the Consent Orders of the Day,17
HB43,2024,RS,2024-03-28,"3rd reading, passed 38-0",18
HB43,2024,RS,2024-03-28,received in House,19
HB43,2024,RS,2024-03-28,"enrolled, signed by Speaker of the House",20
HB43,2024,RS,2024-03-28,"enrolled, signed by President of the Senate",21
HB43,2024,RS,2024-03-28,delivered to Governor,22
HB43,2024,RS,2024-04-05,signed by Governor (Acts Ch. 92),23
HB44,2024,RS,2024-01-02,introduced in House,1
HB44,2024,RS,2024-01-02,to Committee on Committees (H),2
HB44,2024,RS,2024-01-12,"to Elections, Const. Amendments & Intergovernmental Affairs (H)",3
HB44,2024,RS,2024-02-15,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
HB44,2024,RS,2024-02-16,"2nd reading, to Rules",5
HB44,2024,RS,2024-02-21,"posted for passage in the Regular Orders of the Day for Thursday, February 22, 2024",6
HB44,2024,RS,2024-02-22,"3rd reading, passed 75-17 with Committee Substitute (1)",7
HB44,2024,RS,2024-02-23,received in Senate,8
HB44,2024,RS,2024-02-23,to Committee on Committees (S),9
HB44,2024,RS,2024-03-07,to State & Local Government (S),10
HB44,2024,RS,2024-03-13,"reported favorably, 1st reading, to Calendar with Committee Substitute (1) and Committee Amendment (1-title)",11
HB44,2024,RS,2024-03-14,"2nd reading, to Rules",12
HB44,2024,RS,2024-03-15,"posted for passage in the Regular Orders of the Day for Friday, March 22, 2024",13
HB44,2024,RS,2024-03-21,"floor amendment (2) filed to Committee Substitute , floor amendment (1) filed to bill",14
HB44,2024,RS,2024-03-22,passed over and retained in the Orders of the Day,15
HB44,2024,RS,2024-03-22,floor amendment (3) filed,16
HB44,2024,RS,2024-03-22,floor amendment (4) filed to Committee Substitute,17
HB44,2024,RS,2024-03-25,passed over and retained in the Orders of the Day,18
HB44,2024,RS,2024-03-26,passed over and retained in the Orders of the Day,19
HB44,2024,RS,2024-03-27,3rd reading,20
HB44,2024,RS,2024-03-27,floor amendments (1) (2) and (3) withdrawn,21
HB44,2024,RS,2024-03-27,floor amendment (4) defeated,22
HB44,2024,RS,2024-03-27,passed 28-8 with Committee Substitute (1) and  Committee Amendment (1-title),23
HB44,2024,RS,2024-03-27,received in House,24
HB44,2024,RS,2024-03-27,to Rules (H),25
HB44,2024,RS,2024-03-28,posted for passage for concurrence in Senate Committee Substitute (1) and  Committee Amendment (1-title),26
HB44,2024,RS,2024-03-28,House concurred in Senate Committee Substitute (1) and Committee Amendment (1-title),27
HB44,2024,RS,2024-03-28,passed 75-18 with Committee Substitute (1) and committee amendment (1-title),28
HB44,2024,RS,2024-03-28,"enrolled, signed by Speaker of the House",29
HB44,2024,RS,2024-03-28,"enrolled, signed by President of the Senate",30
HB44,2024,RS,2024-03-28,delivered to Governor,31
HB44,2024,RS,2024-04-05,Vetoed,32
HB44,2024,RS,2024-04-12,received in House,33
HB44,2024,RS,2024-04-12,to Rules (H),34
HB44,2024,RS,2024-04-12,taken from Rules,35
HB44,2024,RS,2024-04-12,posted for passage for consideration of Governor's veto,36
HB44,2024,RS,2024-04-12,veto overridden,37
HB44,2024,RS,2024-04-12,passed 79-20,38
HB44,2024,RS,2024-04-12,received in Senate,39
HB44,2024,RS,2024-04-12,to Rules (S),40
HB44,2024,RS,2024-04-12,posted for passage for consideration of Governor's veto,41
HB44,2024,RS,2024-04-12,veto overridden,42
HB44,2024,RS,2024-04-12,passed 24-8,43
HB44,2024,RS,2024-04-12,received in House,44
HB44,2024,RS,2024-04-12,"enrolled, signed by Speaker of the House",45
HB44,2024,RS,2024-04-12,"enrolled, signed by President of the Senate",46
HB44,2024,RS,2024-04-12,delivered to Secretary of State (Acts Ch. 177),47
HB45,2024,RS,2024-01-02,introduced in House,1
HB45,2024,RS,2024-01-02,to Committee on Committees (H),2
HB45,2024,RS,2024-02-16,to Judiciary (H),3
HB45,2024,RS,2024-02-21,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
HB45,2024,RS,2024-02-21,floor amendment (1) filed to Committee Substitute,5
HB45,2024,RS,2024-02-21,floor amendment (2-title) filed,6
HB45,2024,RS,2024-02-22,"2nd reading, to Rules",7
HB45,2024,RS,2024-02-26,"posted for passage in the Regular Orders of the Day for Tuesday, February 27, 2024",8
HB45,2024,RS,2024-02-28,"3rd reading, passed 96-0 with Committee Substitute (1)",9
HB45,2024,RS,2024-02-29,received in Senate,10
HB45,2024,RS,2024-02-29,to Committee on Committees (S),11
HB45,2024,RS,2024-03-04,to State & Local Government (S),12
HB45,2024,RS,2024-03-07,reassigned to Transportation (S),13
HB46,2024,RS,2024-01-02,introduced in House,1
HB46,2024,RS,2024-01-02,to Committee on Committees (H),2
HB47,2024,RS,2024-01-02,introduced in House,1
HB47,2024,RS,2024-01-02,to Committee on Committees (H),2
HB47,2024,RS,2024-02-13,to Judiciary (H),3
HB47,2024,RS,2024-02-21,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
HB47,2024,RS,2024-02-22,"2nd reading, to Rules",5
HB47,2024,RS,2024-02-28,floor amendment (1) filed to Committee Substitute,6
HB47,2024,RS,2024-03-05,floor amendment (2) filed to Committee Substitute,7
HB47,2024,RS,2024-03-11,"posted for passage in the Regular Orders of the Day for Tuesday, March 12, 2024",8
HB47,2024,RS,2024-03-22,taken from the Orders of the Day,9
HB47,2024,RS,2024-03-22,recommitted to Rules (H),10
HB47,2024,RS,2024-03-27,taken from the Orders of the Day,11
HB47,2024,RS,2024-03-27,recommitted to Appropriations & Revenue (H),12
HB48,2024,RS,2024-01-02,introduced in House,1
HB48,2024,RS,2024-01-02,to Committee on Committees (H),2
HB49,2024,RS,2024-01-02,introduced in House,1
HB49,2024,RS,2024-01-02,to Committee on Committees (H),2
HB50,2024,RS,2024-01-02,introduced in House,1
HB50,2024,RS,2024-01-02,to Committee on Committees (H),2
HB50,2024,RS,2024-01-23,to Judiciary (H),3
HB50,2024,RS,2024-01-24,"reported favorably, 1st reading, to Calendar with Committee Substitute (1) and Committee Amendment (1-title)",4
HB50,2024,RS,2024-01-25,"2nd reading, to Rules",5
HB50,2024,RS,2024-01-25,recommitted to Appropriations & Revenue (H),6
HB51,2024,RS,2024-01-02,introduced in House,1
HB51,2024,RS,2024-01-02,to Committee on Committees (H),2
HB52,2024,RS,2024-01-02,introduced in House,1
HB52,2024,RS,2024-01-02,to Committee on Committees (H),2
HB52,2024,RS,2024-01-24,to Health Services (H),3
HB52,2024,RS,2024-02-08,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
HB52,2024,RS,2024-02-09,"2nd reading, to Rules",5
HB52,2024,RS,2024-02-27,"posted for passage in the Regular Orders of the Day for Wednesday, February 28, 2024",6
HB52,2024,RS,2024-02-28,"3rd reading, passed 98-0 with Committee Substitute (1)",7
HB52,2024,RS,2024-02-29,received in Senate,8
HB52,2024,RS,2024-02-29,to Committee on Committees (S),9
HB52,2024,RS,2024-03-06,to Banking & Insurance (S),10
HB52,2024,RS,2024-03-12,"reported favorably, 1st reading, to Consent Calendar",11
HB52,2024,RS,2024-03-13,"2nd reading, to Rules as a consent bill",12
HB52,2024,RS,2024-03-13,"posted for passage in the Consent Orders of the Day for Thursday, March 14, 2024",13
HB52,2024,RS,2024-03-14,passed over and retained in the Consent Orders of the Day,14
HB52,2024,RS,2024-03-15,passed over and retained in the Consent Orders of the Day,15
HB52,2024,RS,2024-03-21,passed over and retained in the Consent Orders of the Day,16
HB52,2024,RS,2024-03-22,passed over and retained in the Consent Orders of the Day,17
HB52,2024,RS,2024-03-25,passed over and retained in the Consent Orders of the Day,18
HB52,2024,RS,2024-03-26,passed over and retained in the Consent Orders of the Day,19
HB52,2024,RS,2024-03-27,"3rd reading, passed 36-1",20
HB52,2024,RS,2024-03-27,received in House,21
HB52,2024,RS,2024-03-27,"enrolled, signed by Speaker of the House",22
HB52,2024,RS,2024-03-27,"enrolled, signed by President of the Senate",23
HB52,2024,RS,2024-03-27,delivered to Governor,24
HB52,2024,RS,2024-04-04,signed by Governor (Acts Ch. 75),25
HB53,2024,RS,2024-01-02,introduced in House,1
HB53,2024,RS,2024-01-02,to Committee on Committees (H),2
HB53,2024,RS,2024-01-12,"to Elections, Const. Amendments & Intergovernmental Affairs (H)",3
HB53,2024,RS,2024-02-15,"reported favorably, 1st reading, to Calendar with Committee Substitute (1) and Committee Amendment (1-title)",4
HB53,2024,RS,2024-02-16,"2nd reading, to Rules",5
HB53,2024,RS,2024-02-22,"posted for passage in the Regular Orders of the Day for Friday, February 23, 2024",6
HB53,2024,RS,2024-02-27,"3rd reading, passed 87-8 with Committee Substitute (1) and  Committee Amendment (1-title)",7
HB53,2024,RS,2024-02-28,received in Senate,8
HB53,2024,RS,2024-02-28,to Committee on Committees (S),9
HB53,2024,RS,2024-03-06,to State & Local Government (S),10
HB53,2024,RS,2024-03-21,"reported favorably, 1st reading, to Consent Calendar",11
HB53,2024,RS,2024-03-22,"2nd reading, to Rules as a consent bill",12
HB53,2024,RS,2024-03-22,floor amendments (1) and (2) filed,13
HB53,2024,RS,2024-03-25,"posted for passage in the Regular Orders of the Day for Tuesday, March 26, 2024",14
HB53,2024,RS,2024-03-26,floor amendment (3) filed,15
HB53,2024,RS,2024-03-26,passed over and retained in the Orders of the Day,16
HB53,2024,RS,2024-03-27,3rd reading,17
HB53,2024,RS,2024-03-27,floor amendments (1) and (2) withdrawn,18
HB53,2024,RS,2024-03-27,floor Amendment (3) defeated,19
HB53,2024,RS,2024-03-27,passed 34-1,20
HB53,2024,RS,2024-03-27,received in House,21
HB53,2024,RS,2024-03-27,"enrolled, signed by Speaker of the House",22
HB53,2024,RS,2024-03-28,"enrolled, signed by President of the Senate",23
HB53,2024,RS,2024-03-28,delivered to Governor,24
HB53,2024,RS,2024-04-05,filed without Governor's signature with the Secretary of State,25
HB53,2024,RS,2024-04-10,became law without Governor's Signature (Acts Ch. 156),26
HB55,2024,RS,2024-01-02,introduced in House,1
HB55,2024,RS,2024-01-02,to Committee on Committees (H),2
HB56,2024,RS,2024-01-02,introduced in House,1
HB56,2024,RS,2024-01-02,to Committee on Committees (H),2
HB56,2024,RS,2024-01-18,"to Licensing, Occupations, & Administrative Regulations (H)",3
HB56,2024,RS,2024-01-31,"reported favorably, 1st reading, to Calendar",4
HB56,2024,RS,2024-02-01,"2nd reading, to Rules",5
HB56,2024,RS,2024-02-09,"posted for passage in the Regular Orders of the Day for Monday, February 12, 2024",6
HB56,2024,RS,2024-02-13,taken from the Orders of the Day,7
HB56,2024,RS,2024-02-13,"recommitted to Licensing, Occupations, & Administrative Regulations (H)",8
HB56,2024,RS,2024-02-21,"reported favorably, to Rules with Committee Substitute (1) and Committee Amendment (1-title)",9
HB56,2024,RS,2024-02-22,"posted for passage in the Regular Orders of the Day for Friday, February 23, 2024",10
HB56,2024,RS,2024-02-27,"3rd reading, passed 96-0 with Committee Substitute (1) and  Committee Amendment (1-title)",11
HB56,2024,RS,2024-02-28,received in Senate,12
HB56,2024,RS,2024-02-28,to Committee on Committees (S),13
HB56,2024,RS,2024-03-08,to Licensing & Occupations (S),14
HB56,2024,RS,2024-03-12,"reported favorably, 1st reading, to Calendar",15
HB56,2024,RS,2024-03-13,"2nd reading, to Rules",16
HB56,2024,RS,2024-03-15,"posted for passage in the Regular Orders of the Day for Friday, March 22, 2024",17
HB56,2024,RS,2024-03-22,passed over and retained in the Orders of the Day,18
HB56,2024,RS,2024-03-25,passed over and retained in the Orders of the Day,19
HB56,2024,RS,2024-03-26,passed over and retained in the Orders of the Day,20
HB56,2024,RS,2024-03-27,passed over and retained in the Orders of the Day,21
HB56,2024,RS,2024-03-28,"3rd reading, passed 34-2",22
HB56,2024,RS,2024-03-28,received in House,23
HB56,2024,RS,2024-03-28,"enrolled, signed by Speaker of the House",24
HB56,2024,RS,2024-03-28,"enrolled, signed by President of the Senate",25
HB56,2024,RS,2024-03-28,delivered to Governor,26
HB56,2024,RS,2024-04-05,signed by Governor (Acts Ch. 93),27
HB57,2024,RS,2024-01-02,introduced in House,1
HB57,2024,RS,2024-01-02,to Committee on Committees (H),2
HB57,2024,RS,2024-01-09,to Local Government (H),3
HB57,2024,RS,2024-01-25,"reassigned to Licensing, Occupations, & Administrative Regulations (H)",4
HB57,2024,RS,2024-01-31,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",5
HB57,2024,RS,2024-02-01,"2nd reading, to Rules",6
HB57,2024,RS,2024-02-06,"posted for passage in the Regular Orders of the Day for Wednesday, February 07, 2024",7
HB57,2024,RS,2024-02-08,"3rd reading, passed 96-0 with Committee Substitute (1)",8
HB57,2024,RS,2024-02-09,received in Senate,9
HB57,2024,RS,2024-02-09,to Committee on Committees (S),10
HB57,2024,RS,2024-03-06,to Health Services (S),11
HB57,2024,RS,2024-03-13,"reported favorably, 1st reading, to Consent Calendar",12
HB57,2024,RS,2024-03-14,"2nd reading, to Rules as a consent bill",13
HB57,2024,RS,2024-03-15,"posted for passage in the Consent Orders of the Day for Friday, March 22, 2024",14
HB57,2024,RS,2024-03-22,passed over and retained in the Consent Orders of the Day,15
HB57,2024,RS,2024-03-25,passed over and retained in the Consent Orders of the Day,16
HB57,2024,RS,2024-03-26,passed over and retained in the Consent Orders of the Day,17
HB57,2024,RS,2024-03-27,passed over and retained in the Consent Orders of the Day,18
HB57,2024,RS,2024-03-28,"3rd reading, passed 38-0",19
HB57,2024,RS,2024-03-28,received in House,20
HB57,2024,RS,2024-03-28,"enrolled, signed by Speaker of the House",21
HB57,2024,RS,2024-03-28,"enrolled, signed by President of the Senate",22
HB57,2024,RS,2024-03-28,delivered to Governor,23
HB57,2024,RS,2024-04-05,signed by Governor (Acts Ch. 94),24
HB58,2024,RS,2024-01-02,introduced in House,1
HB58,2024,RS,2024-01-02,to Committee on Committees (H),2
HB58,2024,RS,2024-01-17,to Economic Development & Workforce Investment (H),3
HB59,2024,RS,2024-01-02,introduced in House,1
HB59,2024,RS,2024-01-02,to Committee on Committees (H),2
HB60,2024,RS,2024-01-02,introduced in House,1
HB60,2024,RS,2024-01-02,to Committee on Committees (H),2
HB61,2024,RS,2024-01-02,introduced in House,1
HB61,2024,RS,2024-01-02,to Committee on Committees (H),2
HB62,2024,RS,2024-01-02,introduced in House,1
HB62,2024,RS,2024-01-02,to Committee on Committees (H),2
HB63,2024,RS,2024-01-02,introduced in House,1
HB63,2024,RS,2024-01-02,to Committee on Committees (H),2
HB64,2024,RS,2024-01-02,introduced in House,1
HB64,2024,RS,2024-01-02,to Committee on Committees (H),2
HB65,2024,RS,2024-01-02,introduced in House,1
HB65,2024,RS,2024-01-02,to Committee on Committees (H),2
HB66,2024,RS,2024-01-02,introduced in House,1
HB66,2024,RS,2024-01-02,to Committee on Committees (H),2
HB67,2024,RS,2024-01-02,introduced in House,1
HB67,2024,RS,2024-01-02,to Committee on Committees (H),2
HB68,2024,RS,2024-01-02,introduced in House,1
HB68,2024,RS,2024-01-02,to Committee on Committees (H),2
HB68,2024,RS,2024-01-18,to Transportation (H),3
HB68,2024,RS,2024-01-23,"reported favorably, 1st reading, to Calendar",4
HB68,2024,RS,2024-01-24,"2nd reading, to Rules",5
HB68,2024,RS,2024-02-05,"posted for passage in the Regular Orders of the Day for Tuesday, February 06, 2024",6
HB68,2024,RS,2024-02-06,"3rd reading, passed 90-5",7
HB68,2024,RS,2024-02-07,received in Senate,8
HB68,2024,RS,2024-02-07,to Committee on Committees (S),9
HB68,2024,RS,2024-03-15,to Appropriations & Revenue (S),10
HB68,2024,RS,2024-03-21,"reported favorably, 1st reading, to Consent Calendar",11
HB68,2024,RS,2024-03-22,"2nd reading, to Rules as a consent bill",12
HB68,2024,RS,2024-03-25,"posted for passage in the Consent Orders of the Day for Tuesday, March 26, 2024",13
HB68,2024,RS,2024-03-26,passed over and retained in the Consent Orders of the Day,14
HB68,2024,RS,2024-03-27,passed over and retained in the Consent Orders of the Day,15
HB68,2024,RS,2024-03-28,"3rd reading, passed 38-0",16
HB68,2024,RS,2024-03-28,received in House,17
HB68,2024,RS,2024-03-28,"enrolled, signed by Speaker of the House",18
HB68,2024,RS,2024-03-28,"enrolled, signed by President of the Senate",19
HB68,2024,RS,2024-03-28,delivered to Governor,20
HB68,2024,RS,2024-04-05,signed by Governor (Acts Ch. 95),21
HB69,2024,RS,2024-01-02,introduced in House,1
HB69,2024,RS,2024-01-02,to Committee on Committees (H),2
HB69,2024,RS,2024-02-13,to Judiciary (H),3
HB70,2024,RS,2024-01-02,introduced in House,1
HB70,2024,RS,2024-01-02,to Committee on Committees (H),2
HB71,2024,RS,2024-01-02,introduced in House,1
HB71,2024,RS,2024-01-02,to Committee on Committees (H),2
HB72,2024,RS,2024-01-02,introduced in House,1
HB72,2024,RS,2024-01-02,to Committee on Committees (H),2
HB74,2024,RS,2024-01-02,introduced in House,1
HB74,2024,RS,2024-01-02,to Committee on Committees (H),2
HB75,2024,RS,2024-01-02,introduced in House,1
HB75,2024,RS,2024-01-02,to Committee on Committees (H),2
HB76,2024,RS,2024-01-02,introduced in House,1
HB76,2024,RS,2024-01-02,to Committee on Committees (H),2
HB77,2024,RS,2024-01-02,introduced in House,1
HB77,2024,RS,2024-01-02,to Committee on Committees (H),2
HB77,2024,RS,2024-01-18,"to Licensing, Occupations, & Administrative Regulations (H)",3
HB78,2024,RS,2024-01-02,introduced in House,1
HB78,2024,RS,2024-01-02,to Committee on Committees (H),2
HB79,2024,RS,2024-01-02,introduced in House,1
HB79,2024,RS,2024-01-02,to Committee on Committees (H),2
HB80,2024,RS,2024-01-02,introduced in House,1
HB80,2024,RS,2024-01-02,to Committee on Committees (H),2
HB80,2024,RS,2024-01-12,"to Licensing, Occupations, & Administrative Regulations (H)",3
HB80,2024,RS,2024-01-17,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
HB80,2024,RS,2024-01-18,"2nd reading, to Rules",5
HB80,2024,RS,2024-01-23,"posted for passage in the Regular Orders of the Day for Wednesday, January 24, 2024",6
HB80,2024,RS,2024-01-24,"3rd reading, passed 94-0 with Committee Substitute (1)",7
HB80,2024,RS,2024-01-25,received in Senate,8
HB80,2024,RS,2024-01-25,to Committee on Committees (S),9
HB80,2024,RS,2024-02-23,to State & Local Government (S),10
HB81,2024,RS,2024-01-02,introduced in House,1
HB81,2024,RS,2024-01-02,to Committee on Committees (H),2
HB82,2024,RS,2024-01-02,introduced in House,1
HB82,2024,RS,2024-01-02,to Committee on Committees (H),2
HB83,2024,RS,2024-01-02,introduced in House,1
HB83,2024,RS,2024-01-02,to Committee on Committees (H),2
HB84,2024,RS,2024-01-02,introduced in House,1
HB84,2024,RS,2024-01-02,to Committee on Committees (H),2
HB85,2024,RS,2024-01-02,introduced in House,1
HB85,2024,RS,2024-01-02,to Committee on Committees (H),2
HB85,2024,RS,2024-01-17,to Natural Resources & Energy (H),3
HB85,2024,RS,2024-02-22,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
HB85,2024,RS,2024-02-23,"2nd reading, to Rules",5
HB85,2024,RS,2024-03-07,"posted for passage in the Regular Orders of the Day for Friday, March 08, 2024",6
HB85,2024,RS,2024-03-11,"3rd reading, passed 75-18 with Committee Substitute (1)",7
HB85,2024,RS,2024-03-12,received in Senate,8
HB85,2024,RS,2024-03-12,to Committee on Committees (S),9
HB85,2024,RS,2024-03-14,to Natural Resources & Energy (S),10
HB86,2024,RS,2024-01-02,introduced in House,1
HB86,2024,RS,2024-01-02,to Committee on Committees (H),2
HB86,2024,RS,2024-01-24,"to Veterans, Military Affairs, & Public Protection (H)",3
HB86,2024,RS,2024-01-30,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
HB86,2024,RS,2024-01-31,"2nd reading, to Rules",5
HB86,2024,RS,2024-02-06,"posted for passage in the Regular Orders of the Day for Wednesday, February 07, 2024",6
HB86,2024,RS,2024-02-09,"3rd reading, passed 90-0 with Committee Substitute (1)",7
HB86,2024,RS,2024-02-12,received in Senate,8
HB86,2024,RS,2024-02-12,to Committee on Committees (S),9
HB86,2024,RS,2024-02-14,"to Veterans, Military Affairs, & Public Protection (S)",10
HB86,2024,RS,2024-02-29,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",11
HB86,2024,RS,2024-03-01,"2nd reading, to Rules",12
HB86,2024,RS,2024-03-15,"posted for passage in the Regular Orders of the Day for Thursday, March 21, 2024",13
HB86,2024,RS,2024-03-21,passed over and retained in the Orders of the Day,14
HB86,2024,RS,2024-03-22,"3rd reading, passed 37-0 with Committee Substitute (1)",15
HB86,2024,RS,2024-03-25,received in House,16
HB86,2024,RS,2024-03-25,to Rules (H),17
HB86,2024,RS,2024-03-28,posted for passage for concurrence in Senate Committee Substitute (1),18
HB87,2024,RS,2024-01-02,introduced in House,1
HB87,2024,RS,2024-01-02,to Committee on Committees (H),2
HB87,2024,RS,2024-01-12,to Judiciary (H),3
HB87,2024,RS,2024-01-17,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
HB87,2024,RS,2024-01-18,"2nd reading, to Rules",5
HB87,2024,RS,2024-01-18,floor amendment (1) filed to Committee Substitute,6
HB87,2024,RS,2024-01-23,"posted for passage in the Regular Orders of the Day for Wednesday, January 24, 2024",7
HB87,2024,RS,2024-01-29,"3rd reading, passed 92-1 with Committee Substitute (1) and  Floor Amendment (1)",8
HB87,2024,RS,2024-01-30,received in Senate,9
HB87,2024,RS,2024-01-30,to Committee on Committees (S),10
HB87,2024,RS,2024-02-23,to Judiciary (S),11
HB87,2024,RS,2024-03-07,"reported favorably, 1st reading, to Consent Calendar with Committee Substitute (1)",12
HB87,2024,RS,2024-03-08,"2nd reading, to Rules as a consent bill",13
HB87,2024,RS,2024-03-08,"posted for passage in the Consent Orders of the Day for Monday, March 11, 2024",14
HB87,2024,RS,2024-03-11,passed over and retained in the Consent Orders of the Day,15
HB87,2024,RS,2024-03-12,passed over and retained in the Consent Orders of the Day,16
HB87,2024,RS,2024-03-13,passed over and retained in the Consent Orders of the Day,17
HB87,2024,RS,2024-03-14,passed over and retained in the Consent Orders of the Day,18
HB87,2024,RS,2024-03-15,passed over and retained in the Consent Orders of the Day,19
HB87,2024,RS,2024-03-21,"3rd reading, passed 38-0 with Committee Substitute (1)",20
