bill_number,session_year,session_type,title,sponsors,summary,bill_url
HB132,2023,RS,AN ACT relating to ad valorem taxes.,P. Flannery; N. Wilson,"Create a new section of KRS Chapter 132 to exempt motor vehicles, recreational vehicles, trailers, and semitrailers from state and local ad valorem taxes; amend various sections of KRS Chapters 92, 132, 133, 134, 136, 141, 186, 186A, and 235 to conform; repeal KRS 132.227. 132,485, 132.4851, 132.487, 132.760, `36.188, 186.193, and 186A.030; EFFECTIVE January 1, 2024.",https://apps.legislature.ky.gov/record/23rs/HB132.html
HB133,2023,RS,AN ACT relating to Kentucky educational excellence scholarships.,S. Bratcher; K. King; R. Palumbo; T. Truett; W. Williams,Amend KRS 164.7884 to allow KEES to be used for a workforce solutions training program offered by the Kentucky Community and Technical College System and approved by the authority; define approved workforce solutions training program.,https://apps.legislature.ky.gov/record/23rs/HB133.html
HB134,2023,RS,AN ACT relating to prior authorization.,K. Moser; C. Aull; N. Kulkarni; J. Raymond; S. Stalker; C. Stevenson; W. Williams,"Create new sections of KRS 304.17A-600 to 304.17A-633 to establish eligibility criteria and requirements for prior authorization exemptions; establish requirements for rescinding prior authorization exemptions; set forth requirements for external reviews of prior authorization exemption denials and rescissions; establish requirements for sending forms and notices to health care providers; prohibit the retrospective denial, reduction in payment, and review of health care services for which a health care provider has a prior authorization exemption and establish exceptions; provide that nothing shall be construed to authorize a health care provider to act outside the provider's scope of practice or require an insurer or private review agent to pay for a health care service performed in violation of law; amend KRS 304.17A-600 to conform; amend KRS 304.17A-605 to establish applicability of provisions relating to prior authorization exemptions to certain insurers and private review agents; amend KRS 304.17A-607 to establish requirements for prior authorizations; provide that a lack of prior authorization shall not alone be a basis for a retrospective review; amend KRS 304.17A-621 to conform; amend KRS 304.17A-627 to prohibit conflicts of interest with independent review entities and reviewers of prior authorization exemption denials and rescissions; require independent review entities and reviewers of prior authorization exemption denials and rescissions to submit an annual report to the Department of Insurance; amend KRS 304.17A-633 to require the commissioner of the Department of Insurance to report on external reviews of prior authorization exemptions denials and rescissions; amend KRS 304.17A-706 to prohibit contesting a clean claim by conducting a retrospective review based on a lack of prior authorization; amend KRS 205.536 to require the Department for Medicaid Services, or managed care organizations contracted to provide Medicaid benefits, to comply with the sections on prior authorization exemptions; apply the provisions to contracts delivered, entered, renewed, extended, or amended on or after the effective date of the Act; require the Cabinet for Health and Family Services to seek approval if it is determined that such approval is necessary; EFFECTIVE, in part, January 1, 2024.",https://apps.legislature.ky.gov/record/23rs/HB134.html
HB135,2023,RS,AN ACT relating to autonomous vehicles.,J. Bray; D. Meade; K. Upchurch,"Create various sections of KRS Chapter 186 to establish a regulatory framework for the operation of fully autonomous vehicles on public highways; define terms; establish requirements for autonomous vehicles and automated driving systems; require submission of a law enforcement interaction plan with the Transportation Cabinet; establish requirements for proof of insurance or self-insurance in amounts identical to current levels for personal and commercial motor vehicles; require titling and registration of fully autonomous vehicles; establish the Transportation Cabinet as the sole agency responsible for administering statutes and regulations regarding fully autonomous vehicles; amend KRS 65.873 to prohibit any unit of local government from prohibiting the operation of fully autonomous vehicles or establishing rules or ordinances that are specific to the operation of fully autonomous vehicles; amend KRS 186.410 to establish that when an automated driving system is installed and engaged on a motor vehicle, the automated driving system is considered to be the operator of the vehicle and licensed to operate the vehicle; create a new section of KRS Chapter 189 to exempt fully autonomous vehicles designed to be operated exclusively by an automated driving system from any vehicle equipment requirements of KRS 189.020 to KRS 189.205 that relate to vehicle operation by a human driver; amend KRS 189.635 to establish responsibility for the filing of accident reports and notification of law enforcement after accidents involving fully autonomous vehicles; amend KRS 281.010 to define terms relating to the operation of fully autonomous vehicles as motor carriers; amend KRS 281.630 to establish that any administrative regulations promulgated by the department that apply only to a human driver shall not apply to a fully autonomous vehicle; amend KRS 281.764 to require only the lead vehicle in a truck platoon to have a human driver behind the wheel of their vehicle.",https://apps.legislature.ky.gov/record/23rs/HB135.html
HB136,2023,RS,AN ACT relating to public postsecondary education institutions.,W. Lawrence; K. Banta; T. Bojanowski; E. Callaway; R. Dotson; D. Hale; M. Hart; J. Raymond; W. Williams; N. Wilson,"Amend KRS 164.020 to prohibit the Council on Postsecondary Education from raising tuition for a postsecondary education institution more than 5% a year for resident students and 7% a year for nonresident students; provide a 4-year tuition freeze for an enrolled resident students; require an institution to notify a student before expiration of a tuition freeze; require any increase to tuition or fees to be approved before March 1 of the proceeding school year; amend KRS 164.131 to add 2 additional full-time student members to the University of Kentucky Board of Trustees, including 1 graduate student; remove language regarding initial appointments; amend KRS 164.821 to add a second faculty member to the University of Louisville Board of Trustees; add 2 additional full-time student members to the University of Louisville Board of Trustees, including 1 graduate student; remove language regarding initial appointments; amend KRS 164.321 to add a second faculty member to the boards of regents of comprehensive universities; add 2 additional full-time student members to the boards of regents, including 1 full-time graduate student; remove language regarding initial appointments; amend KRS 164.7874 to require a private postsecondary institution to have a voting student member on its governing board to be a participating institution for purposes of KEES eligibility; provide that the bill may be cited as the Kentucky Student Tuition Protection and Accountability Act; EFFECTIVE JULY 1, 2025.",https://apps.legislature.ky.gov/record/23rs/HB136.html
HB137,2023,RS,AN ACT relating to immunization policy.,S. Maddox; F. Rabourn,"Create a new section in KRS Chapter 164 to allow a student, staff, or faculty member to opt out of a postsecondary school's immunization policy for specific reasons; create a new section of KRS Chapter 214 to prohibit a public entity from creating standardized documentation with the purpose of certifying vaccination status; create a new section of KRS Chapter 336 to require written notice of vaccination exemptions for a sincerely held religious belief or medical contraindication; establish which health care providers can support a medical exemption; require notice of federal mandates and exemptions; establish civil cause of action for violations; amend KRS 214.015 to prohibit the Department for Public Health from releasing personally identifiable information from immunization reports to another public agency or third party; amend KRS 214.034 to prohibit public and private primary and secondary schools and preschool programs from promulgating a new immunization policy and mandating compliance during a school year that has already commenced; and amend KRS 214.036 to allow objection to immunization on the basis of conscientiously held beliefs.",https://apps.legislature.ky.gov/record/23rs/HB137.html
HB138,2023,RS,AN ACT relating to concealed deadly weapons.,S. Maddox; J. Calloway; F. Rabourn,"Repeal KRS 237.115, which interprets the application of the license to carry concealed deadly weapon statute as permitting postsecondary facilities, local governments, and units of state government to limit concealed carry in governmental buildings; amend various KRS sections to conform; amend KRS 237.110 to no longer prohibit the carrying of concealed deadly weapons in schools and specify that the prohibition of carrying concealed deadly weapons in airports is limited to areas controlled by TSA; amend KRS 527.070 to add persons with valid licenses to carry concealed deadly weapons to the list of those permitted to possess weapons in schools.",https://apps.legislature.ky.gov/record/23rs/HB138.html
HB139,2023,RS,AN ACT relating to constitutional freedoms at public postsecondary education institutions.,S. Maddox; K. Bratcher; E. Callaway; R. Dotson; D. Hale; M. Hart; J. Hodgson; M. Lockett; C. Massaroni; F. Rabourn; S. Rawlings,"Amend KRS 164.348 to define ""institution,"" ""public,"" and ""staff""; require an institution to adopt a policy to not restrict off-campus speech; extend free speech protections to the public; provide that student religious and political organizations shall be afforded equal access to facilities; provide that authority vested with a student organization to distribute student organization funding shall be contingent on viewpoint-neutral distribution of those funds; reduce institution's authority to establish permit requirements; specify how an institution defines student-on-student harassment; waive immunity for claims brought under the Act; permit disciplinary action against a faculty member or administrator that knowingly and intentionally restricts the protected speech of another; suspend the distribution authority of a student organization that does not distribute student organization funding in accordance with the Act; prohibit retaliation against campus community members; require Council on Postsecondary Education to develop free speech instructional materials and model trainings for institutions; require institutions to present free speech instructional materials and trainings to designated individuals; require institutions to publish semiannual student organization funding reports; designate the required contents of the semiannual student organization funding report; create a new section of KRS Chapter 164 to limit the jurisdiction of an institution over associations, groups, or organizations not affiliated with the institutions.",https://apps.legislature.ky.gov/record/23rs/HB139.html
HB140,2023,RS,AN ACT proposing to create a new section of the Constitution of Kentucky relating to the environment.,J. Raymond; C. Aull; G. Brown Jr.; R. Palumbo,"Propose to create a new section of the Constitution of Kentucky to establish a right of the people to have a healthy environment, including a right to clean air, pure water, and ecologically healthy habitats; declare the Commonwealth's natural resources, among them its air, water, flora, fauna, climate, and public lands, are the common property of all people, including generations yet to come; establish that as trustee of the environment and its natural resources, the Commonwealth shall conserve and maintain them for the benefit of all people; provide ballot language; submit to voters for ratification or rejection.",https://apps.legislature.ky.gov/record/23rs/HB140.html
HB141,2023,RS,AN ACT relating to the establishment of emergency insulin programs and declaring an emergency.,D. Bentley; L. Willner; C. Aull; A. Bowling; E. Callaway; R. Duvall; D. Elliott; K. Fleming; C. Freeland; D. Grossberg; D. Hale; J. Justice; M. Koch; D. Lewis; S. Lewis; S. McPherson; A. Neighbors; R. Palumbo; M. Pollock; S. Riley; C. Stevenson; W. Thomas; B. Wesley; W. Williams,Create various new sections of KRS Chapter 211 to define terms; establish the Urgent-Need Insulin Program and the Continuing Access to Insulin Program; establish eligibility guidelines; establish the application process; establish the process by which insulin is dispensed to eligible individuals; establish the responsibilities of insulin manufacturers; establish the responsibilities of the Kentucky Board of Pharmacy for administering the program; require manufacturers to annually report certain information to the board; require the board to report certain information to the General Assembly upon request; establish penalties; EMERGENCY.,https://apps.legislature.ky.gov/record/23rs/HB141.html
SB18,2023,RS,AN ACT relating to campaign finance.,J. Schickel,"Amend KRS 121.120 and 121.180 to permit candidates, slates of candidates, committees, and contributing organizations to submit campaign finance reports to the registry by paper filing.",https://apps.legislature.ky.gov/record/23rs/SB18.html
SB19,2023,RS,AN ACT relating to elections.,J. Schickel; A. Southworth; G. Williams,"Amend KRS 83A.045, 118.165, and 118A.060 to change the filing deadline for certain candidates for election from the first Friday following the first Monday in January to the last Tuesday in January; amend various sections of KRS to conform.",https://apps.legislature.ky.gov/record/23rs/SB19.html
SB48,2023,RS,AN ACT relating to state government operations.,S. Meredith; J. Adams; R. Alvarado; D. Carroll; R. Girdler; S. West,"Amend KRS 12.020 to remove the Office of the Ombudsman and Administrative Review and the Office of the Inspector from the Office of the Secretary and place them in the Cabinet for Health and Family Services as individual agencies; dissolve the Department for Income Support, the Department for Family Resource Centers and Volunteer Services, and the Office for Children with Special Health Care Needs; and place the Disability Determination Services program and Serve Kentucky within the Education and Labor Cabinet; amend KRS 13B.020 to remove disability determination hearings from the Department for Income Support and give the responsibility of disability determination hearings to the Education and Labor Cabinet; amend KRS 15.055 to remove the Cabinet for Health and Family Services from promulgating administrative regulations in this section and designating the Office of the Attorney General as the agency in charge of promulgating administrative regulations and publication of delinquent child support obligors; amend KRS 194A.030 to remove the Office of the Ombudsman and Administrative Review the Office of Inspector General from the Office of the Secretary,  establish them each as their own entity within the Cabinet, and list their duties; place the Office for Children with Special Health Care Needs within the Department for Public Health;  dissolve the Department for Family Resource Centers and Volunteer Services and place that jurisdiction within the Department for Community Based Services; dissolve the Department for Income Support; remove guardian services from the Department for Aging and Independent Living and place those services within the Department for Community Based Services; amend KRS 197.105 to remove the Cabinet from receiving deducted wages from child support and allow the Office of Attorney General to be paid those wages; amend KRS 194A.120 to remove the Office for Children with Special Health Care Needs; amend KRS 194A.624 to remove a representative from the Office for Children with Special Health Care Needs from the advisory council on Autism Spectrum Disorders; repeal, reenact, and amend KRS 205.710 as a new section of KRS Chapter 15 to change definitions to remove the Cabinet from being in charge of administering the child support program and give that responsibility to the Attorney General; repeal, reenact, and amend KRS 205.712 as a new section of KRS Chapter 15 to remove the jurisdiction of child support enforcement from the Department for Income Support and give that jurisdiction and responsibility to the Office of the Attorney General; repeal, reenact, and amend the following statutes as new sections in KRS Chapter 15: KRS 205.713, 205.720, 205.721, 205.725, 205.730, 205.735, 205,745, 205.750, 205.752, 205.755, 205.765, 205.767, 205.768, 205.7685, 205.769, 205.7695, 205.770, 205.772, 205.774, 205.776, 205.778, 205.7785, 205.780, 205.785, 205.792, 205.793, 205.795, 205.796, 205.7965, 205.798, 205.800, 205.802, 341.412, 405.411, 405.430, 405.435, 405.450, 405.460, 405.463, 405.465, 405.467, 405.480, 405.490, 405.520, 407.5102, 402.5201, 407.5308, 407.5310, 407.5602, 407.5703, 407.5704, 407.5705, and 407.5708 to conform; repeal and reenact KRS 205.715, 205.732, 205.766, 205.782, and 205.790 as new sections of KRS Chapter 15; amend KRS 151B.015 to place the Disability Determination Services program and Serve Kentucky under the jurisdiction of the Education and Labor Cabinet; amend KRS 151B.212 to remove a representative from the Department for Income Support from the Employment First Council and add to the council a representative from the Education and Labor Cabinet; amend KRS 207.200 to conform; repeal KRS 194A. 570 and reenact as a new section of KRS Chapter 151B and amend to establish Serve Kentucky in the Education and Labor Cabinet and to remove Serve Kentucky from the Cabinet for Health and Family Services; repeal and reenact 194A.572, 194A.575, and 194A.578 as a new chapter of KRS 151B; amend KRS 403.212, 405.405, 407.5201, 45A.550, 314.077, 403.090, 405.500, 205.172, 205.173, 205.191, 405.470, 131.672, 205.990, 70.325, 205.992 to conform; require the CHFS task force to continue through the interim of 2023; require the Department for Medicaid Services, Aging and Independent Living, and Behavioral Health, Developmental and Intellectual Disabilities to work together to identify and eliminate redundancies and barriers to administering Medicaid waivers; require the Office of Human Resource Management and the Personnel Cabinet to work together to identify systemic barriers; remove the Disability Determination Services program from the Cabinet for Health and Family Services and place it within the Education and Labor Cabinet; remove the Division of Adult Guardianship from the Department for Aging and Independent Living and place it within the Department for Community Based Services.",https://apps.legislature.ky.gov/record/23rs/SB48.html
SB49,2023,RS,AN ACT relating to teacher certification and declaring an emergency.,M. Deneen; G. Boswell; D. Carroll; R. Girdler; S. Meredith; J. Schickel; B. Storm,"Amend KRS 161.048, relating to alternative methods of teacher certification, to change the provisional certification period from two to four years for Option 6 and Option 7 for a total of five years; EMERGENCY.",https://apps.legislature.ky.gov/record/23rs/SB49.html
SB51,2023,RS,AN ACT relating to the regulation of cannabis and making an appropriation therefor.,D. Yates,"Establish KRS Chapter 245, relating to cannabis, to administer its cultivation, processing, transportation, sale, use, taxation, and licensing; define terms; establish the Cannabis Control Board and its membership, procedures, powers, and duties; direct the board to promulgate administrative regulations for the administration and enforcement of the chapter; set up advisory committees appointed by the board; create the Department of Cannabis Control within the Public Protection Cabinet for the oversight of cannabis operations and to provide administrative support for the board; establish various one-year business licenses under the chapter; grant administrative hearings under KRS Chapter 13B to appeal a license denial or revocation; forbid an employer from discriminating against applicants or employees who use cannabis outside of working hours as long as the use does not affect job performance; prohibit a person under the age of 21 from purchasing, possessing, consuming, or using cannabis; establish a revolving account called the ""cannabis fund"" to collect cannabis licensing fees, fines, excise taxes, and any other funds; form the Social Impact Council as a public agency authorized to distribute moneys from the cannabis fund; set council membership, procedures, powers, and duties; create new sections of KRS Chapter 138 to define terms; impose an excise tax at a rate set by the Cannabis Control Board on the first sale or transfer of harvested cannabis; establish excise tax reporting, collection, and liability; amend KRS 139.472 to exempt medical cannabis and accessories from sales and use taxes; create a new section of KRS Chapter 65 to authorize local governments to levy up to a 5% license fee on the gross receipts of a retailer or microbusiness; allow overlapping local governments to agree to levy a combined license fee, with set fee amounts absent an agreement; amend KRS 2.015 to require a person to be 21 years of age or older to purchase cannabis and its products and accessories; create new sections of KRS 218A and amend KRS 218A.1421, 218A.1422, 218A.1423, and 218A.500 to exempt licensed cannabis activities from criminal marijuana offenses; create a new section of KRS Chapter 431 to allow a person to petition the court to expunge the person's misdemeanor marijuana offenses; amend KRS 431.079 to exclude the expungement petition from the certification of eligibility requirement; amend KRS 131.1815 to notify the Cannabis Control Board if a cannabis licensee is a delinquent taxpayer; amend KRS 600.020 to include cannabis offenses in the list of juvenile status offenses; amend KRS 12.020 to add the governmental entities created in KRS Chapter 245 to the list of executive branch government bodies; set initial terms for members of the Cannabis Control Board and Social Impact Council; apply the excise tax beginning on July 1, 2024, and allow cannabis sales beginning on July 1, 2025; Section 31 of Act RETROACTIVE; APPROPRIATION.",https://apps.legislature.ky.gov/record/23rs/SB51.html
SB52,2023,RS,AN ACT relating to the collection of fees in a county containing a consolidated local government.,M. Nemes,Amend KRS 64.012 to require the document storage fee to be held in a separate fund by the county clerk in a county containing a consolidated local government; specify uses for the fee revenue; and require reporting; amend KRS 137.115 to require in a county with a consolidated local government that specific license fees be payable to an agency of the consolidated local government as designated by its council.,https://apps.legislature.ky.gov/record/23rs/SB52.html
SB53,2023,RS,AN ACT relating to emergency medical services oversight.,D. Yates,"Amend KRS 311A.025 to remove emergency medical dispatcher, emergency medical dispatch instructor, emergency medical dispatch instructor trainer, and emergency medical dispatch center or public safety answering point from the authority of the Kentucky Emergency Services Medical Board's certification or licensure authority.",https://apps.legislature.ky.gov/record/23rs/SB53.html
SB54,2023,RS,AN ACT relating to Kentucky educational excellence scholarships.,J. Carpenter; R. Girdler; J. Adams; G. Boswell; D. Carroll; M. Deneen; D. Douglas; S. Funke Frommeyer; A. Mays Bledsoe; C. McDaniel; M. Nemes; J. Schickel; B. Smith; D. Thayer; S. West; G. Williams; M. Wise,"Amend KRS 164.7884 to define ""proprietary school"" and ""qualified proprietary school program"" and allow use of KEES funds for enrollment in a qualified proprietary school program; amend KRS 165.7879 to allow a student who attends an out-of-state high school or Department of Defense school due to a parent's military transfer to earn a KEES award if the student earned a base amount in a previous year at a Kentucky high school.",https://apps.legislature.ky.gov/record/23rs/SB54.html
SB55,2023,RS,AN ACT relating to providing free feminine hygiene products for elementary and secondary students.,D. Harper Angel,Create a new section of KRS Chapter 158 to require each public school that includes any of grades four through 12 to provide free feminine hygiene products to female students; require each local board of education to adopt policies for the distribution of free feminine hygiene products; define feminine hygiene products.,https://apps.legislature.ky.gov/record/23rs/SB55.html
SB56,2023,RS,"AN ACT relating to the sale of dogs, cats, and rabbits.",D. Harper Angel,"Create a new section of KRS Chapter 258 to define ""animal shelter,"" ""breeder,"" ""broker,"" and ""retail pet shop""; prohibit retail pet shops from selling dogs, cats, and rabbits; allow retail pet shops to collaborate with animal shelters to showcase dogs, cats, or rabbits; require retail pet shops to maintain records documenting the source of each dog, cat, or rabbit it sells for at least one year; prohibit the sale or transfer of ownership of a dog, cat, or rabbit in a publicly accessible space; amend KRS 258.990 to include a penalty for retail pet shop operators who violate this Act.",https://apps.legislature.ky.gov/record/23rs/SB56.html
SB57,2023,RS,AN ACT relating to the Cosmetology Licensure Compact.,A. Mays Bledsoe; J. Higdon; M. Nemes,"Create a new section of KRS Chapter 317A to adopt the Cosmetology Licensure Compact; create definitions; establish requirements for member states; require licensees to apply to their home state for a multistate license; establish criteria for applicants to apply for a multistate license; limit a licensee from a home state to possessing a multistate license in only one member state at a time; require a member state's licensing authority to cooperate with the commission and with each entity exercising independent regulatory authority over the practice of cosmetology; authorize a home state to impose adverse actions against a licensees multistate license issued by the home state; establish powers of remote states participating in the compact; allow an active duty military service member or their spouse to retain their home state designation during any period of service when that individual is on active duty; create the Cosmetology Compact Commission; authorize the commission to establish an executive committee to act on behalf of the commission; establish the responsibilities of the commission and executive committee; require the commission to develop, maintain, operate, and utilize a coordinated database and reporting system that contains licensure, adverse actions, and the presence of current significant investigative information on all licensed individuals in member states; establish procedures for dispute resolution between the commission and licensees; establish withdrawal procedures for member states; provide for severability for any provision in the compact that is contrary to the constitution of any party state or of the United States of the applicability thereof to any government, agency, person, circumstance.",https://apps.legislature.ky.gov/record/23rs/SB57.html
SB58,2023,RS,AN ACT relating to professions assessing hearing and speech.,A. Mays Bledsoe,"Amend KRS 334.010 to update the definition of ""practice of fitting hearing instruments;"" replace the definition of ""hearing instrument""  with ""over-the-counter hearing aid;"" define ""prescription hearing aid""; amend KRS 334.200 eliminate requirements for individuals licensed under KRS Chapter 334 to sell or fit a hearing instrument; establish requirements for content included in a written agreement, offer to purchase, or receipt for a hearing instrument that is sold to a person; amend KRS 334A.020  to update definitions; create a new section of KRS Chapter 334A to specify tasks that a speech-language pathology assistant may and shall not do; amend KRS 334A.040 to conform.",https://apps.legislature.ky.gov/record/23rs/SB58.html
SB59,2023,RS,AN ACT relating to drug paraphernalia.,D. Yates; D. Carroll; R. Thomas,"Amend KRS 218A.500 to exclude testing equipment, including drug testing strips, used to determine the presence of fentanyl or a fentanyl-derivative from the definition of drug paraphernalia; allow local health departments to provide testing equipment, including drug testing strips, to determine the presence of fentanyl or a fentanyl derivative to participants; allow the retail sale of testing equipment, including drug testing strips, used to determine the presence of fentanyl or a fentanyl derivative; exclude testing equipment, including drug testing strips, used to determine the presence of fentanyl or a fentanyl-derivative in the inventory of a pharmacy from classification of drug paraphernalia.",https://apps.legislature.ky.gov/record/23rs/SB59.html
SR35,2023,RS,A RESOLUTION honoring Congressman Morgan McGarvey upon his election to the United States House of Representatives.,D. Thayer; G. Neal,Honor Congressman Morgan McGarvey upon his election to the United States House of Representatives.,https://apps.legislature.ky.gov/record/23rs/SR35.html
SR36,2023,RS,"A RESOLUTION commemorating and honoring the life of Robert Ross ""Jeff"" Jefferson.",R. Thomas,"Commemorate and honor the life of Robert Ross ""Jeff"" Jefferson.",https://apps.legislature.ky.gov/record/23rs/SR36.html
SR37,2023,RS,A RESOLUTION adjourning the Senate in honor and loving memory of Rose Leadingham Malone.,R. Webb,Adjourn in honor and loving memory of Rose Leadingham Malone.,https://apps.legislature.ky.gov/record/23rs/SR37.html
SR38,2023,RS,"A RESOLUTION condemning the January 6, 2021, United States Capitol riots.",G. Neal; R. Thomas; D. Harper Angel; D. Yates,"Condemn the January 6, 2021, United States Capitol riots.",https://apps.legislature.ky.gov/record/23rs/SR38.html
SR39,2023,RS,A RESOLUTION congratulating Louisville Mayor Craig Greenberg on his successful election and wishing him a successful term.,G. Neal,Congratulate Louisville Mayor Craig Greenberg on his successful election and wish him a successful term.,https://apps.legislature.ky.gov/record/23rs/SR39.html
HB100,2023,RS,AN ACT relating to the Legislative Research Commission.,S. Rawlings; S. Maddox; W. Thomas,"Create new sections of KRS Chapter 7 to define ""federal action,"" ""global organization action,"" and ""subcommittee"";  establish the Committee on Constitutional Enforcement; establish subcommittee membership, terms, and quorum requirements; allow the subcommittee to review and comment on any federal action or global organization action; require the subcommittee, upon its review to refer a federal action or global organization action to the Attorney General or to make a recommendation to the General Assembly to adopt a resolution urging Congress to take action if it finds the federal action or global organization action violates the Kentucky Constitution.",https://apps.legislature.ky.gov/record/23rs/HB100.html
HB101,2023,RS,AN ACT relating to student COVID-19 vaccine requirements.,S. McPherson; J. Decker; R. Raymer; D. Elliott; D. Hale; J. Hodgson; M. Lockett; C. Massaroni; K. Moser; S. Rawlings; B. Reed,Amend KRS 156.160 to prohibit administrative regulations of the Kentucky Board of Education from requiring students to receive the COVID-19 vaccine in order to attend school.,https://apps.legislature.ky.gov/record/23rs/HB101.html
HB102,2023,RS,AN ACT relating to delivery services.,M. Pollock; C. Aull,"Create a range of sections in KRS Chapter 365 to establish definitions; establish insurance requirements for delivery network companies and delivery network drivers during delivery available periods and delivery service periods; establish when a delivery network company controls, directs, or manages a personal vehicle or delivery network driver; establish disclosure requirements for delivery network companies; establish construction clauses relating to existing insurance laws and delivery or transport of goods laws; create a new section of Subtitle 39 of KRS Chapter 304 to establish certain rights of insurers relating to injury or losses that occur during a delivery available period or delivery service period; EFFECTIVE January 1, 2024.",https://apps.legislature.ky.gov/record/23rs/HB102.html
HB103,2023,RS,AN ACT relating to the torture of a dog or cat.,R. Dotson; C. Aull; K. Banta; L. Burke; E. Callaway; B. Chester-Burton; J. Decker; R. Duvall; C. Freeland; D. Grossberg; J. Hodgson; M. Lockett; C. Massaroni; R. Palumbo; S. Rawlings; R. Roarx; S. Sharp; N. Tate; W. Thomas; W. Williams; L. Willner; N. Wilson; S. Witten,"Amend KRS 525.135 to include intentional and wanton harm to a dog or cat; define ""restrain"" and ""serious physical injury or infirmity"" and redefine ""torture""; provide that torture of a dog or cat is a Class D felony in every instance and that each act may constitute a seperate offense; set forth what does not constitute torture of a dog or cat.",https://apps.legislature.ky.gov/record/23rs/HB103.html
HB104,2023,RS,AN ACT relating to aggravating circumstances.,S. Heavrin,"Amend KRS 532.025 to include abuse of a corpse by deviate sexual intercourse, sexual intercouse, or sexual contact as an aggravating circumstance; provide that the Act may be cited as Angela's Law.",https://apps.legislature.ky.gov/record/23rs/HB104.html
HB105,2023,RS,AN ACT proposing an amendment to Section 170 of the Constitution of Kentucky relating to property exempt from taxation.,T. Huff,Propose to amend Section 170 of the Constitution of Kentucky to include in the homestead exemption for owners who are 65 years of age or older any increase in the valuation of the real property that is assessed after the later of the year the owner turned 65 or the year the owner purchased the property; apply the exemption to increases in valuation that occur after the date the amendment is ratified by the voters; provide ballot language; submit to voters for ratification or rejection.,https://apps.legislature.ky.gov/record/23rs/HB105.html
HB106,2023,RS,AN ACT relating to wagering and making an appropriation therefor.,D. Graham; C. Stevenson; C. Aull; G. Brown Jr.; A. Gentry; J. Raymond; R. Roberts,"Establish KRS Chapter 239 and create new sections to define “adjusted gross revenue,” “beginner,” “cabinet,"" “confidential information,” “entry fee,” “fantasy contest,” “fantasy contest operator,"" “fantasy contest participant,"" “highly experienced player,” “immediate family,” “location percentage,” “net poker revenue,” “online poker,” “person,” “principal stockholder,” “rake,” “registered fantasy contest operator,” “script,” “secretary,” and “wager”; establish requirements for registration as a fantasy contest operator; require the Public Protection Cabinet to promulgate administrative regulations for the operation of fantasy contests; establish the wagering administration fund and direct the uses of that fund; require an annual audit of fantasy contest registrants; establish requirements for fantasy contest procedures; require any person offering online poker in the Commonwealth to have a license from the cabinet and require the cabinet to promulgate administrative regulations prescribing requirements for licensure including geolocation software, age verification, and security and accounting standards; amend KRS 230.210 to define ""sports wagering""; create new sections of KRS Chapter 230 to require the racing commission to institute a system of sports wagering at tracks; limit the types of events upon which wagers may be placed; amend KRS 230.215 to declare the intent to allow citizens to enjoy sports wagering and allow the racing commission to promulgate administrative regulations prescribing conditions under which sports wagering is to be conducted; amend KRS 230.225, 230.240, and 230.260 to include sports wagering; create a new section of KRS Chapter 230 to establish sports wagering licensure requirements; amend KRS 230.320 to conform; amend KRS 230.361 to include sports wagering; amend KRS 230.3615 to conform; create a new section of KRS Chapter 138 to define “adjusted gross income” and impose a tax on sports wagering; amend KRS 230.362, 230.363, 230.364, 230.365, 230.366, 230.369, 230.371, 230.372, 230.373, 230.374, and 230.750 to conform; create a new section of KRS Chapter 230 to prohibit participants from wagering on events in which they participate and to prohibit tampering with the outcome of a sporting event; amend KRS 230.990 to provide penalties for participants who wager on sporting events or tamper with the outcome of a sporting event; amend KRS 243.500 to exempt sports wagering and online poker; amend KRS 525.090 to exempt sports wagering; amend KRS 528.010 to exempt fantasy contests, sports wagering, and online poker and the devices used in the conduct of those forms of wagering; amend KRS 528.020, 528.070, and 528.080 to exempt fantasy contests, sports wagering, and online poker; create a noncodified section to assert that the provisions of the Act are severable; APPROPRIATION.",https://apps.legislature.ky.gov/record/23rs/HB106.html
