bill_number,session_year,session_type,action_date,action,order
SB65,2023,RS,2023-03-29,"enrolled, signed by Speaker of the House",56
SB65,2023,RS,2023-03-29,delivered to Secretary of State  (Acts Ch. 137),57
SB66,2023,RS,2023-02-07,introduced in Senate,1
SB66,2023,RS,2023-02-07,to Committee on Committees (S),2
SB66,2023,RS,2023-02-09,to Education (S),3
SB66,2023,RS,2023-02-16,"reported favorably, 1st reading, to Calendar",4
SB66,2023,RS,2023-02-17,"2nd reading, to Rules",5
SB66,2023,RS,2023-03-03,recommitted to Education (S),6
SB67,2023,RS,2023-02-07,introduced in Senate,1
SB67,2023,RS,2023-02-07,to Committee on Committees (S),2
SB67,2023,RS,2023-02-09,to Licensing & Occupations (S),3
SB67,2023,RS,2023-02-21,"reported favorably, 1st reading, to Calendar",4
SB67,2023,RS,2023-02-22,"2nd reading, to Rules",5
SB67,2023,RS,2023-02-28,floor amendment (1) filed,6
SB67,2023,RS,2023-03-01,"floor amendments (2), (3), (4), (5), (6), (7), (8), (9), (10) and (11) filed",7
SB67,2023,RS,2023-03-03,recommitted to Licensing & Occupations (S),8
SB67,2023,RS,2023-03-07,"reported favorably, to Rules with Committee Substitute (1)",9
SB68,2023,RS,2023-02-07,introduced in Senate,1
SB68,2023,RS,2023-02-07,to Committee on Committees (S),2
SB68,2023,RS,2023-02-09,to Banking & Insurance (S),3
SB69,2023,RS,2023-02-07,introduced in Senate,1
SB69,2023,RS,2023-02-07,to Committee on Committees (S),2
SB69,2023,RS,2023-02-09,to Appropriations & Revenue (S),3
SB70,2023,RS,2023-02-07,introduced in Senate,1
SB70,2023,RS,2023-02-07,to Committee on Committees (S),2
SB70,2023,RS,2023-02-09,to Education (S),3
SB70,2023,RS,2023-02-16,"reported favorably, 1st reading, to Calendar",4
SB70,2023,RS,2023-02-17,"2nd reading, to Rules",5
SB70,2023,RS,2023-02-22,"posted for passage in the Regular Orders of the Day for Thursday, February 23, 2023",6
SB70,2023,RS,2023-02-23,"3rd reading, passed 35-0",7
SB70,2023,RS,2023-02-24,received in House,8
SB70,2023,RS,2023-02-24,to Committee on Committees (H),9
SB70,2023,RS,2023-03-02,to Education (H),10
SB70,2023,RS,2023-03-07,"reported favorably, 1st reading, to Calendar",11
SB70,2023,RS,2023-03-08,"2nd reading, to Rules",12
SB70,2023,RS,2023-03-08,"posted for passage in the Regular Orders of the Day for Thursday, March 09, 2023",13
SB70,2023,RS,2023-03-14,"3rd reading, passed 100-0",14
SB70,2023,RS,2023-03-15,received in Senate,15
SB70,2023,RS,2023-03-15,"enrolled, signed by President of the Senate",16
SB70,2023,RS,2023-03-15,"enrolled, signed by Speaker of the House",17
SB70,2023,RS,2023-03-15,delivered to Governor,18
SB70,2023,RS,2023-03-21,signed by Governor (Acts Ch. 40),19
SB71,2023,RS,2023-02-07,introduced in Senate,1
SB71,2023,RS,2023-02-07,to Committee on Committees (S),2
SB71,2023,RS,2023-02-09,to Health Services (S),3
SB71,2023,RS,2023-02-15,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
SB71,2023,RS,2023-02-16,"2nd reading, to Rules",5
SB71,2023,RS,2023-02-17,"posted for passage in the Regular Orders of the Day for Wednesday, February 22, 2023",6
SB71,2023,RS,2023-02-22,"3rd reading, passed 34-0 with  Committee Substitute (1)",7
SB71,2023,RS,2023-02-23,received in House,8
SB71,2023,RS,2023-02-23,to Committee on Committees (H),9
SB71,2023,RS,2023-03-01,to Health Services (H),10
SB71,2023,RS,2023-03-09,"reported favorably, 1st reading, to Calendar",11
SB71,2023,RS,2023-03-10,"2nd reading, to Rules",12
SB71,2023,RS,2023-03-13,floor amendment (1) filed,13
SB71,2023,RS,2023-03-13,"posted for passage in the Regular Orders of the Day for Tuesday, March 14, 2023",14
SB71,2023,RS,2023-03-14,"3rd reading, passed 98-1 with Floor Amendment (1)",15
SB71,2023,RS,2023-03-15,received in Senate,16
SB71,2023,RS,2023-03-15,to Rules (S),17
SB71,2023,RS,2023-03-15,posted for passage for concurrence in House Floor Amendment (1),18
SB71,2023,RS,2023-03-15,Senate concurred in House Floor Amendment (1),19
SB71,2023,RS,2023-03-15,passed 34 -0,20
SB71,2023,RS,2023-03-16,"enrolled, signed by President of the Senate",21
SB71,2023,RS,2023-03-16,"enrolled, signed by Speaker of the House",22
SB71,2023,RS,2023-03-16,delivered to Governor,23
SB71,2023,RS,2023-03-22,signed by Governor (Acts Ch. 52),24
SB72,2023,RS,2023-02-07,introduced in Senate,1
SB72,2023,RS,2023-02-07,to Committee on Committees (S),2
SB72,2023,RS,2023-02-09,to Transportation (S),3
SB72,2023,RS,2023-02-15,"reported favorably, 1st reading, to Calendar",4
SB72,2023,RS,2023-02-16,"2nd reading, to Rules",5
SB72,2023,RS,2023-02-17,"posted for passage in the Regular Orders of the Day for Wednesday, February 22, 2023",6
SB72,2023,RS,2023-02-22,"3rd reading, passed 35-0",7
SB72,2023,RS,2023-02-23,received in House,8
SB72,2023,RS,2023-02-23,to Committee on Committees (H),9
SB72,2023,RS,2023-03-02,to Transportation (H),10
SB72,2023,RS,2023-03-07,"reported favorably, 1st reading, to Calendar",11
SB72,2023,RS,2023-03-08,"2nd reading, to Rules",12
SB72,2023,RS,2023-03-08,"posted for passage in the Regular Orders of the Day for Thursday, March 09, 2023",13
SB72,2023,RS,2023-03-13,"3rd reading, passed 98-0",14
SB72,2023,RS,2023-03-14,received in Senate,15
SB72,2023,RS,2023-03-14,"enrolled, signed by President of the Senate",16
SB72,2023,RS,2023-03-14,"enrolled, signed by Speaker of the House",17
SB72,2023,RS,2023-03-14,delivered to Governor,18
SB72,2023,RS,2023-03-16,signed by Governor (Acts Ch. 5),19
SB73,2023,RS,2023-02-07,introduced in Senate,1
SB73,2023,RS,2023-02-07,to Committee on Committees (S),2
SB73,2023,RS,2023-02-09,to Licensing & Occupations (S),3
SB74,2023,RS,2023-02-07,introduced in Senate,1
SB74,2023,RS,2023-02-07,to Committee on Committees (S),2
SB74,2023,RS,2023-02-09,to Judiciary (S),3
SB76,2023,RS,2023-02-07,introduced in Senate,1
SB76,2023,RS,2023-02-07,to Committee on Committees (S),2
SB76,2023,RS,2023-02-09,to Transportation (S),3
SB77,2023,RS,2023-02-07,introduced in Senate,1
SB77,2023,RS,2023-02-07,to Committee on Committees (S),2
SB77,2023,RS,2023-02-09,to Transportation (S),3
SB78,2023,RS,2023-02-07,introduced in Senate,1
SB78,2023,RS,2023-02-07,to Committee on Committees (S),2
SB78,2023,RS,2023-02-14,to State & Local Government (S),3
SB79,2023,RS,2023-02-07,introduced in Senate,1
SB79,2023,RS,2023-02-07,to Committee on Committees (S),2
SB79,2023,RS,2023-02-09,"to Veterans, Military Affairs, & Public Protection (S)",3
SB79,2023,RS,2023-02-23,"reported favorably, 1st reading, to Calendar",4
SB79,2023,RS,2023-02-24,"2nd reading, to Rules",5
SB79,2023,RS,2023-02-28,"posted for passage in the Regular Orders of the Day for Wednesday, March 01, 2023",6
SB79,2023,RS,2023-03-01,"3rd reading, passed 36-0",7
SB79,2023,RS,2023-03-02,received in House,8
SB79,2023,RS,2023-03-02,to Committee on Committees (H),9
SB79,2023,RS,2023-03-09,"to Veterans, Military Affairs, & Public Protection (H)",10
SB79,2023,RS,2023-03-14,"reported favorably, 1st reading, to Calendar",11
SB79,2023,RS,2023-03-15,"2nd reading, to Rules",12
SB79,2023,RS,2023-03-16,taken from Rules,13
SB79,2023,RS,2023-03-16,placed in the Orders of the Day,14
SB79,2023,RS,2023-03-30,"3rd reading, passed 96-0",15
SB79,2023,RS,2023-03-30,received in Senate,16
SB79,2023,RS,2023-03-30,"enrolled, signed by President of the Senate",17
SB79,2023,RS,2023-03-30,"enrolled, signed by Speaker of the House",18
SB79,2023,RS,2023-03-30,delivered to Governor,19
SB79,2023,RS,2023-04-04,signed by Governor (Acts Ch. 172),20
SB80,2023,RS,2023-02-07,introduced in Senate,1
SB80,2023,RS,2023-02-07,to Committee on Committees (S),2
SB80,2023,RS,2023-02-09,to Judiciary (S),3
SB80,2023,RS,2023-02-16,"reported favorably, 1st reading, to Calendar with Committee Substitute (1) and Committee Amendment (1)",4
SB80,2023,RS,2023-02-17,"2nd reading, to Rules",5
SB80,2023,RS,2023-02-21,floor amendment (1) filed to Committee Substitute,6
SB80,2023,RS,2023-02-22,"posted for passage in the Regular Orders of the Day for Thursday, February 23, 2023",7
SB80,2023,RS,2023-02-23,"3rd reading, passed 32-2 with  Committee Substitute (1) and  Floor Amendment (1)",8
SB80,2023,RS,2023-02-24,received in House,9
SB80,2023,RS,2023-02-24,to Committee on Committees (H),10
SB80,2023,RS,2023-03-02,to Judiciary (H),11
SB80,2023,RS,2023-03-08,"reported favorably, 1st reading, to Calendar",12
SB80,2023,RS,2023-03-08,floor amendment (1) filed,13
SB80,2023,RS,2023-03-09,"2nd reading, to Rules",14
SB80,2023,RS,2023-03-09,"posted for passage in the Regular Orders of the Day for Friday, March 10, 2023",15
SB80,2023,RS,2023-03-13,"3rd reading, passed 93-3 with Floor Amendment (1)",16
SB80,2023,RS,2023-03-14,received in Senate,17
SB80,2023,RS,2023-03-14,to Rules (S),18
SB80,2023,RS,2023-03-15,posted for passage for concurrence in House Floor Amendment (1),19
SB80,2023,RS,2023-03-15,Senate concurred in House Floor Amendment (1),20
SB80,2023,RS,2023-03-15,passed 32 -2,21
SB80,2023,RS,2023-03-16,"enrolled, signed by President of the Senate",22
SB80,2023,RS,2023-03-16,"enrolled, signed by Speaker of the House",23
SB80,2023,RS,2023-03-16,delivered to Governor,24
SB80,2023,RS,2023-03-27,signed by Governor  (Acts Ch. 109),25
SB81,2023,RS,2023-02-07,introduced in Senate,1
SB81,2023,RS,2023-02-07,to Committee on Committees (S),2
SB81,2023,RS,2023-02-09,to Education (S),3
SB81,2023,RS,2023-02-23,"reported favorably, 1st reading, to Calendar",4
SB81,2023,RS,2023-02-23,floor amendment (1) filed,5
SB81,2023,RS,2023-02-24,"2nd reading, to Rules",6
SB81,2023,RS,2023-02-24,floor amendment (2) filed,7
SB81,2023,RS,2023-02-28,"posted for passage in the Regular Orders of the Day for Wednesday, March 01, 2023",8
SB81,2023,RS,2023-03-01,floor amendment (1) withdrawn,9
SB81,2023,RS,2023-03-01,"3rd reading, passed 35 -1 with Floor Amendment (2)",10
SB81,2023,RS,2023-03-02,received in House,11
SB81,2023,RS,2023-03-02,to Committee on Committees (H),12
SB81,2023,RS,2023-03-10,to Education (H),13
SB81,2023,RS,2023-03-13,"reported favorably, 1st reading, to Calendar",14
SB81,2023,RS,2023-03-14,"2nd reading, to Rules",15
SB81,2023,RS,2023-03-14,"posted for passage in the Regular Orders of the Day for Wednesday, March 15, 2023",16
SB81,2023,RS,2023-03-30,"3rd reading, passed 93-0",17
SB81,2023,RS,2023-03-30,received in Senate,18
SB81,2023,RS,2023-03-30,"enrolled, signed by President of the Senate",19
SB81,2023,RS,2023-03-30,"enrolled, signed by Speaker of the House",20
SB81,2023,RS,2023-03-30,delivered to Governor,21
SB81,2023,RS,2023-03-31,signed by Governor (Acts Ch. 154),22
SB82,2023,RS,2023-02-07,introduced in Senate,1
SB82,2023,RS,2023-02-07,to Committee on Committees (S),2
SB82,2023,RS,2023-02-09,to Licensing & Occupations (S),3
SB82,2023,RS,2023-03-13,taken from Licensing & Occupations (S),4
SB82,2023,RS,2023-03-13,1st reading,5
SB82,2023,RS,2023-03-13,returned to Licensing & Occupations (S),6
SB83,2023,RS,2023-02-07,introduced in Senate,1
SB83,2023,RS,2023-02-07,to Committee on Committees (S),2
SB83,2023,RS,2023-02-09,to Licensing & Occupations (S),3
SB84,2023,RS,2023-02-07,introduced in Senate,1
SB84,2023,RS,2023-02-07,to Committee on Committees (S),2
SB84,2023,RS,2023-02-09,"to Veterans, Military Affairs, & Public Protection (S)",3
SB85,2023,RS,2023-02-07,introduced in Senate,1
SB85,2023,RS,2023-02-07,to Committee on Committees (S),2
SB85,2023,RS,2023-02-09,to Families & Children (S),3
SB86,2023,RS,2023-02-07,introduced in Senate,1
SB86,2023,RS,2023-02-07,to Committee on Committees (S),2
SB86,2023,RS,2023-02-09,to Appropriations & Revenue (S),3
SB87,2023,RS,2023-02-07,introduced in Senate,1
SB87,2023,RS,2023-02-07,to Committee on Committees (S),2
SB87,2023,RS,2023-02-09,"to Veterans, Military Affairs, & Public Protection (S)",3
SB88,2023,RS,2023-02-07,introduced in Senate,1
SB88,2023,RS,2023-02-07,to Committee on Committees (S),2
SB88,2023,RS,2023-02-09,to Health Services (S),3
SB89,2023,RS,2023-02-07,introduced in Senate,1
SB89,2023,RS,2023-02-07,to Committee on Committees (S),2
SB89,2023,RS,2023-02-10,to State & Local Government (S),3
SB89,2023,RS,2023-02-22,"reported favorably, 1st reading, to Calendar with Committee Substitute (1) and Committee Amendment (1-title)",4
SB89,2023,RS,2023-02-23,"2nd reading, to Rules",5
SB89,2023,RS,2023-02-28,"posted for passage in the Regular Orders of the Day for Wednesday, March 01, 2023",6
SB89,2023,RS,2023-03-01,"3rd reading, passed 36 -0 with Committee Substitute (1) and  Committee Amendment (1-title)",7
SB89,2023,RS,2023-03-02,received in House,8
SB89,2023,RS,2023-03-02,to Committee on Committees (H),9
SB89,2023,RS,2023-03-09,to Local Government (H),10
SB89,2023,RS,2023-03-10,taken from Local Government (H),11
SB89,2023,RS,2023-03-10,1st reading,12
SB89,2023,RS,2023-03-10,returned to Local Government (H),13
SB89,2023,RS,2023-03-13,taken from Local Government (H),14
SB89,2023,RS,2023-03-13,2nd reading,15
SB89,2023,RS,2023-03-13,returned to Local Government (H),16
SB89,2023,RS,2023-03-15,"reported favorably, to Rules",17
SB89,2023,RS,2023-03-15,taken from Rules,18
SB89,2023,RS,2023-03-15,placed in the Orders of the Day,19
SB89,2023,RS,2023-03-16,"3rd reading, passed 91-0",20
SB89,2023,RS,2023-03-16,received in Senate,21
SB89,2023,RS,2023-03-16,"enrolled, signed by President of the Senate",22
SB89,2023,RS,2023-03-16,"enrolled, signed by Speaker of the House",23
SB89,2023,RS,2023-03-16,delivered to Governor,24
SB89,2023,RS,2023-03-24,signed by Governor (Acts Ch. 102),25
SB90,2023,RS,2023-02-07,introduced in Senate,1
SB90,2023,RS,2023-02-07,to Committee on Committees (S),2
SB90,2023,RS,2023-02-09,to Health Services (S),3
SB90,2023,RS,2023-02-22,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
SB90,2023,RS,2023-02-23,"2nd reading, to Rules",5
SB90,2023,RS,2023-02-24,floor amendment (1) filed to Committee Substitute,6
SB90,2023,RS,2023-02-28,"posted for passage in the Regular Orders of the Day for Wednesday, March 01, 2023",7
SB90,2023,RS,2023-03-01,floor amendment (2) filed to Committee Substitute,8
SB90,2023,RS,2023-03-01,passed over and retained in the Orders of the Day,9
SB90,2023,RS,2023-03-02,"3rd reading, passed 35-0 with Committee Substitute (1) and  Floor Amendments (1) and (2)",10
SB90,2023,RS,2023-03-03,received in House,11
SB90,2023,RS,2023-03-03,to Committee on Committees (H),12
SB90,2023,RS,2023-03-10,to Transportation (H),13
SB91,2023,RS,2023-02-07,introduced in Senate,1
SB91,2023,RS,2023-02-07,to Committee on Committees (S),2
SB91,2023,RS,2023-02-09,"to Veterans, Military Affairs, & Public Protection (S)",3
SB92,2023,RS,2023-02-07,introduced in Senate,1
SB92,2023,RS,2023-02-07,to Committee on Committees (S),2
SB92,2023,RS,2023-02-09,to Agriculture (S),3
SB92,2023,RS,2023-02-28,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
SB92,2023,RS,2023-03-01,"2nd reading, to Rules",5
SB92,2023,RS,2023-03-01,"posted for passage in the Regular Orders of the Day for Friday, March 03, 2023",6
SB92,2023,RS,2023-03-03,"3rd reading, passed 34 -0 with Committee Substitute (1)",7
SB92,2023,RS,2023-03-03,received in House,8
SB92,2023,RS,2023-03-03,to Committee on Committees (H),9
SB92,2023,RS,2023-03-16,taken from Committee on Committees (H),10
SB92,2023,RS,2023-03-16,1st reading,11
SB92,2023,RS,2023-03-16,returned to Committee on Committees (H),12
SB92,2023,RS,2023-03-16,to Appropriations & Revenue (H),13
SJR52,2023,RS,2023-02-07,introduced in Senate,1
SJR52,2023,RS,2023-02-07,to Committee on Committees (S),2
SJR52,2023,RS,2023-02-09,to Transportation (S),3
SJR54,2023,RS,2023-02-07,introduced in Senate,1
SJR54,2023,RS,2023-02-07,to Committee on Committees (S),2
SJR54,2023,RS,2023-02-09,to Health Services (S),3
SJR54,2023,RS,2023-02-15,"reported favorably, 1st reading, to Calendar",4
SJR54,2023,RS,2023-02-16,"2nd reading, to Rules",5
SJR54,2023,RS,2023-02-22,"posted for passage in the Regular Orders of the Day for Thursday, February 23, 2023",6
SJR54,2023,RS,2023-02-23,"3rd reading, passed 35-0",7
SJR54,2023,RS,2023-02-24,received in House,8
SJR54,2023,RS,2023-02-24,to Committee on Committees (H),9
SJR54,2023,RS,2023-03-03,to Health Services (H),10
SJR54,2023,RS,2023-03-09,"reported favorably, 1st reading, to Calendar",11
SJR54,2023,RS,2023-03-10,"2nd reading, to Rules",12
SJR54,2023,RS,2023-03-13,"posted for passage in the Regular Orders of the Day for Tuesday, March 14, 2023",13
SJR54,2023,RS,2023-03-14,floor amendment (1) filed,14
SJR54,2023,RS,2023-03-15,floor amendment (2-title) filed,15
SJR54,2023,RS,2023-03-15,"3rd reading, passed 100-0 with Floor Amendments (1) and (2-title)",16
SJR54,2023,RS,2023-03-15,received in Senate,17
SJR54,2023,RS,2023-03-15,to Rules (S),18
SJR54,2023,RS,2023-03-15,posted for passage for concurrence in House Floor Amendments (1) and (2-title),19
SJR54,2023,RS,2023-03-16,Senate concurred in House amendment Floor Amendments (1) and (2-title),20
SJR54,2023,RS,2023-03-16,passed 34-0,21
SJR54,2023,RS,2023-03-16,"enrolled, signed by President of the Senate",22
SJR54,2023,RS,2023-03-16,"enrolled, signed by Speaker of the House",23
SJR54,2023,RS,2023-03-16,delivered to Governor,24
SJR54,2023,RS,2023-03-22,signed by Governor (Acts Ch. 46),25
SJR58,2023,RS,2023-02-07,introduced in Senate,1
SJR58,2023,RS,2023-02-07,to Committee on Committees (S),2
SJR58,2023,RS,2023-02-09,to Transportation (S),3
SJR58,2023,RS,2023-03-01,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
SJR58,2023,RS,2023-03-02,"2nd reading, to Rules",5
SJR58,2023,RS,2023-03-03,"posted for passage in the Regular Orders of the Day for Tuesday, March 07, 2023",6
SJR58,2023,RS,2023-03-07,"3rd reading, passed 37-0 with Committee Substitute (1)",7
SJR58,2023,RS,2023-03-07,received in House,8
SJR58,2023,RS,2023-03-07,to Committee on Committees (H),9
SJR58,2023,RS,2023-03-09,to Transportation (H),10
SJR58,2023,RS,2023-03-14,"reported favorably, 1st reading, to Calendar",11
SJR58,2023,RS,2023-03-15,"2nd reading, to Rules",12
SJR58,2023,RS,2023-03-16,taken from Rules,13
SJR58,2023,RS,2023-03-16,floor amendments (1) and (2-title) filed,14
SJR58,2023,RS,2023-03-16,placed in the Orders of the Day,15
SJR58,2023,RS,2023-03-16,passed 94-0,16
SJR58,2023,RS,2023-03-16,received in Senate,17
SJR58,2023,RS,2023-03-16,"enrolled, signed by President of the Senate",18
SJR58,2023,RS,2023-03-16,"enrolled, signed by Speaker of the House",19
SJR58,2023,RS,2023-03-16,delivered to Governor,20
SJR58,2023,RS,2023-03-23,signed by Governor (Acts Ch. 79),21
SR40,2023,RS,2023-02-07,introduced in Senate,1
SR40,2023,RS,2023-02-07,to Committee on Committees (S),2
SR40,2023,RS,2023-02-07,adopted by voice vote,3
SR41,2023,RS,2023-02-07,introduced in Senate,1
SR41,2023,RS,2023-02-07,to Committee on Committees (S),2
SR41,2023,RS,2023-02-07,adopted by voice vote,3
SR42,2023,RS,2023-02-07,introduced in Senate,1
SR42,2023,RS,2023-02-07,to Committee on Committees (S),2
SR42,2023,RS,2023-02-08,to Senate Floor,3
SR42,2023,RS,2023-02-08,adopted by voice vote,4
SR43,2023,RS,2023-02-07,introduced in Senate,1
SR43,2023,RS,2023-02-07,to Committee on Committees (S),2
SR43,2023,RS,2023-02-09,to Senate Floor,3
SR43,2023,RS,2023-03-08,adopted by voice vote,4
SR44,2023,RS,2023-02-07,introduced in Senate,1
SR44,2023,RS,2023-02-07,to Committee on Committees (S),2
SR44,2023,RS,2023-02-09,"to Economic Development, Tourism, & Labor (S)",3
SR44,2023,RS,2023-03-02,"reported favorably, to Rules as a consent bill",4
SR44,2023,RS,2023-03-30,"posted for passage in the Consent Orders of the Day for Thursday, March 30, 2023",5
SR44,2023,RS,2023-03-30,adopted 37-0,6
SR45,2023,RS,2023-02-07,introduced in Senate,1
SR45,2023,RS,2023-02-07,to Committee on Committees (S),2
SR45,2023,RS,2023-02-09,"to Economic Development, Tourism, & Labor (S)",3
SR45,2023,RS,2023-03-02,"reported favorably, to Rules as a consent bill",4
SR45,2023,RS,2023-03-30,"posted for passage in the Consent Orders of the Day for Thursday, March 30, 2023",5
SR45,2023,RS,2023-03-30,adopted 37-0,6
SR46,2023,RS,2023-02-07,introduced in Senate,1
SR46,2023,RS,2023-02-07,to Committee on Committees (S),2
SR46,2023,RS,2023-02-09,to Natural Resources & Energy (S),3
SR46,2023,RS,2023-03-01,"reported favorably, to Rules",4
SR46,2023,RS,2023-03-30,"posted for passage in the Consent Orders of the Day for Thursday, March 30, 2023",5
SR46,2023,RS,2023-03-30,adopted 37-0,6
SR47,2023,RS,2023-02-07,introduced in Senate,1
SR47,2023,RS,2023-02-07,to Committee on Committees (S),2
SR47,2023,RS,2023-02-09,to Senate Floor,3
SR47,2023,RS,2023-03-30,adopted by voice vote,4
SR48,2023,RS,2023-02-07,introduced in Senate,1
SR48,2023,RS,2023-02-07,to Committee on Committees (S),2
SR48,2023,RS,2023-02-09,to Senate Floor,3
SR48,2023,RS,2023-02-10,adopted by voice vote,4
SR49,2023,RS,2023-02-07,introduced in Senate,1
SR49,2023,RS,2023-02-07,to Committee on Committees (S),2
SR49,2023,RS,2023-02-09,to Senate Floor,3
SR49,2023,RS,2023-02-10,adopted by voice vote,4
SR50,2023,RS,2023-02-07,introduced in Senate,1
SR50,2023,RS,2023-02-07,to Committee on Committees (S),2
SR50,2023,RS,2023-02-09,to Senate Floor,3
SR50,2023,RS,2023-02-10,adopted by voice vote,4
SR51,2023,RS,2023-02-07,introduced in Senate,1
SR51,2023,RS,2023-02-07,to Committee on Committees (S),2
SR51,2023,RS,2023-02-09,to Senate Floor,3
SR51,2023,RS,2023-02-24,adopted by voice vote,4
SR53,2023,RS,2023-02-07,introduced in Senate,1
SR53,2023,RS,2023-02-07,to Committee on Committees (S),2
SR53,2023,RS,2023-02-09,to Senate Floor,3
SR53,2023,RS,2023-02-14,adopted by voice vote,4
SR55,2023,RS,2023-02-07,introduced in Senate,1
SR55,2023,RS,2023-02-07,to Committee on Committees (S),2
SR55,2023,RS,2023-02-09,to Senate Floor,3
SR55,2023,RS,2023-03-02,adopted by voice vote,4
SR56,2023,RS,2023-02-07,introduced in Senate,1
SR56,2023,RS,2023-02-07,to Committee on Committees (S),2
SR56,2023,RS,2023-02-08,to Senate Floor,3
SR56,2023,RS,2023-02-08,adopted by voice vote,4
SR57,2023,RS,2023-02-07,introduced in Senate,1
SR57,2023,RS,2023-02-07,to Committee on Committees (S),2
SR57,2023,RS,2023-02-09,to Senate Floor,3
SR57,2023,RS,2023-02-22,adopted by voice vote,4
SR59,2023,RS,2023-02-07,introduced in Senate,1
SR59,2023,RS,2023-02-07,to Committee on Committees (S),2
SR59,2023,RS,2023-02-08,to Senate Floor,3
SR59,2023,RS,2023-02-08,adopted by voice vote,4
SR60,2023,RS,2023-02-07,introduced in Senate,1
SR60,2023,RS,2023-02-07,to Committee on Committees (S),2
SR60,2023,RS,2023-02-09,to Senate Floor,3
SR60,2023,RS,2023-03-02,adopted by voice vote,4
SR61,2023,RS,2023-02-07,introduced in Senate,1
SR61,2023,RS,2023-02-07,to Committee on Committees (S),2
SR61,2023,RS,2023-02-08,to Senate Floor,3
SR61,2023,RS,2023-02-08,adopted by voice vote,4
SR62,2023,RS,2023-02-07,introduced in Senate,1
SR62,2023,RS,2023-02-07,to Committee on Committees (S),2
SR62,2023,RS,2023-02-09,to Senate Floor,3
SR62,2023,RS,2023-03-07,adopted by voice vote,4
SR63,2023,RS,2023-02-07,introduced in Senate,1
SR63,2023,RS,2023-02-07,to Committee on Committees (S),2
SR63,2023,RS,2023-02-09,to Senate Floor,3
SR63,2023,RS,2023-03-30,adopted,4
SR64,2023,RS,2023-02-07,introduced in Senate,1
SR64,2023,RS,2023-02-07,to Committee on Committees (S),2
SR64,2023,RS,2023-02-09,to Senate Floor,3
SR64,2023,RS,2023-03-30,adopted,4
SR65,2023,RS,2023-02-07,introduced in Senate,1
SR65,2023,RS,2023-02-07,to Committee on Committees (S),2
SR65,2023,RS,2023-02-09,to Senate Floor,3
SR65,2023,RS,2023-02-17,adopted by voice vote,4
SR66,2023,RS,2023-02-07,introduced in Senate,1
SR66,2023,RS,2023-02-07,to Committee on Committees (S),2
SR66,2023,RS,2023-02-09,to Senate Floor,3
SR66,2023,RS,2023-03-30,adopted,4
SR67,2023,RS,2023-02-07,introduced in Senate,1
SR67,2023,RS,2023-02-07,to Committee on Committees (S),2
SR67,2023,RS,2023-02-09,to Senate Floor,3
SR67,2023,RS,2023-02-09,adopted by voice vote,4
SR68,2023,RS,2023-02-07,introduced in Senate,1
SR68,2023,RS,2023-02-07,to Committee on Committees (S),2
SR68,2023,RS,2023-02-09,to Senate Floor,3
SR68,2023,RS,2023-03-02,adopted by voice vote,4
HB130,2023,RS,2023-01-06,introduced in House,1
HB130,2023,RS,2023-01-06,to Committee on Committees (H),2
HB130,2023,RS,2023-02-09,to Agriculture (H),3
HB130,2023,RS,2023-02-22,"reported favorably, 1st reading, to Calendar",4
HB130,2023,RS,2023-02-23,"2nd reading, to Rules",5
HB130,2023,RS,2023-02-24,"posted for passage in the Regular Orders of the Day for Tuesday, February 28, 2023",6
HB130,2023,RS,2023-02-28,"3rd reading, passed 97-0",7
HB130,2023,RS,2023-03-01,received in Senate,8
HB130,2023,RS,2023-03-01,to Committee on Committees (S),9
HB130,2023,RS,2023-03-03,to Agriculture (S),10
HB130,2023,RS,2023-03-07,"reported favorably, 1st reading, to Calendar with Committee Substitute (1) and Committee Amendment (1-title)",11
HB130,2023,RS,2023-03-07,floor amendment (1) filed to Committee Substitute,12
HB130,2023,RS,2023-03-08,"2nd reading, to Rules",13
HB130,2023,RS,2023-03-08,"posted for passage in the Regular Orders of the Day for Friday, March 10, 2023",14
HB130,2023,RS,2023-03-10,3rd reading,15
HB130,2023,RS,2023-03-10,floor amendment withdrawn Floor Amendment (1),16
HB130,2023,RS,2023-03-10,passed 33 -0 with Committee Substitute (1) and  Committee Amendment (1-title),17
HB130,2023,RS,2023-03-13,received in House,18
HB130,2023,RS,2023-03-13,to Rules (H),19
HB130,2023,RS,2023-03-14,posted for passage for concurrence in Senate Committee Substitute (1) and Committee Amendment (1-title),20
HB130,2023,RS,2023-03-15,House concurred in Senate amendment Committee Substitute (1) and  Committee Amendment (1-title),21
HB130,2023,RS,2023-03-15,passed 97-0,22
HB130,2023,RS,2023-03-16,"enrolled, signed by Speaker of the House",23
HB130,2023,RS,2023-03-16,"enrolled, signed by President of the Senate",24
HB130,2023,RS,2023-03-16,delivered to Governor,25
HB130,2023,RS,2023-03-17,signed by Governor (Acts Ch. 10),26
HB131,2023,RS,2023-01-06,introduced in House,1
HB131,2023,RS,2023-01-06,to Committee on Committees (H),2
HB132,2023,RS,2023-01-06,introduced in House,1
HB132,2023,RS,2023-01-06,to Committee on Committees (H),2
