bill_id,session,chamber,action_date,action,order,journal_page
HB2543,2023_2024_RS,Senate,2024-03-12,"Hearing: Tuesday, March 12, 2024, 8:30 AM Room 144-S",11,
HB2543,2023_2024_RS,Senate,2024-03-05,Referred toCommittee on Agriculture and Natural Resources,10,
HB2543,2023_2024_RS,Senate,2024-03-04,Received and Introduced,9,
HB2543,2023_2024_RS,House,2024-02-29,Emergency Final Action - Passed; Yea: 111 Nay: 4,8,
HB2543,2023_2024_RS,House,2024-02-29,Committee of the Whole - Be passed,7,
HB2543,2023_2024_RS,House,2024-02-28,Withdrawn from Committee on Appropriations and re-referred to Committee of the Whole,6,
HB2543,2023_2024_RS,House,2024-02-23,Withdrawn from Calendar; Referred toCommittee on Appropriations,5,
HB2543,2023_2024_RS,House,2024-02-15,Committee Report recommending bill be passed byCommittee on Agriculture and Natural Resources,4,
HB2543,2023_2024_RS,House,2024-02-08,"Hearing: Thursday, February 8, 2024, 3:30 PM Room 112-N",3,
HB2543,2023_2024_RS,House,2024-01-18,Referred toCommittee on Agriculture and Natural Resources,2,
HB2543,2023_2024_RS,House,2024-01-18,Introduced,1,
HB2544,2023_2024_RS,House,2024-04-30,Died on Calendar,8,
HB2544,2023_2024_RS,House,2024-03-13,"Committee Report recommending bill be passed as amended byCommittee on Commerce, Labor and Economic Development",7,
HB2544,2023_2024_RS,House,2024-02-28,"Withdrawn from Committee on Appropriations; Rereferred toCommittee on Commerce, Labor and Economic Development",6,
HB2544,2023_2024_RS,House,2024-02-23,Withdrawn from Calendar; Referred toCommittee on Appropriations,5,
HB2544,2023_2024_RS,House,2024-01-31,"Committee Report recommending bill be passed as amended byCommittee on Commerce, Labor and Economic Development",4,
HB2544,2023_2024_RS,House,2024-01-25,"Hearing: Thursday, January 25, 2024, 1:30 PM Room 346-S",3,
HB2544,2023_2024_RS,House,2024-01-18,"Referred toCommittee on Commerce, Labor and Economic Development",2,
HB2544,2023_2024_RS,House,2024-01-18,Introduced,1,
HB2545,2023_2024_RS,House,2024-04-25,"Approved by Governor on Monday, April 15, 2024",17,
HB2545,2023_2024_RS,House,2024-04-05,"Enrolled and presented to Governor on Friday, April 5, 2024",16,
HB2545,2023_2024_RS,House,2024-04-01,"Engrossed on Friday, March 29, 2024",15,
HB2545,2023_2024_RS,House,2024-03-27,Concurred with amendments; Yea: 121 Nay: 1,14,
HB2545,2023_2024_RS,Senate,2024-02-22,Emergency Final Action - Passed as amended; Yea: 40 Nay: 0,13,
HB2545,2023_2024_RS,Senate,2024-02-22,Committee of the Whole - Be passed as further amended,12,
HB2545,2023_2024_RS,Senate,2024-02-22,Committee of the Whole - Amendment by Senator Peck was adopted,11,
HB2545,2023_2024_RS,Senate,2024-02-22,Committee of the Whole - Motion to Amend - Offered by Senator Peck,10,
HB2545,2023_2024_RS,Senate,2024-02-22,Committee of the Whole - Committee Report be adopted,9,
HB2545,2023_2024_RS,Senate,2024-02-21,Committee Report recommending bill be passed as amended byCommittee on Commerce,8,
HB2545,2023_2024_RS,Senate,2024-02-07,Referred toCommittee on Commerce,7,
HB2545,2023_2024_RS,Senate,2024-02-06,Received and Introduced,6,
HB2545,2023_2024_RS,House,2024-02-06,Final Action - Passed; Yea: 118 Nay: 3,5,
HB2545,2023_2024_RS,House,2024-01-30,Committee Report recommending bill be passed and placed on Consent Calendar by,4,
HB2545,2023_2024_RS,House,2024-01-25,"Hearing: Thursday, January 25, 2024, 1:30 PM Room 346-S",3,
HB2545,2023_2024_RS,House,2024-01-18,"Referred toCommittee on Commerce, Labor and Economic Development",2,
HB2545,2023_2024_RS,House,2024-01-18,Introduced,1,
HB2546,2023_2024_RS,House,2024-04-30,Died in Committee,3,
HB2546,2023_2024_RS,House,2024-01-18,Referred toCommittee on Taxation,2,1637
HB2546,2023_2024_RS,House,2024-01-18,Introduced,1,1610
HB2547,2023_2024_RS,House,2024-04-25,"Approved by Governor on Friday, April 19, 2024",21,
HB2547,2023_2024_RS,House,2024-04-05,"Enrolled and presented to Governor on Tuesday, April 9, 2024",20,
HB2547,2023_2024_RS,House,2024-04-05,"Engrossed on Monday, April 8, 2024",19,
HB2547,2023_2024_RS,House,2024-04-05,Conference Committee Report was adopted; Yea: 120 Nay: 1,18,
HB2547,2023_2024_RS,Senate,2024-04-05,Conference Committee Report was adopted; Yea: 35 Nay: 3,17,
HB2547,2023_2024_RS,Senate,2024-04-04,Conference committee report now available,16,
HB2547,2023_2024_RS,Senate,2024-04-01,"Motion to accede adopted; Senator Gossage, Senator Erickson and Senator Pettey appointed as conferees",15,
HB2547,2023_2024_RS,House,2024-04-01,"Nonconcurred with amendments; Conference Committee requested; appointedRepresentative Landwehr , Representative Eplee and Representative Ruiz, S. as conferees",14,
HB2547,2023_2024_RS,Senate,2024-03-27,Final Action - Passed as amended; Yea: 40 Nay: 0,13,
HB2547,2023_2024_RS,Senate,2024-03-26,Committee of the Whole - Be passed as amended,12,
HB2547,2023_2024_RS,Senate,2024-03-26,Committee of the Whole - Committee Report be adopted,11,
HB2547,2023_2024_RS,Senate,2024-03-20,Committee Report recommending bill be passed as amended byCommittee on Public Health and Welfare,10,
HB2547,2023_2024_RS,Senate,2024-03-12,"Hearing: Tuesday, March 12, 2024, 8:30 AM Room 142-S",9,
HB2547,2023_2024_RS,Senate,2024-02-28,Referred toCommittee on Public Health and Welfare,8,
HB2547,2023_2024_RS,Senate,2024-02-23,Received and Introduced,7,
HB2547,2023_2024_RS,House,2024-02-22,Final Action - Passed; Yea: 116 Nay: 4,6,
HB2547,2023_2024_RS,House,2024-02-21,Committee of the Whole - Be passed,5,
HB2547,2023_2024_RS,House,2024-02-07,Committee Report recommending bill be passed byCommittee on Health and Human Services,4,
HB2547,2023_2024_RS,House,2024-01-30,"Hearing: Tuesday, January 30, 2024, 1:30 PM Room 112-N",3,
HB2547,2023_2024_RS,House,2024-01-18,Referred toCommittee on Health and Human Services,2,
HB2547,2023_2024_RS,House,2024-01-18,Introduced,1,
HB2548,2023_2024_RS,House,2024-02-23,Stricken from Calendar by Rule 1507,5,
HB2548,2023_2024_RS,House,2024-02-08,Committee Report recommending bill be passed as amended byCommittee on Health and Human Services,4,
HB2548,2023_2024_RS,House,2024-02-06,"Hearing: Tuesday, February 6, 2024, 1:30 PM Room 112-N",3,
HB2548,2023_2024_RS,House,2024-01-18,Referred toCommittee on Health and Human Services,2,
HB2548,2023_2024_RS,House,2024-01-18,Introduced,1,
HB2549,2023_2024_RS,House,2024-04-25,"Approved by Governor on Monday, April 15, 2024",17,
HB2549,2023_2024_RS,House,2024-04-05,"Enrolled and presented to Governor on Friday, April 5, 2024",16,
HB2549,2023_2024_RS,Senate,2024-03-27,Emergency Final Action - Passed; Yea: 40 Nay: 0,15,
HB2549,2023_2024_RS,Senate,2024-03-27,Committee of the Whole - Be passed,14,
HB2549,2023_2024_RS,Senate,2024-03-20,Committee Report recommending bill be passed byCommittee on Judiciary,13,
HB2549,2023_2024_RS,Senate,2024-03-06,"Hearing: Wednesday, March 6, 2024, 10:30 AM Room 346-S",12,
HB2549,2023_2024_RS,Senate,2024-02-28,Referred toCommittee on Judiciary,11,
HB2549,2023_2024_RS,Senate,2024-02-23,Received and Introduced,10,
HB2549,2023_2024_RS,House,2024-02-22,Final Action - Passed as amended; Yea: 119 Nay: 1,9,
HB2549,2023_2024_RS,House,2024-02-22,"Engrossed on Wednesday, February 21, 2024",8,
HB2549,2023_2024_RS,House,2024-02-21,Committee of the Whole - Be passed as amended,7,
HB2549,2023_2024_RS,House,2024-02-21,Committee of the Whole - Amendment by Representative Concannon was adopted,6,
HB2549,2023_2024_RS,House,2024-02-21,Committee of the Whole - Motion to Amend - Offered by Representative Concannon,5,
HB2549,2023_2024_RS,House,2024-02-08,Committee Report recommending bill be passed byCommittee on Judiciary,4,
HB2549,2023_2024_RS,House,2024-01-24,"Hearing: Wednesday, January 24, 2024, 3:30 PM Room 582-N",3,
HB2549,2023_2024_RS,House,2024-01-18,Referred toCommittee on Judiciary,2,
HB2549,2023_2024_RS,House,2024-01-18,Introduced,1,
HB2550,2023_2024_RS,House,2024-04-30,Died in Committee,3,
HB2550,2023_2024_RS,House,2024-01-18,Referred toCommittee on Judiciary,2,1637
HB2550,2023_2024_RS,House,2024-01-18,Introduced,1,1635
HB2551,2023_2024_RS,House,2024-04-30,No motion to reconsider line item vetoes; Vetoes sustained,23,
HB2551,2023_2024_RS,House,2024-04-30,"Approved by Governor except line item veto of 8a, 9a, 12a, 12b, 13, 15, 16, 17, 18, 23g, 30b, 31e, 34a, 39a, 40a, 41, 45d, 49b, 49c, 54e on Thursday, May 16, 2024",22,
HB2551,2023_2024_RS,House,2024-04-30,"Enrolled and presented to Governor on Tuesday, May 7, 2024",21,
HB2551,2023_2024_RS,House,2024-04-30,"Engrossed on Wednesday, May 1, 2024",20,
HB2551,2023_2024_RS,House,2024-04-30,Conference Committee Report was adopted; Yea: 71 Nay: 49,19,
HB2551,2023_2024_RS,House,2024-04-30,Motion to suspend Joint Rule 4 (k) to allow consideration adopted;,18,
HB2551,2023_2024_RS,Senate,2024-04-30,Conference Committee Report was adopted; Yea: 22 Nay: 12,17,
HB2551,2023_2024_RS,Senate,2024-04-30,Conference committee report now available,16,
HB2551,2023_2024_RS,Senate,2024-04-01,"Motion to accede adopted; Senator Billinger, Senator Claeys and Senator Pettey appointed as conferees",15,
HB2551,2023_2024_RS,House,2024-04-01,"Nonconcurred with amendments; Conference Committee requested; appointedRepresentative Waymaster , Representative Hoffman and Representative Helgerson as conferees",14,
HB2551,2023_2024_RS,Senate,2024-03-27,Final Action - Passed as amended; Yea: 40 Nay: 0,13,
HB2551,2023_2024_RS,Senate,2024-03-26,Committee of the Whole - Be passed as amended,12,
HB2551,2023_2024_RS,Senate,2024-03-26,Committee of the Whole - Committee Report be adopted,11,
HB2551,2023_2024_RS,Senate,2024-03-25,Committee Report recommending bill be passed as amended byCommittee on Ways and Means,10,
HB2551,2023_2024_RS,Senate,2024-03-19,"Hearing: Tuesday, March 19, 2024, 10:30 AM Room 548-S",9,
HB2551,2023_2024_RS,Senate,2024-03-15,Referred toCommittee on Ways and Means,8,
HB2551,2023_2024_RS,Senate,2024-03-14,Received and Introduced,7,
HB2551,2023_2024_RS,House,2024-03-14,Emergency Final Action - Passed; Yea: 121 Nay: 0,6,
HB2551,2023_2024_RS,House,2024-03-14,Committee of the Whole - Be passed,5,
HB2551,2023_2024_RS,House,2024-03-06,Committee Report recommending bill be passed byCommittee on Appropriations,4,
HB2551,2023_2024_RS,House,2024-02-01,"Hearing: Thursday, February 1, 2024, 9:00 AM Room 112-N",3,
HB2551,2023_2024_RS,House,2024-01-18,Referred toCommittee on Appropriations,2,
HB2551,2023_2024_RS,House,2024-01-18,Introduced,1,
HB2552,2023_2024_RS,House,2024-04-30,Died in Committee,4,
HB2552,2023_2024_RS,House,2024-02-07,"Hearing: Wednesday, February 7, 2024, 1:30 PM Room 152-S",3,
HB2552,2023_2024_RS,House,2024-01-18,Referred toCommittee on Child Welfare and Foster Care,2,1637
HB2552,2023_2024_RS,House,2024-01-18,Introduced,1,1635
HB2553,2023_2024_RS,House,2024-04-30,Died in Committee,4,
HB2553,2023_2024_RS,House,2024-02-07,"Hearing: Wednesday, February 7, 2024, 1:30 PM Room 152-S - CANCELED",3,
HB2553,2023_2024_RS,House,2024-01-18,Referred toCommittee on Child Welfare and Foster Care,2,1637
HB2553,2023_2024_RS,House,2024-01-18,Introduced,1,1635
HB2554,2023_2024_RS,House,2024-04-30,Died in Committee,4,
HB2554,2023_2024_RS,House,2024-02-07,"Hearing: Wednesday, February 7, 2024, 1:30 PM Room 152-S",3,
HB2554,2023_2024_RS,House,2024-01-18,Referred toCommittee on Child Welfare and Foster Care,2,1637
HB2554,2023_2024_RS,House,2024-01-18,Introduced,1,1635
HB2555,2023_2024_RS,House,2024-04-30,Died in Committee,3,
HB2555,2023_2024_RS,House,2024-01-18,Referred toCommittee on Health and Human Services,2,1637
HB2555,2023_2024_RS,House,2024-01-18,Introduced,1,1636
HB2556,2023_2024_RS,House,2024-04-30,Died in Committee,7,
HB2556,2023_2024_RS,House,2024-04-25,Withdrawn from Committee on Health and Human Services; Rereferred toCommittee on Interstate Cooperation,6,3347
HB2556,2023_2024_RS,House,2024-03-28,Withdrawn from Committee on Interstate Cooperation; Rereferred toCommittee on Health and Human Services,5,2398
HB2556,2023_2024_RS,House,2024-03-22,Withdrawn from Committee on Health and Human Services; Referred toCommittee on Interstate Cooperation,4,2279
HB2556,2023_2024_RS,House,2024-03-20,"Hearing: Wednesday, March 20, 2024, 1:00 PM Room 112-N",3,
HB2556,2023_2024_RS,House,2024-01-19,Referred toCommittee on Health and Human Services,2,1640
HB2556,2023_2024_RS,House,2024-01-19,Introduced,1,1637
HB2557,2023_2024_RS,House,2024-03-28,"Approved by Governor on Friday, March 29, 2024",14,
HB2557,2023_2024_RS,House,2024-03-26,"Enrolled and presented to Governor on Tuesday, March 26, 2024",13,
HB2557,2023_2024_RS,Senate,2024-03-21,Emergency Final Action - Passed; Yea: 36 Nay: 4,12,
HB2557,2023_2024_RS,Senate,2024-03-21,Committee of the Whole - Be passed,11,
HB2557,2023_2024_RS,Senate,2024-03-18,Committee Report recommending bill be passed byCommittee on Judiciary,10,
HB2557,2023_2024_RS,Senate,2024-03-07,"Hearing: Thursday, March 7, 2024, 10:30 AM Room 346-S",9,
HB2557,2023_2024_RS,Senate,2024-02-28,Referred toCommittee on Judiciary,8,
HB2557,2023_2024_RS,Senate,2024-02-23,Received and Introduced,7,
HB2557,2023_2024_RS,House,2024-02-22,Final Action - Passed; Yea: 108 Nay: 12,6,
HB2557,2023_2024_RS,House,2024-02-21,Committee of the Whole - Be passed,5,
HB2557,2023_2024_RS,House,2024-02-08,Committee Report recommending bill be passed byCommittee on Judiciary,4,
HB2557,2023_2024_RS,House,2024-01-30,"Hearing: Tuesday, January 30, 2024, 3:30 PM Room 582-N",3,
HB2557,2023_2024_RS,House,2024-01-19,Referred toCommittee on Judiciary,2,
HB2557,2023_2024_RS,House,2024-01-19,Introduced,1,
HB2558,2023_2024_RS,House,2024-04-30,Died in Committee,4,
HB2558,2023_2024_RS,House,2024-02-06,"Hearing: Tuesday, February 6, 2024, 1:30 PM Room 582-N",3,
HB2558,2023_2024_RS,House,2024-01-22,Referred toCommittee on Transportation,2,1642
HB2558,2023_2024_RS,House,2024-01-22,Introduced,1,1639
HB2559,2023_2024_RS,House,2024-02-23,Stricken from Calendar by Rule 1507,5,
HB2559,2023_2024_RS,House,2024-02-12,Committee Report recommending bill be passed as amended byCommittee on Elections,4,
HB2559,2023_2024_RS,House,2024-02-01,"Hearing: Thursday, February 1, 2024, 3:30 PM Room 218-N",3,
HB2559,2023_2024_RS,House,2024-01-22,Referred toCommittee on Elections,2,
HB2559,2023_2024_RS,House,2024-01-22,Introduced,1,
HB2560,2023_2024_RS,House,2024-04-25,"Approved by Governor on Friday, April 19, 2024",21,
HB2560,2023_2024_RS,House,2024-04-05,"Enrolled and presented to Governor on Tuesday, April 9, 2024",20,
HB2560,2023_2024_RS,House,2024-04-05,"Engrossed on Monday, April 8, 2024",19,
HB2560,2023_2024_RS,House,2024-04-05,Conference Committee Report was adopted; Yea: 119 Nay: 4,18,
HB2560,2023_2024_RS,Senate,2024-04-04,Conference Committee Report was adopted; Yea: 34 Nay: 5,17,
HB2560,2023_2024_RS,Senate,2024-04-04,Conference committee report now available,16,
HB2560,2023_2024_RS,Senate,2024-04-01,"Motion to accede adopted; Senator Longbine, Senator Fagg and Senator Pittman appointed as conferees",15,
HB2560,2023_2024_RS,House,2024-03-27,"Nonconcurred with amendments; Conference Committee requested; appointedRepresentative Hoheisel , Representative Clifford and Representative Xu as conferees",14,
HB2560,2023_2024_RS,Senate,2024-03-26,Final Action - Passed as amended; Yea: 39 Nay: 1,13,
HB2560,2023_2024_RS,Senate,2024-03-25,Committee of the Whole - Be passed as amended,12,
HB2560,2023_2024_RS,Senate,2024-03-25,Committee of the Whole - Committee Report be adopted,11,
HB2560,2023_2024_RS,Senate,2024-03-18,Committee Report recommending bill be passed as amended byCommittee on Financial Institutions and Insurance,10,
HB2560,2023_2024_RS,Senate,2024-03-05,"Hearing: Tuesday, March 5, 2024, 9:30 AM Room 546-S",9,
HB2560,2023_2024_RS,Senate,2024-02-29,Referred toCommittee on Financial Institutions and Insurance,8,
HB2560,2023_2024_RS,Senate,2024-02-28,Received and Introduced,7,
HB2560,2023_2024_RS,House,2024-02-22,Emergency Final Action - Passed; Yea: 119 Nay: 0,6,
HB2560,2023_2024_RS,House,2024-02-22,Committee of the Whole - Be passed,5,
HB2560,2023_2024_RS,House,2024-02-20,Committee Report recommending bill be passed byCommittee on Financial Institutions and Pensions,4,
HB2560,2023_2024_RS,House,2024-02-05,"Hearing: Monday, February 5, 2024, 9:00 AM Room 582-N",3,
HB2560,2023_2024_RS,House,2024-01-22,Referred toCommittee on Financial Institutions and Pensions,2,
HB2560,2023_2024_RS,House,2024-01-22,Introduced,1,
HB2561,2023_2024_RS,House,2024-03-28,"Approved by Governor on Friday, March 29, 2024",14,
HB2561,2023_2024_RS,House,2024-03-26,"Enrolled and presented to Governor on Tuesday, March 26, 2024",13,
HB2561,2023_2024_RS,Senate,2024-03-21,Emergency Final Action - Passed; Yea: 40 Nay: 0,12,
HB2561,2023_2024_RS,Senate,2024-03-21,Committee of the Whole - Be passed,11,
HB2561,2023_2024_RS,Senate,2024-03-12,Committee Report recommending bill be passed byCommittee on Financial Institutions and Insurance,10,
HB2561,2023_2024_RS,Senate,2024-02-28,"Hearing: Wednesday, February 28, 2024, 9:30 AM Room 546-S",9,
HB2561,2023_2024_RS,Senate,2024-02-16,Referred toCommittee on Financial Institutions and Insurance,8,
HB2561,2023_2024_RS,Senate,2024-02-15,Received and Introduced,7,
HB2561,2023_2024_RS,House,2024-02-15,Final Action - Passed; Yea: 114 Nay: 3,6,
HB2561,2023_2024_RS,House,2024-02-14,Committee of the Whole - Be passed,5,
HB2561,2023_2024_RS,House,2024-02-06,Committee Report recommending bill be passed byCommittee on Financial Institutions and Pensions,4,
HB2561,2023_2024_RS,House,2024-01-31,"Hearing: Wednesday, January 31, 2024, 9:00 AM Room 582-N",3,
HB2561,2023_2024_RS,House,2024-01-22,Referred toCommittee on Financial Institutions and Pensions,2,
HB2561,2023_2024_RS,House,2024-01-22,Introduced,1,
HB2562,2023_2024_RS,House,2024-04-25,"Approved by Governor on Friday, April 19, 2024",21,
HB2562,2023_2024_RS,House,2024-04-05,"Enrolled and presented to Governor on Tuesday, April 9, 2024",20,
HB2562,2023_2024_RS,House,2024-04-05,"Engrossed on Saturday, April 6, 2024",19,
HB2562,2023_2024_RS,House,2024-04-05,Conference Committee Report was adopted; Yea: 123 Nay: 0,18,
HB2562,2023_2024_RS,Senate,2024-04-04,Conference Committee Report was adopted; Yea: 38 Nay: 1,17,
HB2562,2023_2024_RS,Senate,2024-04-04,Conference committee report now available,16,
HB2562,2023_2024_RS,Senate,2024-03-27,"Motion to accede adopted; Senator Longbine, Senator Fagg and Senator Pittman appointed as conferees",15,
HB2562,2023_2024_RS,House,2024-03-25,"Nonconcurred with amendments; Conference Committee requested; appointedRepresentative Hoheisel , Representative Clifford and Representative Xu as conferees",14,
HB2562,2023_2024_RS,Senate,2024-03-21,Emergency Final Action - Passed as amended; Yea: 38 Nay: 2,13,
HB2562,2023_2024_RS,Senate,2024-03-21,Committee of the Whole - Be passed as amended,12,
HB2562,2023_2024_RS,Senate,2024-03-21,Committee of the Whole - Committee Report be adopted,11,
HB2562,2023_2024_RS,Senate,2024-03-18,Committee Report recommending bill be passed as amended byCommittee on Financial Institutions and Insurance,10,
HB2562,2023_2024_RS,Senate,2024-03-06,"Hearing: Wednesday, March 6, 2024, 9:30 AM Room 546-S",9,
HB2562,2023_2024_RS,Senate,2024-02-28,Referred toCommittee on Financial Institutions and Insurance,8,
HB2562,2023_2024_RS,Senate,2024-02-23,Received and Introduced,7,
HB2562,2023_2024_RS,House,2024-02-22,Final Action - Passed; Yea: 120 Nay: 0,6,
HB2562,2023_2024_RS,House,2024-02-21,Committee of the Whole - Be passed,5,
HB2562,2023_2024_RS,House,2024-02-06,Committee Report recommending bill be passed byCommittee on Financial Institutions and Pensions,4,
HB2562,2023_2024_RS,House,2024-01-29,"Hearing: Monday, January 29, 2024, 9:00 AM Room 582-N",3,
HB2562,2023_2024_RS,House,2024-01-22,Referred toCommittee on Financial Institutions and Pensions,2,
HB2562,2023_2024_RS,House,2024-01-22,Introduced,1,
HB2563,2023_2024_RS,House,2024-04-30,Died in Committee,3,
HB2563,2023_2024_RS,House,2024-01-22,Referred toCommittee on Financial Institutions and Pensions,2,1642
HB2563,2023_2024_RS,House,2024-01-22,Introduced,1,1640
HB2564,2023_2024_RS,House,2024-04-30,Died on Calendar,5,
HB2564,2023_2024_RS,House,2024-02-16,Committee Report recommending bill be passed as amended byCommittee on Agriculture and Natural Resources,4,
HB2564,2023_2024_RS,House,2024-02-06,"Hearing: Tuesday, February 6, 2024, 3:30 PM Room 112-N",3,
HB2564,2023_2024_RS,House,2024-01-22,Referred toCommittee on Agriculture and Natural Resources,2,
HB2564,2023_2024_RS,House,2024-01-22,Introduced,1,
HB2565,2023_2024_RS,House,2024-04-30,Died in Committee,3,
HB2565,2023_2024_RS,House,2024-01-22,Referred toCommittee on Health and Human Services,2,1642
HB2565,2023_2024_RS,House,2024-01-22,Introduced,1,1640
HB2566,2023_2024_RS,House,2024-04-30,Died in Committee,3,
HB2566,2023_2024_RS,House,2024-01-23,Referred toCommittee on Taxation,2,1649
HB2566,2023_2024_RS,House,2024-01-23,Introduced,1,1641
HB2567,2023_2024_RS,Senate,2024-04-30,Died in Senate Committee,12,
HB2567,2023_2024_RS,Senate,2024-03-12,"Hearing: Tuesday, March 12, 2024, 1:30 PM Room 144-S",11,
HB2567,2023_2024_RS,Senate,2024-02-29,Referred toCommittee on Education,10,
HB2567,2023_2024_RS,Senate,2024-02-28,Received and Introduced,9,
HB2567,2023_2024_RS,House,2024-02-28,"Engrossed on Tuesday, February 27, 2024",8,
HB2567,2023_2024_RS,House,2024-02-22,Final Action - Passed as amended; Yea: 114 Nay: 5,7,
HB2567,2023_2024_RS,House,2024-02-21,Committee of the Whole - Be passed as amended,6,
HB2567,2023_2024_RS,House,2024-02-21,Committee of the Whole - Committee Report be adopted,5,
HB2567,2023_2024_RS,House,2024-02-09,Committee Report recommending bill be passed as amended byCommittee on Education,4,
HB2567,2023_2024_RS,House,2024-01-30,"Hearing: Tuesday, January 30, 2024, 1:30 PM Room 218-N",3,
HB2567,2023_2024_RS,House,2024-01-23,Referred toCommittee on Education,2,
HB2567,2023_2024_RS,House,2024-01-23,Introduced,1,
HB2568,2023_2024_RS,House,2024-04-30,Died in Committee,3,
HB2568,2023_2024_RS,House,2024-01-23,Referred toCommittee on Corrections and Juvenile Justice,2,1649
HB2568,2023_2024_RS,House,2024-01-23,Introduced,1,1641
HB2569,2023_2024_RS,House,2024-04-30,Died in Committee,3,
HB2569,2023_2024_RS,House,2024-01-23,"Referred toCommittee on Commerce, Labor and Economic Development",2,1649
HB2569,2023_2024_RS,House,2024-01-23,Introduced,1,1641
HB2570,2023_2024_RS,House,2024-04-25,"Approved by Governor on Wednesday, April 24, 2024",26,
HB2570,2023_2024_RS,House,2024-04-25,"Enrolled and presented to Governor on Monday, April 15, 2024",25,
HB2570,2023_2024_RS,House,2024-04-05,"Reengrossed on Monday, April 8, 2024",24,
HB2570,2023_2024_RS,House,2024-04-05,Conference Committee Report was adopted; Yea: 123 Nay: 0,23,
HB2570,2023_2024_RS,Senate,2024-04-04,Conference Committee Report was adopted; Yea: 38 Nay: 1,22,
HB2570,2023_2024_RS,Senate,2024-04-04,Conference committee report now available,21,
HB2570,2023_2024_RS,Senate,2024-04-01,"Motion to accede adopted; Senator Erickson, Senator Dietrich and Senator Reddi appointed as conferees",20,
HB2570,2023_2024_RS,House,2024-04-01,"Nonconcurred with amendments; Conference Committee requested; appointedRepresentative Tarwater , Representative Borjon and Representative Probst as conferees",19,
HB2570,2023_2024_RS,Senate,2024-03-27,Emergency Final Action - Passed as amended; Yea: 40 Nay: 0,18,
HB2570,2023_2024_RS,Senate,2024-03-27,Committee of the Whole - Be passed as amended,17,
HB2570,2023_2024_RS,Senate,2024-03-27,Committee of the Whole - Committee Report be adopted,16,
HB2570,2023_2024_RS,Senate,2024-03-20,Committee Report recommending bill be passed as amended byCommittee on Commerce,15,
HB2570,2023_2024_RS,Senate,2024-03-07,"Hearing: Thursday, March 7, 2024, 10:30 AM Room 546-S",14,
HB2570,2023_2024_RS,Senate,2024-02-29,Referred toCommittee on Commerce,13,
HB2570,2023_2024_RS,Senate,2024-02-28,Received and Introduced,12,
HB2570,2023_2024_RS,House,2024-02-28,"Engrossed on Wednesday, February 28, 2024",11,
HB2570,2023_2024_RS,House,2024-02-22,Final Action - Substitute passed; Yea: 120 Nay: 0,10,
HB2570,2023_2024_RS,House,2024-02-21,Committee of the Whole - Substitute bill be passed,9,
HB2570,2023_2024_RS,House,2024-02-21,Committee of the Whole - Amendment by Representative Carr was rejected,8,
HB2570,2023_2024_RS,House,2024-02-21,Committee of the Whole - Motion to Amend - Offered by Representative Carr,7,
HB2570,2023_2024_RS,House,2024-02-21,Committee of the Whole - Committee Report be adopted recommending substitute bill be passed,6,
HB2570,2023_2024_RS,House,2024-02-19,Committee Report recommending substitute bill be passed by,5,
HB2570,2023_2024_RS,House,2024-02-06,"Hearing continuation: Tuesday, February 6, 2024, 1:30 PM Room 346-S",4,
HB2570,2023_2024_RS,House,2024-02-05,"Hearing: Monday, February 5, 2024, 12:00 PM Room 346-S",3,
HB2570,2023_2024_RS,House,2024-01-23,"Referred toCommittee on Commerce, Labor and Economic Development",2,
HB2570,2023_2024_RS,House,2024-01-23,Introduced,1,
HB2571,2023_2024_RS,House,2024-04-30,Died in Committee,4,
HB2571,2023_2024_RS,House,2024-02-08,"Hearing: Thursday, February 8, 2024, 3:30 PM Room 218-N",3,
HB2571,2023_2024_RS,House,2024-01-23,Referred toCommittee on Elections,2,1649
HB2571,2023_2024_RS,House,2024-01-23,Introduced,1,1642
HB2572,2023_2024_RS,House,2024-04-30,Died in Committee,4,
HB2572,2023_2024_RS,House,2024-02-08,"Hearing: Thursday, February 8, 2024, 3:30 PM Room 218-N",3,
HB2572,2023_2024_RS,House,2024-01-23,Referred toCommittee on Elections,2,1649
HB2572,2023_2024_RS,House,2024-01-23,Introduced,1,1642
HB2573,2023_2024_RS,House,2024-04-30,Died in Committee,3,
HB2573,2023_2024_RS,House,2024-01-24,Referred toCommittee on Taxation,2,1660
HB2573,2023_2024_RS,House,2024-01-24,Introduced,1,1646
HB2574,2023_2024_RS,House,2024-04-30,Died in Committee,4,
HB2574,2023_2024_RS,House,2024-02-07,"Hearing: Wednesday, February 7, 2024, 1:30 PM Room 218-N - CANCELED",3,
HB2574,2023_2024_RS,House,2024-01-24,Referred toCommittee on Education,2,1660
HB2574,2023_2024_RS,House,2024-01-24,Introduced,1,1647
HB2575,2023_2024_RS,House,2024-04-30,Died in Committee,4,
HB2575,2023_2024_RS,House,2024-01-29,"Hearing: Monday, January 29, 2024, 1:30 PM Room 582-N",3,
HB2575,2023_2024_RS,House,2024-01-24,Referred toCommittee on Transportation,2,1660
HB2575,2023_2024_RS,House,2024-01-24,Introduced,1,1647
HB2576,2023_2024_RS,House,2024-04-30,Died in Committee,4,
HB2576,2023_2024_RS,House,2024-02-01,"Hearing: Thursday, February 1, 2024, 3:30 PM Room 218-N",3,
HB2576,2023_2024_RS,House,2024-01-24,Referred toCommittee on Elections,2,1660
HB2576,2023_2024_RS,House,2024-01-24,Introduced,1,1647
