bill_number,session,session_type,chamber,action_date,action,journal_page,order
sb0617,2023,RS,Asm.,2024-02-20,Made a special order of business at 11:25 AM on 2-22-2024 pursuant to Assembly Resolution 28,734,17
sb0617,2023,RS,Asm.,2024-02-22,Read a second time,775,18
sb0617,2023,RS,Asm.,2024-02-22,Ordered to a third reading,775,19
sb0617,2023,RS,Asm.,2024-02-22,Rules suspended,775,20
sb0617,2023,RS,Asm.,2024-02-22,Read a third time and concurred in,775,21
sb0617,2023,RS,Asm.,2024-02-22,Ordered immediately messaged,775,22
sb0617,2023,RS,Sen.,2024-02-23,Received from Assembly concurred in,860,23
sb0617,2023,RS,Sen.,2024-02-27,Report correctly enrolled,873,24
sb0617,2023,RS,Sen.,2024-03-26,Presented to the Governor on 3-26-2024,937,25
sb0617,2023,RS,Sen.,2024-03-29,Report vetoed by the Governor on 3-29-2024,949,26
sb0617,2023,RS,Sen.,2024-05-13,Placed on calendar 5-14-2024 pursuant to Joint Rule 82 (2)(a),,27
sb0617,2023,RS,Sen.,2024-05-14,Failed to pass notwithstanding the objections of the Governor pursuant to Joint Rule 82,986,28
sb0618,2023,RS,Sen.,2023-11-07,"Introduced by Senators James, Ballweg, Cabral-Guevara and Quinn; 
cosponsored by Representatives Novak, Dittrich, Donovan and Kitchens",575,1
sb0618,2023,RS,Sen.,2023-11-07,Read first time and referred to Committee on Insurance and Small Business,575,2
sb0618,2023,RS,Sen.,2024-01-03,Fiscal estimate received,,3
sb0618,2023,RS,Sen.,2024-01-11,Representatives Subeck and Rozar added as cosponsors,710,4
sb0618,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,5
sb0619,2023,RS,Sen.,2023-11-07,"Introduced by Senators James, Cowles, Pfaff, Smith, Spreitzer and Testin; 
cosponsored by Representatives Novak, Shankland, Tranel, Oldenburg, Dittrich, C. Anderson, Goeben, Gundrum, Hurd, Jacobson, Joers, Kitchens, Krug, Kurtz, Moses, Mursau and Schmidt",575,1
sb0619,2023,RS,Sen.,2023-11-07,Read first time and referred to Committee on Agriculture and Tourism,575,2
sb0619,2023,RS,Sen.,2023-11-15,Senate Amendment 1 offered by Senator James,623,3
sb0619,2023,RS,Sen.,2023-11-15,LRB correction,625,4
sb0619,2023,RS,Sen.,2023-11-30,Fiscal estimate received,,5
sb0619,2023,RS,Sen.,2024-01-18,Representative Emerson added as a cosponsor,731,6
sb0619,2023,RS,Sen.,2024-01-30,Public hearing held,,7
sb0619,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,8
sb0620,2023,RS,Sen.,2023-11-07,"Introduced by Senator James; 
cosponsored by Representatives Green, Armstrong, Magnafici, Mursau, Rettinger, Steffen and Summerfield",575,1
sb0620,2023,RS,Sen.,2023-11-07,Read first time and referred to Committee on Education,575,2
sb0620,2023,RS,Sen.,2023-11-13,Fiscal estimate received,,3
sb0620,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,4
sb0621,2023,RS,Sen.,2023-11-07,"Introduced by Senators James, Ballweg, Jacque, Felzkowski and Nass; 
cosponsored by Representatives Kitchens, Dittrich, Donovan, Michalski, O'Connor, Snyder, Wichgers and Goeben",575,1
sb0621,2023,RS,Sen.,2023-11-07,"Read first time and referred to Committee on Mental Health, Substance Abuse Prevention, Children and Families",575,2
sb0621,2023,RS,Sen.,2023-11-08,LRB correction,591,3
sb0621,2023,RS,Sen.,2023-11-09,Senate Amendment 1 offered by Senator James,593,4
sb0621,2023,RS,Sen.,2023-11-13,Representatives Nedweski and C. Anderson added as cosponsors,603,5
sb0621,2023,RS,Sen.,2023-11-13,Fiscal estimate received,,6
sb0621,2023,RS,Sen.,2023-11-14,"Representatives Palmeri, McGuire, Rettinger, Schutt, Cabrera and Subeck added as cosponsors",607,7
sb0621,2023,RS,Sen.,2023-11-28,Public hearing held,,8
sb0621,2023,RS,Sen.,2023-12-13,Representative Jacobson added as a cosponsor,668,9
sb0621,2023,RS,Sen.,2023-12-13,Executive action taken,,10
sb0621,2023,RS,Sen.,2023-12-14,"Report adoption of Senate Amendment 1 recommended by Committee on Mental Health, Substance Abuse Prevention, Children and Families, Ayes 5, Noes 0",669,11
sb0621,2023,RS,Sen.,2023-12-14,"Report passage as amended recommended by Committee on Mental Health, Substance Abuse Prevention, Children and Families, Ayes 5, Noes 0",669,12
sb0621,2023,RS,Sen.,2023-12-14,Available for scheduling,,13
sb0621,2023,RS,Sen.,2024-01-05,Representative Ratcliff added as a cosponsor,694,14
sb0621,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,15
sb0622,2023,RS,Sen.,2023-11-07,"Introduced by Senators Roys, Taylor, L. Johnson, Hesselbein, Larson, Smith and Spreitzer; 
cosponsored by Representatives Haywood, Sinicki, Ratcliff, Considine, Bare, Emerson, Conley, Palmeri and Ohnstad",575,1
sb0622,2023,RS,Sen.,2023-11-07,"Read first time and referred to Committee on Shared Revenue, Elections and Consumer Protection",575,2
sb0622,2023,RS,Sen.,2023-11-10,Representatives Billings and Madison added as cosponsors,601,3
sb0622,2023,RS,Sen.,2023-11-29,Fiscal estimate received,,4
sb0622,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,5
sb0623,2023,RS,Sen.,2023-11-07,"Introduced by Senators Feyen, Cabral-Guevara, Knodl, Quinn and Nass; 
cosponsored by Representatives Armstrong, Hurd, Brandtjen, Dittrich, Edming, Green, Gundrum, Kitchens, Magnafici, Maxey, Michalski, Mursau, Novak, O'Connor, Penterman, Rettinger, Schraa and Snyder",575,1
sb0623,2023,RS,Sen.,2023-11-07,Read first time and referred to Committee on Universities and Revenue,576,2
sb0623,2023,RS,Sen.,2023-11-27,Fiscal estimate received,,3
sb0623,2023,RS,Sen.,2023-11-30,Representative Steffen added as a cosponsor,645,4
sb0623,2023,RS,Sen.,2023-12-21,Senate Amendment 1 offered by Senator Feyen,678,5
sb0623,2023,RS,Sen.,2024-01-19,Senate Amendment 2 offered by Senator Feyen,733,6
sb0623,2023,RS,Sen.,2024-01-31,Public hearing held,,7
sb0623,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,8
sb0624,2023,RS,Sen.,2023-11-07,"Introduced by Senator Jacque; 
cosponsored by Representatives Mursau and Schmidt",576,1
sb0624,2023,RS,Sen.,2023-11-07,Read first time and referred to Committee on Transportation and Local Government,576,2
sb0624,2023,RS,Sen.,2023-11-16,Fiscal estimate received,,3
sb0624,2023,RS,Sen.,2024-01-10,Public hearing held,,4
sb0624,2023,RS,Sen.,2024-02-15,Executive action taken,,5
sb0624,2023,RS,Sen.,2024-02-16,"Report passage recommended by Committee on Transportation and Local Government, Ayes 5, Noes 0",822,6
sb0624,2023,RS,Sen.,2024-02-16,Available for scheduling,,7
sb0624,2023,RS,Sen.,2024-02-19,"Referred to joint committee on Finance by Committee on Senate Organization pursuant to Senate Rule 41 (1)(e), Ayes 3, Noes 2",827,8
sb0624,2023,RS,Sen.,2024-02-19,"Withdrawn from joint committee on Finance and made Available for Scheduling by committee on Senate Organization, pursuant to Senate Rule 41 (1)(e), Ayes 3, Noes 2",827,9
sb0624,2023,RS,Sen.,2024-02-19,Placed on calendar 2-20-2024 pursuant to Senate Rule 18(1),827,10
sb0624,2023,RS,Sen.,2024-02-20,Read a second time,841,11
sb0624,2023,RS,Sen.,2024-02-20,Ordered to a third reading,841,12
sb0624,2023,RS,Sen.,2024-02-20,Rules suspended to give bill its third reading,841,13
sb0624,2023,RS,Sen.,2024-02-20,"Read a third time and passed, Ayes 32, Noes 0",841,14
sb0624,2023,RS,Sen.,2024-02-20,Ordered immediately messaged,844,15
sb0624,2023,RS,Asm.,2024-02-20,Received from Senate,723,16
sb0624,2023,RS,Asm.,2024-02-20,Read,723,17
sb0624,2023,RS,Asm.,2024-02-20,Rules suspended to withdraw from Senate message and take up,723,18
sb0624,2023,RS,Asm.,2024-02-20,Read a second time,723,19
sb0624,2023,RS,Asm.,2024-02-20,Ordered to a third reading,723,20
sb0624,2023,RS,Asm.,2024-02-20,Rules suspended,723,21
sb0624,2023,RS,Asm.,2024-02-20,"Read a third time and concurred in, Ayes 98, Noes 0",723,22
sb0624,2023,RS,Asm.,2024-02-20,Ordered immediately messaged,724,23
sb0624,2023,RS,Sen.,2024-02-21,Received from Assembly concurred in,857,24
sb0624,2023,RS,Sen.,2024-02-27,Report correctly enrolled,873,25
sb0624,2023,RS,Sen.,2024-03-11,Presented to the Governor on 3-11-2024,901,26
sb0624,2023,RS,Sen.,2024-03-14,Report approved by the Governor on 3-14-2024. 2023 Wisconsin Act 107,923,27
sb0624,2023,RS,Sen.,2024-03-14,Published 3-15-2024,923,28
sb0625,2023,RS,Sen.,2023-11-07,"Introduced by Senators Quinn, Ballweg, Cowles, Marklein, Pfaff, Spreitzer and Hesselbein; 
cosponsored by Representatives Dallman, Kurtz, C. Anderson, Callahan, Considine, Green, Katsma, Kitchens, Moses, Novak, O'Connor, Penterman, Rettinger, Schmidt and Wittke",576,1
sb0625,2023,RS,Sen.,2023-11-07,Read first time and referred to Committee on Transportation and Local Government,576,2
sb0625,2023,RS,Sen.,2023-11-27,Fiscal estimate received,,3
sb0625,2023,RS,Sen.,2023-12-06,Fiscal estimate received,,4
sb0625,2023,RS,Sen.,2023-12-13,Representative Jacobson added as a cosponsor,668,5
sb0625,2023,RS,Sen.,2024-02-06,Public hearing held,,6
sb0625,2023,RS,Sen.,2024-02-15,Executive action taken,,7
sb0625,2023,RS,Sen.,2024-02-16,"Report passage recommended by Committee on Transportation and Local Government, Ayes 5, Noes 0",822,8
sb0625,2023,RS,Sen.,2024-02-16,Available for scheduling,,9
sb0625,2023,RS,Sen.,2024-02-20,Representative Ratcliff added as a cosponsor,834,10
sb0625,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,11
sb0626,2023,RS,Sen.,2023-11-07,"Introduced by Senators Quinn, Ballweg, Nass, Roys and Marklein; 
cosponsored by Representatives Summerfield, Dittrich, O'Connor, Rettinger and Wichgers",576,1
sb0626,2023,RS,Sen.,2023-11-07,Read first time and referred to Committee on Financial Institutions and Sporting Heritage,576,2
sb0626,2023,RS,Sen.,2023-12-11,Senate Substitute Amendment 1 offered by Senator Quinn,663,3
sb0626,2023,RS,Sen.,2023-12-19,Public hearing held,,4
sb0626,2023,RS,Sen.,2024-01-05,Executive action taken,,5
sb0626,2023,RS,Sen.,2024-01-05,"Report adoption of Senate Substitute Amendment 1 recommended by Committee on Financial Institutions and Sporting Heritage, Ayes 5, Noes 0",694,6
sb0626,2023,RS,Sen.,2024-01-05,"Report passage as amended recommended by Committee on Financial Institutions and Sporting Heritage, Ayes 5, Noes 0",694,7
sb0626,2023,RS,Sen.,2024-01-05,Available for scheduling,,8
sb0626,2023,RS,Sen.,2024-01-12,Placed on calendar 1-16-2024 pursuant to Senate Rule 18(1),712,9
sb0626,2023,RS,Sen.,2024-01-16,Read a second time,722,10
sb0626,2023,RS,Sen.,2024-01-16,Senate Substitute Amendment 1 adopted,722,11
sb0626,2023,RS,Sen.,2024-01-16,Ordered to a third reading,722,12
sb0626,2023,RS,Sen.,2024-01-16,Rules suspended to give bill its third reading,722,13
sb0626,2023,RS,Sen.,2024-01-16,Read a third time and passed,722,14
sb0626,2023,RS,Sen.,2024-01-16,Ordered immediately messaged,725,15
sb0626,2023,RS,Asm.,2024-01-16,Received from Senate,550,16
sb0626,2023,RS,Asm.,2024-02-07,Read first time and referred to committee on Rules,643,17
sb0626,2023,RS,Asm.,2024-02-08,Placed on calendar 2-13-2024 by Committee on Rules,,18
sb0626,2023,RS,Asm.,2024-02-13,Rules suspended to withdraw from calendar and take up,667,19
sb0626,2023,RS,Asm.,2024-02-13,Read a second time,667,20
sb0626,2023,RS,Asm.,2024-02-13,Ordered to a third reading,667,21
sb0626,2023,RS,Asm.,2024-02-13,Rules suspended,667,22
sb0626,2023,RS,Asm.,2024-02-13,Read a third time and concurred in,667,23
sb0626,2023,RS,Asm.,2024-02-13,Ordered immediately messaged,667,24
sb0626,2023,RS,Sen.,2024-02-14,Received from Assembly concurred in,814,25
sb0626,2023,RS,Sen.,2024-02-19,Report correctly enrolled,824,26
sb0626,2023,RS,Sen.,2024-03-18,Presented to the Governor on 3-18-2024,926,27
sb0626,2023,RS,Sen.,2024-03-22,Report approved by the Governor on 3-21-2024. 2023 Wisconsin Act 129,934,28
sb0626,2023,RS,Sen.,2024-03-22,Published 3-22-2024,934,29
sb0627,2023,RS,Sen.,2023-11-07,"Introduced by Senators Roys, Agard, Carpenter, L. Johnson, Larson and Spreitzer; 
cosponsored by Representatives J. Anderson, C. Anderson, Baldeh, Bare, Drake, Moore Omokunde, Ohnstad, Sinicki and Subeck",576,1
sb0627,2023,RS,Sen.,2023-11-07,"Read first time and referred to Committee on Labor, Regulatory Reform, Veterans and Military Affairs",576,2
sb0627,2023,RS,Sen.,2024-01-02,Fiscal estimate received,,3
sb0627,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,4
sb0628,2023,RS,Sen.,2023-11-07,"Introduced by Senators Quinn, Testin and Marklein; 
cosponsored by Representatives O'Connor, Macco, Katsma, Armstrong, Donovan, Nedweski, Steffen, Callahan, Magnafici, Rozar, Melotik, Wittke, Maxey, Penterman, Behnke, Rettinger, Mursau, Bare, Edming, Subeck and Joers",576,1
sb0628,2023,RS,Sen.,2023-11-07,Read first time and referred to Committee on Financial Institutions and Sporting Heritage,576,2
sb0628,2023,RS,Sen.,2023-11-21,Senator Ballweg added as a coauthor,639,3
sb0628,2023,RS,Sen.,2023-11-21,Representative Dittrich added as a cosponsor,639,4
sb0628,2023,RS,Sen.,2024-01-17,Representative C. Anderson added as a cosponsor,730,5
sb0628,2023,RS,Sen.,2024-02-01,Representative Stubbs added as a cosponsor,766,6
sb0628,2023,RS,Sen.,2024-02-14,Public hearing held,,7
sb0628,2023,RS,Sen.,2024-02-15,Senate Substitute Amendment 1 offered by Senator Stafsholt,815,8
sb0628,2023,RS,Sen.,2024-02-16,Executive action taken,,9
sb0628,2023,RS,Sen.,2024-02-16,"Report adoption of Senate Substitute Amendment 1 recommended by Committee on Financial Institutions and Sporting Heritage, Ayes 5, Noes 0",820,10
sb0628,2023,RS,Sen.,2024-02-16,"Report passage as amended recommended by Committee on Financial Institutions and Sporting Heritage, Ayes 5, Noes 0",820,11
sb0628,2023,RS,Sen.,2024-02-16,Available for scheduling,,12
sb0628,2023,RS,Sen.,2024-02-19,Placed on calendar 2-20-2024 pursuant to Senate Rule 18(1),827,13
sb0628,2023,RS,Sen.,2024-02-20,Read a second time,841,14
sb0628,2023,RS,Sen.,2024-02-20,Senate Substitute Amendment 1 adopted,841,15
sb0628,2023,RS,Sen.,2024-02-20,Ordered to a third reading,841,16
sb0628,2023,RS,Sen.,2024-02-20,Rules suspended to give bill its third reading,841,17
sb0628,2023,RS,Sen.,2024-02-20,Read a third time and passed,841,18
sb0628,2023,RS,Sen.,2024-02-20,Ordered immediately messaged,844,19
sb0628,2023,RS,Sen.,2024-02-20,Senator Carpenter added as a coauthor,834,20
sb0628,2023,RS,Asm.,2024-02-20,Representative Emerson added as a cosponsor,717,21
sb0628,2023,RS,Asm.,2024-02-20,Received from Senate,742,22
sb0628,2023,RS,Asm.,2024-02-20,Read,742,23
sb0628,2023,RS,Asm.,2024-02-20,Rules suspended to withdraw from Senate message and take up,743,24
sb0628,2023,RS,Asm.,2024-02-20,Read a second time,743,25
sb0628,2023,RS,Asm.,2024-02-20,Ordered to a third reading,743,26
sb0628,2023,RS,Asm.,2024-02-20,Rules suspended,743,27
sb0628,2023,RS,Asm.,2024-02-20,Read a third time and concurred in,743,28
sb0628,2023,RS,Asm.,2024-02-20,Ordered immediately messaged,743,29
sb0628,2023,RS,Sen.,2024-02-21,Received from Assembly concurred in,857,30
sb0628,2023,RS,Sen.,2024-02-21,Representative Ratcliff added as a cosponsor,856,31
sb0628,2023,RS,Sen.,2024-02-27,LRB correction (Senate Substitute Amendment 1),878,32
sb0628,2023,RS,Sen.,2024-02-27,Report correctly enrolled,873,33
sb0628,2023,RS,Sen.,2024-03-18,Presented to the Governor on 3-18-2024,926,34
sb0628,2023,RS,Sen.,2024-03-22,Report approved by the Governor on 3-21-2024. 2023 Wisconsin Act 132,934,35
sb0628,2023,RS,Sen.,2024-03-22,Published 3-22-2024,934,36
sb0629,2023,RS,Sen.,2023-11-07,"Introduced by Senators Felzkowski, Ballweg, Nass and Taylor; 
cosponsored by Representatives Duchow, Armstrong, Behnke, Dittrich, Emerson, Kitchens, Magnafici, Murphy, Mursau, O'Connor, Ortiz-Velez, Rodriguez and Wichgers",576,1
sb0629,2023,RS,Sen.,2023-11-07,Read first time and referred to Committee on Transportation and Local Government,576,2
sb0629,2023,RS,Sen.,2024-01-03,Representative Rettinger added as a cosponsor,687,3
sb0629,2023,RS,Sen.,2024-01-04,Representative Emerson withdrawn as a cosponsor,689,4
sb0629,2023,RS,Sen.,2024-01-17,Public hearing held,,5
sb0629,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,6
sb0630,2023,RS,Sen.,2023-11-07,"Introduced by Senators Tomczyk, Ballweg, Bradley, Cabral-Guevara, Feyen, Hutton, Knodl, Marklein, Quinn, Roys, Spreitzer and Wanggaard; 
cosponsored by Representatives Rettinger, Donovan, C. Anderson, Bare, Behnke, Callahan, Dittrich, Goeben, Green, Jacobson, Kurtz, Melotik, Michalski, Moses, Mursau, Nedweski, O'Connor, Ohnstad, Rozar, Spiros, Subeck, Tittl, Wichgers and Magnafici",576,1
sb0630,2023,RS,Sen.,2023-11-07,Read first time and referred to Committee on Government Operations,576,2
sb0630,2023,RS,Sen.,2023-11-10,Representative Oldenburg added as a cosponsor,601,3
sb0630,2023,RS,Sen.,2023-11-13,Representative VanderMeer added as a cosponsor,603,4
sb0630,2023,RS,Sen.,2023-11-15,Fiscal estimate received,,5
sb0630,2023,RS,Sen.,2023-12-20,Representative Snodgrass added as a cosponsor,677,6
sb0630,2023,RS,Sen.,2024-01-18,Representatives Plumer and Conley added as cosponsors,731,7
sb0630,2023,RS,Sen.,2024-01-25,Representative Gustafson added as a cosponsor,751,8
sb0630,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,9
sb0631,2023,RS,Sen.,2023-11-07,"Introduced by Senator Jacque; 
cosponsored by Representatives Maxey, Macco, Armstrong, Edming, Michalski, Murphy, Rettinger, Steffen and VanderMeer",576,1
sb0631,2023,RS,Sen.,2023-11-07,"Read first time and referred to Committee on Shared Revenue, Elections and Consumer Protection",576,2
sb0631,2023,RS,Sen.,2023-11-09,Representative O'Connor added as a cosponsor,597,3
sb0631,2023,RS,Sen.,2023-12-11,Fiscal estimate received,,4
sb0631,2023,RS,Sen.,2023-12-19,Public hearing held,,5
sb0631,2023,RS,Sen.,2024-01-11,Executive action taken,,6
sb0631,2023,RS,Sen.,2024-01-11,"Report passage recommended by Committee on Shared Revenue, Elections and Consumer Protection, Ayes 3, Noes 2",709,7
sb0631,2023,RS,Sen.,2024-01-11,Available for scheduling,,8
sb0631,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,9
sb0632,2023,RS,Sen.,2023-11-07,"Introduced by Senator Jacque; 
cosponsored by Representatives Goeben, Rozar, Ortiz-Velez, Behnke, Dittrich, S. Johnson, Maxey, O'Connor and Rettinger",576,1
sb0632,2023,RS,Sen.,2023-11-07,"Read first time and referred to Committee on Shared Revenue, Elections and Consumer Protection",576,2
sb0632,2023,RS,Sen.,2023-11-10,Representative Cabrera added as a cosponsor,601,3
sb0632,2023,RS,Sen.,2024-01-25,Public hearing held,,4
sb0632,2023,RS,Sen.,2024-02-09,Representative Steffen added as a cosponsor,791,5
sb0632,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,6
sb0633,2023,RS,Sen.,2023-11-07,"Introduced by Senators Testin, James, Smith, Pfaff, Ballweg, Cabral-Guevara, Cowles, Hesselbein, Larson, Nass, Roys, Spreitzer, Wanggaard and Wimberger; 
cosponsored by Representatives VanderMeer, Considine, Kurtz, Allen, Armstrong, Billings, C. Anderson, Conley, Dallman, Dittrich, Doyle, Edming, Emerson, Joers, Krug, Magnafici, Maxey, Melotik, Moore Omokunde, Mursau, O'Connor, Ohnstad, Oldenburg, Ortiz-Velez, Penterman, Rozar, Spiros, Tittl and Bare",576,1
sb0633,2023,RS,Sen.,2023-11-07,Read first time and referred to Committee on Transportation and Local Government,577,2
sb0633,2023,RS,Sen.,2023-11-07,Representative Shankland added as a cosponsor,579,3
sb0633,2023,RS,Sen.,2023-11-08,Representative Jacobson added as a cosponsor,591,4
sb0633,2023,RS,Sen.,2023-12-05,Public hearing held,,5
sb0633,2023,RS,Sen.,2024-01-03,Fiscal estimate received,,6
sb0633,2023,RS,Sen.,2024-01-11,Executive action taken,,7
sb0633,2023,RS,Sen.,2024-01-11,Senator Carpenter added as a coauthor,710,8
sb0633,2023,RS,Sen.,2024-01-11,"Report passage recommended by Committee on Transportation and Local Government, Ayes 5, Noes 0",710,9
sb0633,2023,RS,Sen.,2024-01-11,Available for scheduling,,10
sb0633,2023,RS,Sen.,2024-01-12,Placed on calendar 1-16-2024 pursuant to Senate Rule 18(1),712,11
sb0633,2023,RS,Sen.,2024-01-16,Senator Agard added as a coauthor,715,12
sb0633,2023,RS,Sen.,2024-01-16,Read a second time,722,13
sb0633,2023,RS,Sen.,2024-01-16,Ordered to a third reading,722,14
sb0633,2023,RS,Sen.,2024-01-16,Rules suspended to give bill its third reading,722,15
sb0633,2023,RS,Sen.,2024-01-16,Read a third time and passed,722,16
sb0633,2023,RS,Sen.,2024-01-16,Ordered immediately messaged,725,17
sb0633,2023,RS,Asm.,2024-01-16,Received from Senate,550,18
sb0633,2023,RS,Asm.,2024-01-31,Representative Andraca added as a cosponsor,620,19
sb0633,2023,RS,Asm.,2024-02-14,Read first time and referred to committee on Rules,680,20
sb0633,2023,RS,Asm.,2024-02-15,Placed on calendar 2-20-2024 by Committee on Rules,,21
sb0633,2023,RS,Asm.,2024-02-20,Rules suspended to withdraw from calendar and take up,727,22
sb0633,2023,RS,Asm.,2024-02-20,Read a second time,727,23
sb0633,2023,RS,Asm.,2024-02-20,Ordered to a third reading,727,24
sb0633,2023,RS,Asm.,2024-02-20,Rules suspended,727,25
sb0633,2023,RS,Asm.,2024-02-20,Read a third time and concurred in,727,26
sb0633,2023,RS,Asm.,2024-02-20,Ordered immediately messaged,727,27
sb0633,2023,RS,Sen.,2024-02-21,Received from Assembly concurred in,857,28
sb0633,2023,RS,Sen.,2024-02-28,Report correctly enrolled,879,29
sb0633,2023,RS,Sen.,2024-03-21,Presented to the Governor on 3-21-2024,933,30
sb0633,2023,RS,Sen.,2024-03-26,Report approved by the Governor on 3-25-2024. 2023 Wisconsin Act 216,937,31
sb0633,2023,RS,Sen.,2024-03-26,Published 3-26-2024,938,32
sb0634,2023,RS,Sen.,2023-11-07,"Introduced by Senators Smith, L. Johnson, Spreitzer, Hesselbein, Agard, Larson and Taylor; 
cosponsored by Representatives Ratcliff, Joers, Drake, Stubbs, Conley, Snodgrass, Cabrera, Emerson, Shelton, Sinicki, Baldeh, Clancy, Madison, Palmeri, Ohnstad, Billings, Moore Omokunde, C. Anderson, J. Anderson, Jacobson and Vining",577,1
sb0634,2023,RS,Sen.,2023-11-07,"Read first time and referred to Committee on Housing, Rural Issues and Forestry",577,2
sb0634,2023,RS,Sen.,2024-01-02,Fiscal estimate received,,3
sb0634,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,4
sb0635,2023,RS,Sen.,2023-11-07,"Introduced by Senators Marklein, James, Ballweg, Cowles, Felzkowski, Feyen, Jagler, Testin, Cabral-Guevara and Nass; 
cosponsored by Representatives Hurd, Born, Summerfield, Armstrong, Dallman, Dittrich, Drake, Duchow, Edming, Gundrum, Kitchens, Kurtz, Murphy, Novak, Rodriguez, Rozar, Schutt, Steffen, Subeck, Wichgers, Goeben and Jacobson",577,1
sb0635,2023,RS,Sen.,2023-11-07,"Read first time and referred to Committee on Mental Health, Substance Abuse Prevention, Children and Families",577,2
sb0635,2023,RS,Sen.,2023-11-14,Representative O'Connor added as a cosponsor,607,3
sb0635,2023,RS,Sen.,2023-11-16,Fiscal estimate received,,4
sb0635,2023,RS,Sen.,2023-12-13,Public hearing held,,5
sb0635,2023,RS,Sen.,2024-01-09,Executive action taken,,6
sb0635,2023,RS,Sen.,2024-01-10,"Report passage recommended by Committee on Mental Health, Substance Abuse Prevention, Children and Families, Ayes 5, Noes 0",702,7
sb0635,2023,RS,Sen.,2024-01-10,Available for scheduling,,8
sb0635,2023,RS,Sen.,2024-02-20,Representative Ratcliff added as a cosponsor,834,9
sb0635,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,10
sb0636,2023,RS,Sen.,2023-11-07,"Introduced by Senators Hesselbein, Smith, Taylor, L. Johnson, Larson, Roys, Spreitzer and Agard; 
cosponsored by Representatives Joers, Subeck, Hong, Conley, Emerson, Andraca, Ratcliff, Vining, Bare, Shelton, Considine, Ohnstad, Sinicki, J. Anderson, Palmeri, Stubbs, Jacobson, Madison and Clancy",577,1
sb0636,2023,RS,Sen.,2023-11-07,Read first time and referred to Committee on Judiciary and Public Safety,577,2
sb0636,2023,RS,Sen.,2023-12-06,Representative Neubauer added as a cosponsor,653,3
sb0636,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,4
sb0637,2023,RS,Sen.,2023-11-07,"Introduced by Senators Hesselbein, L. Johnson, Agard, Carpenter, Larson, Pfaff, Roys, Smith, Spreitzer, Taylor and Wirch; 
cosponsored by Representatives Shankland, Sinicki, Ohnstad, C. Anderson, J. Anderson, Bare, Cabrera, Clancy, Conley, Considine, Doyle, Drake, Emerson, Goyke, Haywood, Hong, Jacobson, Joers, Madison, Moore Omokunde, Ortiz-Velez, Palmeri, Ratcliff, Shelton, Snodgrass, Stubbs, Subeck and Vining",577,1
sb0637,2023,RS,Sen.,2023-11-07,Read first time and referred to Committee on Government Operations,577,2
sb0637,2023,RS,Sen.,2023-11-10,Representative Billings added as a cosponsor,601,3
sb0637,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,4
sb0638,2023,RS,Sen.,2023-11-07,"Introduced by Senators Agard, L. Johnson, Carpenter, Spreitzer, Roys, Hesselbein and Larson; 
cosponsored by Representatives Joers, Bare, Baldeh, Emerson, Ratcliff, Ortiz-Velez, Andraca, Palmeri, Sinicki, Conley, Drake, Jacobson, J. Anderson, Ohnstad, Stubbs, Madison and Clancy",577,1
sb0638,2023,RS,Sen.,2023-11-07,Read first time and referred to Committee on Judiciary and Public Safety,577,2
sb0638,2023,RS,Sen.,2023-12-06,Representative Neubauer added as a cosponsor,653,3
sb0638,2023,RS,Sen.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,970,4
sb0639,2023,RS,Sen.,2023-11-07,"Introduced by Senators Felzkowski, Quinn, Carpenter, Hesselbein, Jacque, James, Marklein, Spreitzer, Taylor, Testin and Cowles; 
cosponsored by Representatives Swearingen, C. Anderson, Behnke, Callahan, Dittrich, Doyle, Edming, Goeben, Kurtz, Magnafici, Melotik, Mursau, Nedweski, Novak, O'Connor, Penterman, Plumer, Sinicki, VanderMeer, Spiros, Ortiz-Velez and Conley",577,1
sb0639,2023,RS,Sen.,2023-11-07,"Read first time and referred to Committee on Mental Health, Substance Abuse Prevention, Children and Families",577,2
