bill_id,term,session,title,keywords,summary,commem
SB1601,2023_2024,RS2,technical correction; critical infrastructure information,CLASSIFICATION; CRITICAL INFRASTRUCTURE INFORMATION; CRITICAL INFRASTRUCTURE INFORMATION SYSTEM; STATE GOVERNMENT; STATE GOVERNMENT - TITLE 41; TECHNICAL CORRECTION; VIOLATION,technical correction; critical infrastructure information,0
SB1602,2023_2024,RS2,type 03 districts; student count,ADDITIONAL TAX; COUNTY FINANCE RESPONSIBILITIES FOR SCHOOL DISTRICTS; DEFINITIONS; DISTRICTS INELIGIBLE; EDUCATION - TITLE 15; EQUALIZATION ASSISTANCE; SCHOOL DISTRICT TAX LEVY; STUDENT COUNT; TYPE 03 DISTRICTS,type 03 districts; student count,0
SB1603,2023_2024,RS2,animal seizure; notification; offense,ANIMAL CARE FEES; ANIMAL CONTROL OFFICER; ANIMAL SEIZURE; AUTHORITY TO SEIZE ANIMALS; BOND; CLASSIFICATION; COUNTY ENFORCEMENT AGENT; CRIMINAL CODE - TITLE 13; EXCEPTIONS; FORFEITURE; HEARING; IMPOUNDMENT COSTS; MISTREATMENT; NOTIFICATION; OFFENSE; PEACE OFFICER; SHELTER,animal seizure; notification; offense,0
SB1604,2023_2024,RS2,sober living; residential care; penalties,CIVIL PENALTIES; CLASSIFICATION; ENFORCEMENT; EXEMPTION; FEES; HEALTH SERVICES LICENSING FUND; INDIGENOUS PEOPLES PROTECTION REVOLVING FUND; INSPECTIONS; INVESTIGATION; LICENSE; LICENSURE; NONREVERSION; NURSING CARE INSTITUTION RESIDENT PROTECTION REVOLVING FUND; PENALTIES; PUBLIC HEALTH AND SAFETY - TITLE 36; RESIDENTIAL CARE; RULEMAKING EXEMPTION; SANCTIONS; SOBER LIVING; USE; USE OF MONIES; VIOLATION; VIOLATIONS,sober living; residential care; penalties,0
SB1605,2023_2024,RS2,sober living; regulation,CIVIL PENALTIES; CIVIL PENALTY; CLASS 6 FELONY; CLASSIFICATION; CONDITIONS FOR TRANSPORTATION; CRIMINAL RECORDS; DEFINITIONS; DEPARTMENT OF HEALTH SERVICES (DHS); DHS (SEE ALSO: DEPARTMENT OF HEALTH SERVICES); DOCUMENTATION; FEES; FINGERPRINTING DIVISION; INSPECTIONS; INTENT; INVESTIGATION; LICENSURE; MEDICAL EMERGENCY; NOTIFICATION OF FAMILY; NOTIFICATION REQUIREMENTS; POSTING; POWERS AND DUTIES; PUBLIC HEALTH AND SAFETY - TITLE 36; REGULATION; RESIDENT ACCEPTANCE; RESIDENT DISCHARGE; REVOKED; RULEMAKING EXEMPTION; RULES; SANCTIONS; SEX OFFENDER REGISTRATION; SOBER LIVING; SOBER LIVING HOMES; STAFF EDUCATION; STAFF RATIOS; STANDARDS; STATE GOVERNMENT - TITLE 41; SUPERVISION; TRAINING; TRANSPORTATION; UPDATE; USE OF TITLE; VIOLATION,sober living; regulation,0
SB1606,2023_2024,RS2,residential lease communities; building permits,ACTIVATION FEE; ADWR (SEE ALSO: DEPARTMENT OF WATER RESOURCES); AGRICULTURAL PROPERTY; ANNUAL MEMBERSHIP DUES; APPLICABILITY; BOARD OF SUPERVISORS; BUILDING PERMITS; CATEGORY 1 MEMBER LANDS; CATEGORY 2 MEMBER LANDS; CERTIFICATE OF ASSURED WATER SUPPLY; CITIES AND TOWNS - TITLE 9; COUNTIES - TITLE 11; DEFINITION; DEFINITIONS; DEPARTMENT OF WATER RESOURCES (ADWR); DESIGNATED CITIES; DESIGNATED TOWNS; DUTIES AND POWERS OF DISTRICT REGARDING REPLENISHMENT; EXEMPTIONS; FEES; PRIVATE WATER COMPANIES; PROFESSIONS AND OCCUPATIONS - TITLE 32; QUALIFICATION AS MEMBER LAND; RESIDENTIAL LEASE COMMUNITIES; SPECIAL TAXING DISTRICTS - TITLE 48; WATER SUPPLY; WATERS - TITLE 45,residential lease communities; building permits,0
SB1607,2023_2024,RS2,involuntary treatment; process; substance abuse,CONTENTS; CRITERIA; DEFINITION; DISMISSAL; DUTIES OF THE COURT; EMERGENCY INVOLUNTARY TREATMENT; EVALUATIONS; FAILURE TO ATTEND EVALUATION; HEARING; INVOLUNTARY TREATMENT; MENTALLY ILL; PETITION; PETITION FOR INVOLUNTARY TREATMENT; PROCESS; PUBLIC HEALTH AND SAFETY - TITLE 36; RESPONDENT; RIGHTS OF PATIENT; SUBSTANCE ABUSE; SUBSTANCE USE DISORDER; SUMMONS; TRANSPORTATION TO BEHAVIORAL HEALTH FACILITY; TRANSPORTATION TO HOSPITAL; TREATMENT,involuntary treatment; process; substance abuse,0
SB1608,2023_2024,RS2,human smuggling; electronic applications,CLASSIFICATION; CRIMINAL CODE - TITLE 13; DEFINITION; DEFINITIONS; ELECTRONIC APPLICATIONS; HUMAN SMUGGLING; SMUGGLING; STRIKE EVERYTHING AMENDMENT; UNLAWFUL USE OF AN ELECTRONIC DEVICE TO SMUGGLE; USING ELECTRONIC DEVICE TO SMUGGLE,(NOW: electronic applications; human smuggling),0
SB1609,2023_2024,RS2,AHCCCS; personal health information,AHCCCS (SEE ALSO: ARIZONA HEALTH CARE COST CONTAINMENT SYSTEM); ANNUAL REPORT; ARIZONA HEALTH CARE COST CONTAINMENT SYSTEM (AHCCCS); BEHAVIORAL HEALTH; DISCHARGE; DOCUMENTATION; DUPLICATIVE PAPERWORK REQUIREMENTS; HEALTH FACILITIES; MEDICATIONS; OVERSIGHT; PATIENTS WITH SERIOUS MENTAL ILLNESS; PEER SPECIALISTS; PERSONAL HEALTH INFORMATION; PUBLIC HEALTH AND SAFETY - TITLE 36; QUALIFICATIONS; REPORT; STRIKE EVERYTHING AMENDMENT; STUDY; TRAINING; TRANSFER,(NOW: behavioral health; AHCCCS; health facilities),0
SB1610,2023_2024,RS2,homeowners' associations; powers.,HOA (SEE ALSO: HOMEOWNER'S ASSOCIATION); HOMEOWNER'S ASSOCIATION (HOA); PLANNED COMMUNITIES; POWERS; POWERS OF THE ASSOCIATION; PROPERTY - TITLE 33,homeowners' associations; powers.,0
SB1611,2023_2024,RS2,guardianship; independent medical evaluation,"ALLEGED INCAPACITATED PERSON; COURT APPOINTMENT OF A GUARDIAN; GUARDIANSHIP; GUARDIANSHIPS; INCAPACITATED MINORS APPROACHING ADULTHOOD; INDEPENDENT MEDICAL EVALUATION; JUDICIAL APPOINTMENT OF GUARDIAN; PROCEDURE; SPECIAL PROVISION; TRUSTS, ESTATES AND PROTECTIVE PROCEEDINGS - TITLE 14",guardianship; independent medical evaluation,0
SB1612,2023_2024,RS2,aggressive solicitation; sign requirement,AGGRESSIVE SOLICITATION; CLASSIFICATION; CRIMINAL CODE - TITLE 13; DEFINITIONS; OFFENSES AGAINST PUBLIC ORDER; SIGN REQUIREMENT,aggressive solicitation; sign requirement,0
SB1613,2023_2024,RS2,theft; classification; private arrest,ANIMAL; ARREST BY PRIVATE PERSON; CLASSIFICATION; CRIMINAL CODE - TITLE 13; DEFINITIONS; FIREARM; PRIVATE ARREST; PROPERTY FROM A RETAIL STORE; PURPOSE OF ANIMAL FIGHTING; THEFT,(NOW: theft; private arrest),0
SB1614,2023_2024,RS2,fentanyl; threshold amount; one pill,CRIMINAL CODE - TITLE 13; DEFINITIONS; DRUG OFFENSES; FENTANYL; ONE PILL; THRESHOLD AMOUNT,fentanyl; threshold amount; one pill,0
SB1615,2023_2024,RS2,parents; bill of rights; protection,APPLICATION OF TITLE; BILL OF RIGHTS; MARITAL AND DOMESTIC RELATIONS - TITLE 25; PARENTS; PARENTS' BILL OF RIGHTS; PARENTS' RIGHTS; PROTECTION; PURPOSES OF TITLE,parents; bill of rights; protection,0
SB1616,2023_2024,RS2,AHCCCS; behavioral health; peer specialists,AHCCCS (SEE ALSO: ARIZONA HEALTH CARE COST CONTAINMENT SYSTEM); ANNUAL REPORT; ARIZONA HEALTH CARE COST CONTAINMENT SYSTEM (AHCCCS); BEHAVIORAL HEALTH; OVERSIGHT; PEER SPECIALISTS; PUBLIC HEALTH AND SAFETY - TITLE 36; QUALIFICATIONS; TRAINING,AHCCCS; behavioral health; peer specialists,0
SB1617,2023_2024,RS2,secure behavioral health residential facilities,ADMINISTRATIVE OFFICE OF THE COURTS; ANNUAL REPORTS; DEFINITION; HEALTH CARE INSTITUTIONS; LICENSE; PUBLIC HEALTH AND SAFETY - TITLE 36; SECURE BEHAVIORAL HEALTH RESIDENTIAL FACILITIES,secure behavioral health residential facilities,0
SB1618,2023_2024,RS2,developmental disabilities; treatment plans; billing,BILLING; BILLING STATEMENTS; DEVELOPMENTAL DISABILITIES; DIVISION DUTIES; PUBLIC HEALTH AND SAFETY - TITLE 36; SERVICE AND TREATMENT PLANS; TREATMENT PLANS; VERIFICATION SYSTEM,developmental disabilities; treatment plans; billing,0
SB1619,2023_2024,RS2,nursing-supported group homes; preceptors,DEFINITION; EFFECTIVE DATE; EXPANSION; GRANTS; HEALTH CARE WORKFORCE; LICENSED OR CERTIFIED NURSE TRAINING PILOT PROGRAM; NURSING-SUPPORTED GROUP HOMES; PRECEPTOR TRAINING; PRECEPTORS; PUBLIC HEALTH AND SAFETY - TITLE 36; STUDENT NURSE CLINICAL ROTATION,nursing-supported group homes; preceptors,0
SB1620,2023_2024,RS2,TPT; exemption; motor vehicles,APPLICABILITY; BURDEN OF PROVING SALE NOT AT RETAIL; BUSINESSES SELLING TANGIBLE PERSONAL PROPERTY AT RETAIL; CERTIFICATES ESTABLISHING DEDUCTIONS; DEFINITION; DEFINITIONS; EFFECTIVE DATE; EXCEPTIONS; EXEMPTION FROM MUNICIPAL TAX; EXEMPTIONS; LIABILITY FOR MAKING FALSE CERTIFICATE; MOTOR VEHICLES; MUNICIPAL TAXATION; PERSONAL PROPERTY RENTAL CLASSIFICATION; PRIME CONTRACTING CLASSIFICATION; PROCEDURES; RETAIL CLASSIFICATION; SPECIAL NINETY DAY NONRESIDENT REGISTRATION PERMITS; SPECIAL REGISTRATIONS; STATE PREEMPTION; TAX EXCLUSION; TAXATION - TITLE 42; TPT (SEE ALSO: TRANSACTION PRIVILEGE TAX); TRANSACTION PRIVILEGE AND USE TAX; TRANSACTION PRIVILEGE TAX (TPT); TRANSIENT LODGING CLASSIFICATION; TRANSPORTATION - TITLE 28,TPT; exemption; motor vehicles,0
SB1621,2023_2024,RS2,AHCCCS; automated surveys,AHCCCS (SEE ALSO: ARIZONA HEALTH CARE COST CONTAINMENT SYSTEM); ARIZONA HEALTH CARE COST CONTAINMENT SYSTEM (AHCCCS); AUTOMATED SURVEYS; MEMBERS WITH SERIOUS MENTAL ILLNESS; PUBLIC HEALTH AND SAFETY - TITLE 36,AHCCCS; automated surveys,0
SB1622,2023_2024,RS2,technical correction; real estate licensing,BRANCH OFFICE MANAGER; BROKER'S TEMPORARY ABSENCE; LICENSES FOR ADDITIONAL PLACES OF BUSINESS; PROFESSIONS AND OCCUPATIONS - TITLE 32; REAL ESTATE LICENSING; TECHNICAL CORRECTION,technical correction; real estate licensing,0
SB1623,2023_2024,RS2,water protection; technical correction,DEFINITIONS; TECHNICAL CORRECTION; WATER PROTECTION; WATERS; WATERS - TITLE 45,water protection; technical correction,0
SB1624,2023_2024,RS2,sober living; residential care; regulation,ADMITTANCE; APPLICATION FOR LICENSE; BEHAVIORAL HEALTH RESIDENTIAL FACILITIES; BOARD OF EXAMINERS OF NURSING CARE INSTITUTION ADMINISTRATORS AND ASSISTED LIVING FACILITY MANAGERS; CIVIL PENALTIES; CIVIL PENALTY; CLASSIFICATION; CONDITIONS FOR TRANSPORTATION; DEFINITION; DEFINITIONS; DENIAL OF LICENSE; DIRECTOR; DOCUMENTATION; EFFECT ON LICENSURE; ENFORCEMENT; EXEMPTION; FEES; FINGERPRINTING DIVISION; FINGERPRINTING REQUIREMENTS; HEALTH CARE INSTITUTIONS; HEALTH SERVICES LICENSING FUND; INDIGENOUS PEOPLES PROTECTION REVOLVING FUND; INSPECTIONS; INTENT; INVESTIGATION; ISSUANCE OF LICENSE; JOINT LICENSES; LEGAL ACTION OR SALE; LICENSURE; MEDICAL RECORDS; NONREVERSION; NOTIFICATION OF FAMILY; NOTIFICATION OF PROPOSED CHANGE IN STATUS; NOTIFICATION REQUIREMENTS; NURSING CARE INSTITUTION RESIDENT PROTECTION REVOLVING FUND; NUTRITION AND FEEDING ASSISTANTS; POSTING; POSTING REQUIREMENTS; POWERS AND DUTIES; PROVISIONAL LICENSE; PUBLIC HEALTH AND SAFETY - TITLE 36; REGULATION; REPORT; RESIDENT ACCEPTANCE; RESIDENT DISCHARGE; RESIDENTIAL CARE; REVOCATION OF LICENSE; RULEMAKING EXEMPTION; RULES; SANCTIONS; SEX OFFENDER REGISTRATION; SOBER LIVING; SOBER LIVING HOMES; STAFF EDUCATION; STAFF RATIOS; STAFF TRAINING; STATE GOVERNMENT - TITLE 41; SUPERVISION; SUSPENSION OF LICENSE; TERMINATION OF OPERATION; TRAINING PROGRAMS; TRANSPORTATION; UPDATE; USE; USE OF MONIES; VIOLATION; VIOLATIONS,sober living; residential care; regulation,0
SB1625,2023_2024,RS2,vacate conviction; sex trafficking; victims.,ACCOUNTS; CENTRAL STATE REPOSITORY; CHILD SAFETY - TITLE 8; CHILDREN - TITLE 8 (H); CONDITIONS; CRIMINAL CODE - TITLE 13; DCS (SEE ALSO: DEPARTMENT OF CHILD SAFETY); DEFINITIONS; DEPARTMENT OF CHILD SAFETY (DCS); DEPARTMENT OF PUBLIC SAFETY (DPS); DIRECTOR; DPS (SEE ALSO: DEPARTMENT OF PUBLIC SAFETY); DUTIES; EDUCATIONAL CASE MANAGEMENT UNIT; ELIGIBILITY; FUNDS; INDEPENDENT LIVING PROGRAM; POWERS AND DUTIES; PROGRESS REPORTS; REQUIREMENTS; RESTORATION OF CIVIL RIGHTS; RULES; SEX TRAFFICKING; SEX TRAFFICKING VICTIM; STATE GOVERNMENT - TITLE 41; STRIKE EVERYTHING AMENDMENT; VACATE CONVICTION; VACATING THE CONVICTION; VICTIMS,(NOW: DCS; director; duties),0
SB1626,2023_2024,RS2,study committee; registered sex offenders,DELAYED REPEAL; DUTIES; EMERGENCY; EMERGENCY CLAUSE; ESTABLISHING; MEMBERSHIP; REGISTERED SEX OFFENDERS; STUDY COMMITTEE; STUDY COMMITTEE ON REGISTERED SEX OFFENDERS,study committee; registered sex offenders,0
SB1627,2023_2024,RS2,corporations; sober living homes,ADVANCE MONIES; ARTICLES OF INCORPORATION; BUSINESS ENTITIES; CERTIFICATE OF GOOD STANDING; CIVIL PENALTY; CLASSIFICATION; CONDUCTING BUSINESS; COPYING FEES; CORPORATE NAME; CORPORATION COMMISSION; CORPORATIONS; CORPORATIONS AND ASSOCIATIONS - TITLE 10; DEFINITION; EXPEDITED REPORT ACCESS; EXPEDITED REPORT FILING; FILING; HEALTH CARE ENTITIES; IDENTIFICATION CHECK; INCORPORATING DOCUMENTS; KNOWN PLACE OF BUSINESS; LICENSE NUMBER; LICENSURE; NEXT DAY SERVICES; POSTED WAIT TIMES; PUBLIC ACCESS FUND; PUBLIC HEALTH AND SAFETY - TITLE 36; RESIDENTIAL SERVICES; SAME DAY SERVICES; SERVICE; SOBER LIVING HOMES; STANDARDS; STATUTORY AGENT; TIME FRAME; USE OF TITLE; VIOLATION,corporations; sober living homes,0
SB1628,2023_2024,RS2,sex-based terms; laws; rules; regulations,ADMINISTRATIVE RULES; ARIZONA WOMEN'S BILL OF RIGHTS; DEFINITIONS; GENERAL PROVISIONS - TITLE 1; LAWS; PUBLIC POLICIES; PURPOSE; REGULATION (H); REGULATIONS; RULES; SEVERABILITY; SEX DISCRIMINATION; SEX-BASED TERMS; SHORT TITLE (H); SINGLE-SEX ENVIRONMENTS; STATUTES; USE OF THE TERM SEX; VITAL STATISTICS RELATED TO SEX,sex-based terms; laws; rules; regulations,0
SB1629,2023_2024,RS2,technical correction; state facilities,CORRECTIONS; DUTIES AND POWERS OF DIRECTOR; EXEMPTION; FACILITIES PLANNING AND CONSTRUCTION; MANAGEMENT OF STATE PROPERTIES; OFFICE OF OMBUDSMAN-CITIZENS AIDE; OMBUDSMAN; POWERS AND DUTIES; PRESIDENT OF THE SENATE (H); REPORTING REQUIREMENTS; SPEAKER OF THE HOUSE OF REPRESENTATIVES (H); STATE FACILITIES; STATE GOVERNMENT - TITLE 41; STRIKE EVERYTHING AMENDMENT; TECHNICAL CORRECTION,(NOW: ombudsman; corrections; reporting requirements),0
SB1630,2023_2024,RS2,sex offender management working group,CRIMINAL CODE - TITLE 13; DELAYED REPEAL; DUTIES; ESTABLISHMENT; HEARING; NOTICE; PETITION; PURPOSE; REPORT; SEX OFFENDER MANAGEMENT BOARD; SEX OFFENDER MANAGEMENT WORKING GROUP; SEX OFFENDER REGISTRATION; STATE GOVERNMENT - TITLE 41 (H); TERMINATE SEX OFFENDER REGISTRATION; TERMINATION,(NOW: sex offender management board; establishment),0
SB1631,2023_2024,RS2,technical correction; public safety equipment,DISTRIBUTION; PUBLIC SAFETY EQUIPMENT; PUBLIC SAFETY EQUIPMENT FUND; STATE GOVERNMENT - TITLE 41; TECHNICAL CORRECTION,technical correction; public safety equipment,0
SB1632,2023_2024,RS2,family and medical leave; coverage.,AMOUNT OF BENEFITS; ANNUAL REPORT; BENEFITS APPEALS; CIVIL PENALTY; CONTRIBUTIONS; COORDINATION OF BENEFITS; COVERAGE; DEFINITIONS; DISQUALIFICATION FOR BENEFITS; DURATION OF BENEFITS; ELECTIVE COVERAGE; ELIGIBILITY FOR BENEFITS; EMERGENCY; EMERGENCY CLAUSE; EMPLOYMENT PRACTICES; ENFORCEMENT; ERRONEOUS PAYMENTS; FAMILY AND MEDICAL LEAVE; FAMILY AND MEDICAL LEAVE INSURANCE FUND; FAMILY AND MEDICAL LEAVE INSURANCE PROGRAM; FEDERAL INCOME TAX; LABOR - TITLE 23; LEAVE AND EMPLOYMENT PROTECTION; NOTICE; PROHIBITED; PUBLIC EDUCATION; REDUCED LEAVE SCHEDULE; RETALIATORY PERSONNEL ACTIONS; RULEMAKING; RULES; SEVERABILITY; SHARING TECHNOLOGY,family and medical leave; coverage.,0
SB1633,2023_2024,RS2,bullion depository; establishment,ADMINISTRATION; ADMINISTRATION OF TRANSACTIONAL CURRENCY; ARIZONA BULLION DEPOSITORY; AUDITS; BANKS AND FINANCIAL INSTITUTIONS - TITLE 6; BULLION DEPOSITORY; BULLION DEPOSITORY ACCOUNT; CONFLICTS OF INTEREST; DEFINITIONS; DEPOSITORY ACCOUNTS; DEPOSITORY ADMINISTRATOR; DEPOSITS; ENEMIES OF UNITED STATES; ESTABLISHMENT; FEE; FEES; FINANCIAL INSTITUTIONS; FOREIGN NATIONS; ISSUANCE; MONIES; POOLED DEPOSITORY ACCOUNT; POWER AND DUTIES; PROHIBITION; PURCHASE; REDEMPTION OF TRANSACTIONAL CURRENCY FOR SPECIE OR BULLION; REDEMPTION OF TRANSACTIONAL CURRENCY FOR UNITED STATES DOLLARS; REPORTS; RULEMAKING; RULES; STANDARDS; STATE MONIES; VALUE OF TRANSACTIONAL CURRENCY,bullion depository; establishment,0
SB1634,2023_2024,RS2,nonhealth regulatory boards; challenges; prohibition,BOARD ACTIONS; CHALLENGES; CONFORMING LEGISLATION; EXCEPTION; FINAL ADMINISTRATIVE DECISIONS; LEGISLATIVE ADVOCACY; NONHEALTH PROFESSION REGULATORY BOARDS; NONHEALTH REGULATORY BOARDS; PROHIBITION; RECORDS; REVIEW; STATE GOVERNMENT - TITLE 41; WEBSITE,nonhealth regulatory boards; challenges; prohibition,0
SB1635,2023_2024,RS2,Arizona-Ireland trade commission,ACA (SEE ALSO: ARIZONA COMMERCE AUTHORITY); ANNUAL REPORT; ARIZONA COMMERCE AUTHORITY (ACA); ARIZONA-IRELAND TRADE COMMISSION; DUTIES; MEMBERSHIP; STATE GOVERNMENT - TITLE 41,Arizona-Ireland trade commission,0
SB1636,2023_2024,RS2,excise tax; jet fuel; definition,APPLICABILITY; DEFINITION; DEFINITIONS; EXCISE TAX; JET FUEL; JET FUEL EXCISE AND USE TAX; TAXATION - TITLE 42,excise tax; jet fuel; definition,0
SB1637,2023_2024,RS2,electric vehicle charging stations,APPLICABILITY; DEFINITIONS; ELECTRIC VEHICLE CHARGING STATIONS; LEGISLATIVE FINDINGS; MAINTENANCE; OPERATION; OWNERSHIP; PUBLIC UTILITIES AND CARRIERS - TITLE 40,electric vehicle charging stations,0
SB1638,2023_2024,RS2,residential property; transient occupant; remedies,AFFIDAVIT; ASSESSMENT (H); COURTS AND CIVIL PROCEEDINGS - TITLE 12; DEFINITION; DEMA (SEE ALSO: DEPARTMENT OF EMERGENCY AND MILITARY AFFAIRS) (H); DEPARTMENT OF EMERGENCY AND MILITARY AFFAIRS (DEMA) (H); FACTORS; FORCIBLE ENTRY AND DETAINER ACTIONS; PACIFIC CONFLICT (H); PACIFIC CONFLICT STRESS TEST ACT (H); PACIFIC REGIONAL SUPPLY CHAIN RISK ASSESSMENT (H); REMEDIES; RESIDENTIAL PROPERTY; SHORT TITLE (H); TRANSIENT OCCUPANT; TRESPASS; UNLAWFUL POSSESSION,(NOW: Pacific conflict; assessment),0
SB1639,2023_2024,RS2,gold; silver; currency; study committee,CRIMINAL CODE - TITLE 13 (H); CURRENCY; DELAYED REPEAL; DUTIES; ESTABLISHING; GOLD; GOLD AND SILVER CURRENCY STUDY COMMITTEE; MEMBERSHIP; REPORT; SEALING CASE RECORDS (H); SILVER; STUDY COMMITTEE; SUBSEQUENT FELONY (H),(NOW: subsequent felony; sealing case records),0
SB1640,2023_2024,RS2,gang and immigration intelligence; appropriation.,APPROPRIATION; APPROPRIATIONS; EXEMPTION; GANG AND IMMIGRATION INTELLIGENCE; GANG AND IMMIGRATION INTELLIGENCE TEAM ENFORCEMENT MISSION (GIITEM); GANG AND IMMIGRATION INTELLIGENCE TEAM ENFORCEMENT MISSION FUND; GIITEM (SEE ALSO: GANG AND IMMIGRATION INTELLIGENCE TEAM ENFORCEMENT MISSION); REPORTING REQUIREMENTS; SOUTHERN ARIZONA COUNTERTERRORISM INFORMATION CENTER; STATE GOVERNMENT - TITLE 41; SUBACCOUNT; USE OF MONIES,gang and immigration intelligence; appropriation.,0
SB1641,2023_2024,RS2,real property; litigation; limitation,COURTS AND CIVIL PROCEEDINGS - TITLE 12; DEVELOPMENT OF REAL PROPERTY DESIGN; ENGINEERING AND CONSTRUCTION; LIMITATION; LIMITATION ON ACTIONS; LITIGATION; POWERS OF UNIT OWNERS ASSOCIATION; PROPERTY - TITLE 33; REAL PROPERTY,real property; litigation; limitation,0
SB1642,2023_2024,RS2,licenses; tax number; consular cards.,APPLICATION; CONSULAR CARDS; CONTENT AND APPLICATION; DEFINITIONS; DRIVER AND NONOPERATING IDENTIFICATION LICENSES; DRIVER LICENSE; EXPIRATION AND RENEWAL; ISSUANCE; LICENSES; MARKED LICENSES; PROHIBITIONS; SAFE MOBILITY ACT; TAX NUMBER; TRANSPORTATION - TITLE 28,licenses; tax number; consular cards.,0
SB1643,2023_2024,RS2,domestic violence; firearm transfers,CONTENTS; COURTS AND CIVIL PROCEEDINGS - TITLE 12; CRIMINAL CODE - TITLE 13; DEFINITIONS; DOMESTIC VIOLENCE; FEES; FIREARM DISPOSAL; FIREARM TRANSFER ORDER; FIREARM TRANSFERS; FIREARMS; ORDER OF PROTECTION; PENALTY; PROCEDURE; PROHIBITED POSSESSORS,domestic violence; firearm transfers,0
SB1644,2023_2024,RS2,cottage foods; violations; civil penalty,CIVIL PENALTY; COTTAGE FOODS; DEFINITIONS; DEPARTMENT OF HEALTH SERVICES (DHS); DHS (SEE ALSO: DEPARTMENT OF HEALTH SERVICES); POWERS AND DUTIES OF DIRECTOR; PUBLIC HEALTH AND SAFETY - TITLE 36; VIOLATIONS,cottage foods; violations; civil penalty,0
SB1645,2023_2024,RS2,rent stabilization; formula.,ARIZONA RESIDENTIAL LANDLORD AND TENANT ACT; EFFECTIVE DATE; FORMULA; PROPERTY - TITLE 33; RENT STABILIZATION; TERMS AND CONDITIONS OF RENTAL AGREEMENT,rent stabilization; formula.,0
SB1646,2023_2024,RS2,probation; felony violation; rearrest,CRIMINAL CODE - TITLE 13; FELONY VIOLATION; PROBATION; REARREST,probation; felony violation; rearrest,0
SB1647,2023_2024,RS2,election officer certification training; expiration,CERTIFICATES; CONDUCT OF ELECTIONS; ELECTION OFFICER CERTIFICATION TRAINING; ELECTION OFFICERS; ELECTIONS AND ELECTORS - TITLE 16; EXPIRATION; QUALIFICATIONS,election officer certification training; expiration,0
SB1648,2023_2024,RS2,agricultural vaccinations; disclosure.,AGRICULTURAL VACCINATIONS; AGRICULTURE; AGRICULTURE - TITLE 3; DEFINITIONS; DIRECTOR; DISCLOSURE; LABELING; POWERS AND DUTIES,agricultural vaccinations; disclosure.,0
SB1649,2023_2024,RS2,misbranding; misrepresenting; food products.,CIVIL PENALTY; DEFINITIONS; FOOD PRODUCTS; MEAT; MISBRANDING; MISREPRESENTING; POULTRY; PRODUCTS NOT DERIVED FROM LIVESTOCK; PROHIBITION; PUBLIC HEALTH AND SAFETY - TITLE 36; PURE FOOD CONTROL (H); VIOLATION,misbranding; misrepresenting; food products.,0
SB1650,2023_2024,RS2,subdivisions; assured water supply; lots.,ASSURED WATER SUPPLY; CERTIFICATE OF ASSURED WATER SUPPLY; DEFINITION; EXEMPTIONS; GROUNDWATER MANAGEMENT; LOTS; SUBDIVISIONS; WATERS - TITLE 45,subdivisions; assured water supply; lots.,0
SB1651,2023_2024,RS2,elections; hand count audit; selection,CHAIRPERSON; CONDUCT OF ELECTIONS; ELECTIONS; ELECTIONS AND ELECTORS - TITLE 16; HAND COUNT AUDIT; SELECTION,elections; hand count audit; selection,0
SB1652,2023_2024,RS2,municipal improvement districts; petitions; authorization,APPLICABILITY; APPOINTMENT OF OFFICER; AUTHORIZATION; DEFINITIONS; DEPOSIT; ENHANCED MUNICIPAL SERVICES; ESTABLISH; IMPROVEMENT DISTRICT; INTENTION TO ORDER IMPROVEMENT; MUNICIPAL IMPROVEMENT DISTRICT; ORDINANCE; PETITION; PETITIONS; SPECIAL TAXING DISTRICTS - TITLE 48; VERIFICATION,municipal improvement districts; petitions; authorization,0
SB1653,2023_2024,RS2,images; voter lists; records; penalties,BALLOT IMAGES; BALLOT STORAGE; CAST VOTE RECORD; CLASSIFICATION; CONDUCT OF ELECTIONS; DEFINITIONS; ELECTIONS AND ELECTORS - TITLE 16; ELECTRONIC PORTAL; IMAGES; PENALTIES; RECORDS; STATEMENT OF CONTEST; VIOLATION; VOTER LISTS,images; voter lists; records; penalties,0
